Charge,1st Charge,1017.21137,215.77175,289.50469,31.72832
Discharge,1st Discharge,223.87703,17.98694,172.71199,56.2178
Charge,2nd Charge,194.36155,13.81645,143.89648,38.77275
Discharge,2nd Discharge,140.39477,4.52478,128.07741,38.43465
