wavelength0,Abs0,wavelength1,Abs1,wavelength2,Abs2
227,0.264550865,227,0.631446362,227,0.59788543
226,0.270065486,226,0.627961755,226,0.59570545
225,0.277538151,225,0.624126792,225,0.588433921
224,0.283429891,224,0.619546711,224,0.586313188
223,0.288338423,223,0.616863847,223,0.584255397
222,0.294926971,222,0.612879276,222,0.579342544
221,0.302504271,221,0.605870485,221,0.574993968
220,0.311401725,220,0.602555156,220,0.568603873
219,0.320832551,219,0.59660095,219,0.562395811
218,0.330794156,218,0.588171542,218,0.553943276
217,0.339715779,217,0.578580082,217,0.548825324
216,0.351636052,216,0.568800867,216,0.543563366
215,0.362102777,215,0.562998951,215,0.531869113
214,0.372538835,214,0.556283116,214,0.527219832
213,0.384288967,213,0.545041382,213,0.517766178
212,0.396071762,212,0.538317382,212,0.506780267
211,0.406529158,211,0.531306386,211,0.500364482
210,0.4174155,210,0.524107754,210,0.492871612
209,0.425101638,209,0.518594503,209,0.49144268
208,0.436054111,208,0.508715451,208,0.48023805
207,0.445278853,207,0.501060367,207,0.474243552
206,0.452846468,206,0.50013417,206,0.470907927
205,0.460675597,205,0.493714601,205,0.467346191
204,0.469735444,204,0.488328725,204,0.458309174
203,0.473582238,203,0.486549497,203,0.458936304
202,0.484341145,202,0.478780508,202,0.449959368
201,0.489131659,201,0.477902979,201,0.447399765
200,0.492931604,200,0.475967974,200,0.446432978
199,0.496095628,,,,
