2theta (700C),intensity (700C)
6.48599,-1255.55509
6.49142,-1255.68145
6.49684,-1255.72447
6.50227,-1255.77793
6.50769,-1255.89411
6.51312,-1255.96099
6.51855,-1256.04096
6.52397,-1256.12599
6.5294,-1256.2405
6.53482,-1256.32109
6.54025,-1256.366
6.54568,-1256.44052
6.5511,-1256.48703
6.55653,-1256.54376
6.56195,-1256.53453
6.56738,-1256.58876
6.57281,-1256.61285
6.57823,-1256.68129
6.58366,-1256.74865
6.58908,-1256.86384
6.59451,-1256.84765
6.59994,-1256.81451
6.60536,-1256.80329
6.61079,-1256.8417
6.61621,-1256.82679
6.62164,-1256.84136
6.62707,-1256.9117
6.63249,-1256.91156
6.63792,-1256.89269
6.64334,-1256.8836
6.64877,-1256.89492
6.6542,-1256.8413
6.65962,-1256.82434
6.66505,-1256.833
6.67047,-1256.83647
6.6759,-1256.78691
6.68133,-1256.71127
6.68675,-1256.59047
6.69218,-1256.51784
6.6976,-1256.53147
6.70303,-1256.53905
6.70846,-1256.46962
6.71388,-1256.37954
6.71931,-1256.34127
6.72473,-1256.27734
6.73016,-1256.24251
6.73559,-1256.13588
6.74101,-1256.0297
6.74644,-1255.87828
6.75186,-1255.71306
6.75729,-1255.54204
6.76272,-1255.43518
6.76814,-1255.35363
6.77357,-1255.21792
6.77899,-1255.02112
6.78442,-1254.7984
6.78985,-1254.58928
6.79527,-1254.37934
6.8007,-1254.19059
6.80612,-1253.96583
6.81155,-1253.74031
6.81698,-1253.48332
6.8224,-1253.13919
6.82783,-1252.76522
6.83325,-1252.36691
6.83868,-1251.96482
6.84411,-1251.53054
6.84953,-1250.9786
6.85496,-1250.37746
6.86039,-1249.75256
6.86581,-1249.10837
6.87124,-1248.3794
6.87666,-1247.61207
6.88209,-1246.70661
6.88752,-1245.74996
6.89294,-1244.7027
6.89837,-1243.46228
6.90379,-1241.89946
6.90922,-1240.14234
6.91465,-1238.2582
6.92007,-1236.09905
6.9255,-1233.51271
6.93092,-1230.41738
6.93635,-1226.85143
6.94178,-1222.71283
6.9472,-1217.82518
6.95263,-1211.98724
6.95805,-1205.39557
6.96348,-1197.76487
6.96891,-1188.98954
6.97433,-1179.17981
6.97976,-1168.36197
6.98518,-1156.58335
6.99061,-1143.88115
6.99604,-1130.78765
7.00146,-1117.43291
7.00689,-1104.47811
7.01231,-1091.85732
7.01774,-1080.35636
7.02317,-1070.02339
7.02859,-1061.09508
7.03402,-1054.23149
7.03944,-1049.12731
7.04487,-1046.2574
7.0503,-1045.25029
7.05572,-1046.72002
7.06115,-1049.80812
7.06657,-1055.42577
7.072,-1062.67977
7.07743,-1071.83956
7.08285,-1082.56745
7.08828,-1094.41054
7.0937,-1107.0994
7.09913,-1120.13547
7.10456,-1133.27137
7.10998,-1146.10044
7.11541,-1158.49483
7.12083,-1169.91362
7.12626,-1180.39275
7.13169,-1189.83094
7.13711,-1198.1328
7.14254,-1205.493
7.14796,-1211.91704
7.15339,-1217.39344
7.15882,-1222.05019
7.16424,-1225.96664
7.16967,-1229.24029
7.17509,-1232.15071
7.18052,-1234.66989
7.18595,-1236.82254
7.19137,-1238.61019
7.1968,-1240.1765
7.20222,-1241.4084
7.20765,-1242.51558
7.21308,-1243.48445
7.2185,-1244.36177
7.22393,-1245.08569
7.22936,-1245.70865
7.23478,-1246.2246
7.24021,-1246.75229
7.24563,-1247.20332
7.25106,-1247.6801
7.25649,-1248.04478
7.26191,-1248.34989
7.26734,-1248.57921
7.27276,-1248.79306
7.27819,-1248.97556
7.28362,-1249.07215
7.28904,-1249.08164
7.29447,-1249.12542
7.29989,-1249.15527
7.30532,-1249.21398
7.31075,-1249.2313
7.31617,-1249.24562
7.3216,-1249.22381
7.32702,-1249.17197
7.33245,-1249.04908
7.33788,-1248.88056
7.3433,-1248.71421
7.34873,-1248.50715
7.35415,-1248.3722
7.35958,-1248.18877
7.36501,-1247.99473
7.37043,-1247.69903
7.37586,-1247.35304
7.38128,-1247.03057
7.38671,-1246.73223
7.39214,-1246.35471
7.39756,-1245.92057
7.40299,-1245.4477
7.40841,-1244.99122
7.41384,-1244.50248
7.41927,-1243.99305
7.42469,-1243.39095
7.43012,-1242.69665
7.43554,-1241.92176
7.44097,-1241.07608
7.4464,-1240.28165
7.45182,-1239.37443
7.45725,-1238.38672
7.46267,-1237.25724
7.4681,-1236.09343
7.47353,-1234.7638
7.47895,-1233.34854
7.48438,-1231.76831
7.4898,-1229.99163
7.49523,-1227.99678
7.50066,-1225.90639
7.50608,-1223.6108
7.51151,-1221.07071
7.51693,-1218.14607
7.52236,-1214.90826
7.52779,-1211.25714
7.53321,-1207.15322
7.53864,-1202.57616
7.54406,-1197.51009
7.54949,-1191.7816
7.55492,-1185.26551
7.56034,-1177.92214
7.56577,-1169.63485
7.5712,-1160.31176
7.57662,-1149.71071
7.58205,-1137.80852
7.58747,-1124.53002
7.5929,-1109.8524
7.59833,-1093.40665
7.60375,-1075.75786
7.60918,-1056.37749
7.6146,-1035.98629
7.62003,-1014.29378
7.62546,-992.03984
7.63088,-969.01653
7.63631,-946.48696
7.64173,-924.03392
7.64716,-902.94451
7.65259,-883.63817
7.65801,-866.39092
7.66344,-851.81465
7.66886,-839.84029
7.67429,-831.19912
7.67972,-825.7343
7.68514,-823.99544
7.69057,-825.22536
7.69599,-830.11446
7.70142,-838.04781
7.70685,-848.86415
7.71227,-862.627
7.7177,-878.47786
7.72312,-896.22985
7.72855,-915.14516
7.73398,-934.77605
7.7394,-954.35918
7.74483,-973.53163
7.75025,-991.67812
7.75568,-1008.40944
7.76111,-1023.54821
7.76653,-1036.46169
7.77196,-1047.2834
7.77738,-1055.81475
7.78281,-1062.04818
7.78824,-1065.69905
7.79366,-1067.31517
7.79909,-1066.25673
7.80451,-1063.13787
7.80994,-1057.89208
7.81537,-1050.90407
7.82079,-1042.15328
7.82622,-1032.35268
7.83164,-1021.5208
7.83707,-1010.32582
7.8425,-999.08217
7.84792,-988.1454
7.85335,-978.18676
7.85877,-969.48967
7.8642,-962.38185
7.86963,-957.61769
7.87505,-954.71904
7.88048,-953.43828
7.8859,-954.47188
7.89133,-958.04933
7.89676,-963.73787
7.90218,-971.93795
7.90761,-981.90874
7.91303,-993.85115
7.91846,-1007.26216
7.92389,-1022.15569
7.92931,-1037.64354
7.93474,-1053.79763
7.94017,-1069.97255
7.94559,-1085.81458
7.95102,-1101.13694
7.95644,-1115.56221
7.96187,-1129.23349
7.9673,-1141.87554
7.97272,-1153.40413
7.97815,-1163.65842
7.98357,-1172.97603
7.989,-1181.21183
7.99443,-1188.5399
7.99985,-1194.93297
8.00528,-1200.61464
8.0107,-1205.60288
8.01613,-1210.0692
8.02156,-1213.97325
8.02698,-1217.4766
8.03241,-1220.50838
8.03783,-1223.21816
8.04326,-1225.60549
8.04869,-1227.80076
8.05411,-1229.78817
8.05954,-1231.51219
8.06496,-1233.00648
8.07039,-1234.32548
8.07582,-1235.58802
8.08124,-1236.73971
8.08667,-1237.84153
8.09209,-1238.82449
8.09752,-1239.67256
8.10295,-1240.40941
8.10837,-1241.08699
8.1138,-1241.73248
8.11922,-1242.38382
8.12465,-1243.01042
8.13008,-1243.60794
8.1355,-1244.0633
8.14093,-1244.4788
8.14635,-1244.84346
8.15178,-1245.20895
8.15721,-1245.53469
8.16263,-1245.81536
8.16806,-1246.10717
8.17348,-1246.34451
8.17891,-1246.54959
8.18434,-1246.73407
8.18976,-1246.93722
8.19519,-1247.14874
8.20061,-1247.3613
8.20604,-1247.51184
8.21147,-1247.66288
8.21689,-1247.74352
8.22232,-1247.78902
8.22774,-1247.83821
8.23317,-1247.90203
8.2386,-1247.98425
8.24402,-1247.95584
8.24945,-1247.95217
8.25487,-1247.94084
8.2603,-1247.90986
8.26573,-1247.9138
8.27115,-1247.85154
8.27658,-1247.77729
8.282,-1247.6883
8.28743,-1247.58026
8.29286,-1247.50656
8.29828,-1247.34887
8.30371,-1247.18754
8.30914,-1246.97585
8.31456,-1246.73294
8.31999,-1246.45837
8.32541,-1246.20578
8.33084,-1245.97199
8.33627,-1245.76519
8.34169,-1245.50408
8.34712,-1245.18116
8.35254,-1244.77227
8.35797,-1244.32717
8.3634,-1243.88037
8.36882,-1243.39257
8.37425,-1242.85899
8.37967,-1242.26676
8.3851,-1241.6992
8.39053,-1241.0167
8.39595,-1240.22625
8.40138,-1239.39932
8.4068,-1238.62114
8.41223,-1237.7219
8.41766,-1236.64289
8.42308,-1235.5176
8.42851,-1234.27383
8.43393,-1232.90399
8.43936,-1231.35833
8.44479,-1229.70857
8.45021,-1227.87848
8.45564,-1225.92934
8.46106,-1223.74388
8.46649,-1221.29831
8.47192,-1218.5866
8.47734,-1215.56787
8.48277,-1212.1931
8.48819,-1208.48289
8.49362,-1204.30306
8.49905,-1199.6071
8.50447,-1194.22254
8.5099,-1188.2284
8.51532,-1181.51525
8.52075,-1173.96178
8.52618,-1165.52893
8.5316,-1156.13684
8.53703,-1145.75019
8.54245,-1133.98348
8.54788,-1120.99683
8.55331,-1106.69905
8.55873,-1091.53864
8.56416,-1075.25188
8.56958,-1058.07601
8.57501,-1039.88137
8.58044,-1021.31353
8.58586,-1002.37026
8.59129,-983.86458
8.59671,-966.09066
8.60214,-949.25286
8.60757,-933.9915
8.61299,-920.70394
8.61842,-909.70009
8.62384,-900.96788
8.62927,-895.30419
8.6347,-892.00017
8.64012,-892.02642
8.64555,-894.46465
8.65098,-900.04842
8.6564,-908.16423
8.66183,-918.96373
8.66725,-931.83736
8.67268,-946.82653
8.67811,-963.4767
8.68353,-981.18126
8.68896,-999.68184
8.69438,-1018.30062
8.69981,-1036.8441
8.70524,-1054.95021
8.71066,-1072.33034
8.71609,-1088.74526
8.72151,-1104.08834
8.72694,-1118.25013
8.73237,-1131.19779
8.73779,-1143.03516
8.74322,-1153.63652
8.74864,-1163.22786
8.75407,-1171.76911
8.7595,-1179.38358
8.76492,-1186.05214
8.77035,-1192.02036
8.77577,-1197.30545
8.7812,-1202.06317
8.78663,-1206.18447
8.79205,-1209.88098
8.79748,-1213.1872
8.8029,-1216.15808
8.80833,-1218.76307
8.81376,-1221.02858
8.81918,-1223.01012
8.82461,-1224.9001
8.83003,-1226.55426
8.83546,-1228.07624
8.84089,-1229.37517
8.84631,-1230.52811
8.85174,-1231.45645
8.85716,-1232.34871
8.86259,-1233.13861
8.86802,-1233.78524
8.87344,-1234.36206
8.87887,-1234.82328
8.88429,-1235.19277
8.88972,-1235.53913
8.89515,-1235.82395
8.90057,-1236.00608
8.906,-1236.08441
8.91142,-1236.09246
8.91685,-1236.0583
8.92228,-1235.90287
8.9277,-1235.67011
8.93313,-1235.29396
8.93855,-1234.94003
8.94398,-1234.52484
8.94941,-1234.01936
8.95483,-1233.3321
8.96026,-1232.56738
8.96568,-1231.65302
8.97111,-1230.63781
8.97654,-1229.45467
8.98196,-1228.15628
8.98739,-1226.667
8.99281,-1224.97829
8.99824,-1223.06264
9.00367,-1220.9254
9.00909,-1218.41043
9.01452,-1215.67639
9.01995,-1212.54717
9.02537,-1208.9812
9.0308,-1204.89751
9.03622,-1200.27356
9.04165,-1194.90512
9.04708,-1188.86568
9.0525,-1182.03133
9.05793,-1174.26178
9.06335,-1165.47148
9.06878,-1155.61081
9.07421,-1144.68106
9.07963,-1132.6268
9.08506,-1119.43329
9.09048,-1105.09574
9.09591,-1089.92987
9.10134,-1073.89058
9.10676,-1057.78075
9.11219,-1041.6704
9.11761,-1025.34139
9.12304,-1009.15303
9.12847,-994.40898
9.13389,-980.87661
9.13932,-969.17379
9.14474,-959.87331
9.15017,-952.44771
9.1556,-947.57344
9.16102,-945.08391
9.16645,-945.68477
9.17187,-948.69133
9.1773,-954.4439
9.18273,-962.13582
9.18815,-972.29351
9.19358,-984.31319
9.199,-998.24037
9.20443,-1013.55806
9.20986,-1029.74056
9.21528,-1046.33934
9.22071,-1062.98061
9.22613,-1079.61066
9.23156,-1095.41503
9.23699,-1110.64281
9.24241,-1124.85796
9.24784,-1138.07454
9.25326,-1149.99343
9.25869,-1160.85671
9.26412,-1170.55915
9.26954,-1179.32065
9.27497,-1187.10564
9.28039,-1193.94721
9.28582,-1200.01282
9.29125,-1205.43712
9.29667,-1210.24282
9.3021,-1214.44602
9.30752,-1218.14867
9.31295,-1221.46633
9.31838,-1224.36238
9.3238,-1226.96207
9.32923,-1229.26837
9.33465,-1231.36538
9.34008,-1233.18467
9.34551,-1234.92109
9.35093,-1236.52507
9.35636,-1237.97615
9.36178,-1239.21289
9.36721,-1240.43915
9.37264,-1241.54213
9.37806,-1242.51625
9.38349,-1243.32294
9.38892,-1244.11729
9.39434,-1244.86896
9.39977,-1245.58827
9.40519,-1246.24239
9.41062,-1246.81983
9.41605,-1247.3585
9.42147,-1247.87025
9.4269,-1248.38211
9.43232,-1248.86232
9.43775,-1249.31132
9.44318,-1249.69093
9.4486,-1250.03524
9.45403,-1250.39245
9.45945,-1250.69074
9.46488,-1250.97066
9.47031,-1251.21991
9.47573,-1251.46486
9.48116,-1251.74514
9.48658,-1251.99314
9.49201,-1252.19074
9.49744,-1252.34189
9.50286,-1252.53537
9.50829,-1252.72513
9.51371,-1252.8828
9.51914,-1253.05484
9.52457,-1253.2302
9.52999,-1253.35365
9.53542,-1253.44293
9.54084,-1253.5066
9.54627,-1253.59712
9.5517,-1253.68432
9.55712,-1253.73834
9.56255,-1253.80098
9.56797,-1253.9167
9.5734,-1253.9976
9.57883,-1254.04616
9.58425,-1254.09803
9.58968,-1254.1664
9.5951,-1254.19855
9.60053,-1254.23847
9.60596,-1254.23384
9.61138,-1254.22566
9.61681,-1254.23837
9.62223,-1254.23198
9.62766,-1254.17767
9.63309,-1254.14984
9.63851,-1254.09548
9.64394,-1254.054
9.64936,-1254.05556
9.65479,-1254.05342
9.66022,-1254.04987
9.66564,-1253.98551
9.67107,-1253.89901
9.67649,-1253.75231
9.68192,-1253.64837
9.68735,-1253.56126
9.69277,-1253.43029
9.6982,-1253.30326
9.70362,-1253.15908
9.70905,-1252.96513
9.71448,-1252.74486
9.7199,-1252.53904
9.72533,-1252.37998
9.73075,-1252.18184
9.73618,-1251.92232
9.74161,-1251.63024
9.74703,-1251.30287
9.75246,-1250.99289
9.75789,-1250.61799
9.76331,-1250.28541
9.76874,-1249.86129
9.77416,-1249.45856
9.77959,-1248.9199
9.78502,-1248.29852
9.79044,-1247.64259
9.79587,-1247.01688
9.80129,-1246.24723
9.80672,-1245.40087
9.81215,-1244.49882
9.81757,-1243.54267
9.823,-1242.43492
9.82842,-1241.16429
9.83385,-1239.77278
9.83928,-1238.30006
9.8447,-1236.60887
9.85013,-1234.70388
9.85555,-1232.57533
9.86098,-1230.23477
9.86641,-1227.67626
9.87183,-1224.88948
9.87726,-1221.81865
9.88268,-1218.44609
9.88811,-1214.76159
9.89354,-1210.77155
9.89896,-1206.55078
9.90439,-1202.04987
9.90981,-1197.33551
9.91524,-1192.43509
9.92067,-1187.43454
9.92609,-1182.38301
9.93152,-1177.54715
9.93694,-1172.8673
9.94237,-1168.37732
9.9478,-1164.24298
9.95322,-1160.61934
9.95865,-1157.56951
9.96407,-1155.21987
9.9695,-1153.61963
9.97493,-1152.66127
9.98035,-1152.49013
9.98578,-1152.94106
9.9912,-1154.22119
9.99663,-1156.21459
10.00206,-1158.84854
10.00748,-1161.99688
10.01291,-1165.70678
10.01833,-1169.83287
10.02376,-1174.29579
10.02919,-1179.09243
10.03461,-1183.89986
10.04004,-1188.64064
10.04546,-1193.26094
10.05089,-1197.78197
10.05632,-1202.1158
10.06174,-1206.19931
10.06717,-1209.98399
10.07259,-1213.43653
10.07802,-1216.6443
10.08345,-1219.53916
10.08887,-1222.09462
10.0943,-1224.37432
10.09973,-1226.36167
10.10515,-1228.1666
10.11058,-1229.75051
10.116,-1231.15757
10.12143,-1232.34896
10.12686,-1233.39117
10.13228,-1234.22357
10.13771,-1234.91086
10.14313,-1235.47309
10.14856,-1235.95845
10.15399,-1236.31607
10.15941,-1236.54598
10.16484,-1236.65819
10.17026,-1236.70584
10.17569,-1236.6589
10.18112,-1236.51318
10.18654,-1236.29653
10.19197,-1235.92283
10.19739,-1235.50369
10.20282,-1234.97103
10.20825,-1234.41303
10.21367,-1233.72717
10.2191,-1232.9359
10.22452,-1231.98679
10.22995,-1230.9614
10.23538,-1229.8109
10.2408,-1228.50775
10.24623,-1227.03854
10.25165,-1225.38922
10.25708,-1223.58703
10.26251,-1221.60262
10.26793,-1219.36798
10.27336,-1216.8866
10.27878,-1214.0876
10.28421,-1211.06745
10.28964,-1207.69352
10.29506,-1203.94652
10.30049,-1199.72068
10.30591,-1195.03833
10.31134,-1189.81185
10.31677,-1184.02898
10.32219,-1177.61769
10.32762,-1170.53385
10.33304,-1162.65665
10.33847,-1154.07961
10.3439,-1144.70018
10.34932,-1134.49945
10.35475,-1123.46912
10.36017,-1111.71147
10.3656,-1099.33988
10.37103,-1086.36934
10.37645,-1073.09401
10.38188,-1059.52382
10.3873,-1046.05712
10.39273,-1032.85747
10.39816,-1020.1252
10.40358,-1008.18764
10.40901,-997.49904
10.41443,-988.06261
10.41986,-980.234
10.42529,-974.07729
10.43071,-969.64064
10.43614,-966.92348
10.44156,-966.02321
10.44699,-966.85961
10.45242,-969.4442
10.45784,-973.77446
10.46327,-979.4569
10.4687,-986.45418
10.47412,-994.35527
10.47955,-1002.91194
10.48497,-1011.88347
10.4904,-1020.96495
10.49583,-1029.85402
10.50125,-1038.34108
10.50668,-1046.15224
10.5121,-1053.11074
10.51753,-1059.29558
10.52296,-1064.66875
10.52838,-1069.14144
10.53381,-1072.82079
10.53923,-1075.84731
10.54466,-1078.33219
10.55009,-1080.42719
10.55551,-1082.26612
10.56094,-1084.11864
10.56636,-1086.13378
10.57179,-1088.29253
10.57722,-1090.79068
10.58264,-1093.6933
10.58807,-1097.06436
10.59349,-1100.91411
10.59892,-1105.42926
10.60435,-1110.4921
10.60977,-1116.06989
10.6152,-1122.16808
10.62062,-1128.59638
10.62605,-1135.37485
10.63148,-1142.32236
10.6369,-1149.33727
10.64233,-1156.29482
10.64775,-1163.2285
10.65318,-1169.89829
10.65861,-1176.31879
10.66403,-1182.42929
10.66946,-1188.17865
10.67488,-1193.52507
10.68031,-1198.47188
10.68574,-1202.986
10.69116,-1207.09967
10.69659,-1210.87963
10.70201,-1214.33924
10.70744,-1217.4729
10.71287,-1220.3243
10.71829,-1222.95091
10.72372,-1225.30109
10.72914,-1227.41423
10.73457,-1229.31864
10.74,-1231.05406
10.74542,-1232.62964
10.75085,-1234.05875
10.75627,-1235.33848
10.7617,-1236.50715
10.76713,-1237.55049
10.77255,-1238.53399
10.77798,-1239.39599
10.7834,-1240.22767
10.78883,-1240.9928
10.79426,-1241.65964
10.79968,-1242.25999
10.80511,-1242.79996
10.81053,-1243.34172
10.81596,-1243.84648
10.82139,-1244.2845
10.82681,-1244.64435
10.83224,-1244.99072
10.83767,-1245.27305
10.84309,-1245.51924
10.84852,-1245.75695
10.85394,-1245.96743
10.85937,-1246.12174
10.8648,-1246.23256
10.87022,-1246.38745
10.87565,-1246.52294
10.88107,-1246.56522
10.8865,-1246.55651
10.89193,-1246.58368
10.89735,-1246.58
10.90278,-1246.5182
10.9082,-1246.42063
10.91363,-1246.29542
10.91906,-1246.164
10.92448,-1245.98983
10.92991,-1245.81311
10.93533,-1245.54803
10.94076,-1245.23455
10.94619,-1244.90012
10.95161,-1244.53012
10.95704,-1244.08807
10.96246,-1243.56697
10.96789,-1243.07133
10.97332,-1242.45294
10.97874,-1241.7252
10.98417,-1240.92
10.98959,-1239.94283
10.99502,-1238.92021
11.00045,-1237.81649
11.00587,-1236.5354
11.0113,-1235.0495
11.01672,-1233.48262
11.02215,-1231.6718
11.02758,-1229.61852
11.033,-1227.25625
11.03843,-1224.71541
11.04385,-1221.79018
11.04928,-1218.54293
11.05471,-1214.86388
11.06013,-1210.79406
11.06556,-1206.22571
11.07098,-1201.26039
11.07641,-1195.79959
11.08184,-1189.963
11.08726,-1183.71846
11.09269,-1177.1492
11.09811,-1170.22827
11.10354,-1163.14312
11.10897,-1155.98844
11.11439,-1149.03511
11.11982,-1142.33518
11.12524,-1136.0399
11.13067,-1130.30257
11.1361,-1125.29642
11.14152,-1121.11914
11.14695,-1117.95716
11.15237,-1115.87363
11.1578,-1114.74443
11.16323,-1114.82717
11.16865,-1115.86307
11.17408,-1118.05553
11.17951,-1121.2694
11.18493,-1125.54947
11.19036,-1130.55292
11.19578,-1136.34212
11.20121,-1142.65825
11.20664,-1149.43691
11.21206,-1156.50814
11.21749,-1163.53557
11.22291,-1170.55576
11.22834,-1177.34336
11.23377,-1183.97306
11.23919,-1190.09926
11.24462,-1195.95844
11.25004,-1201.22457
11.25547,-1206.08543
11.2609,-1210.48612
11.26632,-1214.55429
11.27175,-1218.17774
11.27717,-1221.35339
11.2826,-1224.12397
11.28803,-1226.59371
11.29345,-1228.79036
11.29888,-1230.69746
11.3043,-1232.36178
11.30973,-1233.80478
11.31516,-1235.13447
11.32058,-1236.29296
11.32601,-1237.1947
11.33143,-1237.87294
11.33686,-1238.52684
11.34229,-1239.07905
11.34771,-1239.49435
11.35314,-1239.84316
11.35856,-1240.08596
11.36399,-1240.26924
11.36942,-1240.31289
11.37484,-1240.23434
11.38027,-1240.07196
11.38569,-1239.85673
11.39112,-1239.5986
11.39655,-1239.19958
11.40197,-1238.67687
11.4074,-1238.03567
11.41282,-1237.28202
11.41825,-1236.42762
11.42368,-1235.48337
11.4291,-1234.38584
11.43453,-1233.1388
11.43995,-1231.78971
11.44538,-1230.22283
11.45081,-1228.42942
11.45623,-1226.46988
11.46166,-1224.42913
11.46708,-1222.16956
11.47251,-1219.65391
11.47794,-1216.8594
11.48336,-1213.90661
11.48879,-1210.7534
11.49421,-1207.38507
11.49964,-1203.85996
11.50507,-1200.15828
11.51049,-1196.35399
11.51592,-1192.44786
11.52134,-1188.5246
11.52677,-1184.6523
11.5322,-1180.89075
11.53762,-1177.25656
11.54305,-1173.83675
11.54848,-1170.74535
11.5539,-1167.93199
11.55933,-1165.51335
11.56475,-1163.46009
11.57018,-1161.78876
11.57561,-1160.45958
11.58103,-1159.61359
11.58646,-1159.14913
11.59188,-1159.11855
11.59731,-1159.41358
11.60274,-1160.00222
11.60816,-1160.80864
11.61359,-1161.7681
11.61901,-1162.79337
11.62444,-1163.87075
11.62987,-1164.91724
11.63529,-1165.84766
11.64072,-1166.62253
11.64614,-1167.25295
11.65157,-1167.65236
11.657,-1167.93148
11.66242,-1168.0345
11.66785,-1168.19809
11.67327,-1168.28626
11.6787,-1168.49677
11.68413,-1168.79895
11.68955,-1169.31879
11.69498,-1170.0226
11.7004,-1170.97388
11.70583,-1172.23842
11.71126,-1173.74433
11.71668,-1175.56101
11.72211,-1177.73262
11.72753,-1180.33532
11.73296,-1183.23186
11.73839,-1186.40313
11.74381,-1189.74126
11.74924,-1193.29746
11.75466,-1196.97202
11.76009,-1200.71392
11.76552,-1204.4491
11.77094,-1208.12423
11.77637,-1211.69886
11.78179,-1215.15801
11.78722,-1218.49786
11.79265,-1221.5902
11.79807,-1224.43185
11.8035,-1227.13239
11.80892,-1229.61871
11.81435,-1231.89496
11.81978,-1233.92817
11.8252,-1235.8345
11.83063,-1237.58722
11.83605,-1239.18602
11.84148,-1240.54166
11.84691,-1241.80138
11.85233,-1242.87658
11.85776,-1243.87168
11.86318,-1244.81269
11.86861,-1245.69952
11.87404,-1246.48874
11.87946,-1247.12635
11.88489,-1247.75508
11.89031,-1248.33991
11.89574,-1248.89811
11.90117,-1249.36585
11.90659,-1249.8293
11.91202,-1250.25669
11.91745,-1250.60464
11.92287,-1250.91838
11.9283,-1251.21042
11.93372,-1251.47265
11.93915,-1251.64678
11.94458,-1251.83759
11.95,-1252.02794
11.95543,-1252.19009
11.96085,-1252.32512
11.96628,-1252.45502
11.97171,-1252.60397
11.97713,-1252.71866
11.98256,-1252.78159
11.98798,-1252.73755
11.99341,-1252.75545
11.99884,-1252.78219
12.00426,-1252.88555
12.00969,-1252.89361
12.01511,-1252.82486
12.02054,-1252.75486
12.02597,-1252.65303
12.03139,-1252.5558
12.03682,-1252.40586
12.04224,-1252.30597
12.04767,-1252.10996
12.0531,-1251.89485
12.05852,-1251.67665
12.06395,-1251.36951
12.06937,-1251.03437
12.0748,-1250.71015
12.08023,-1250.4318
12.08565,-1250.01179
12.09108,-1249.61854
12.0965,-1249.16305
12.10193,-1248.65728
12.10736,-1248.04263
12.11278,-1247.40278
12.11821,-1246.70328
12.12363,-1245.90229
12.12906,-1245.08626
12.13449,-1244.21801
12.13991,-1243.30036
12.14534,-1242.27999
12.15076,-1241.22587
12.15619,-1240.11414
12.16162,-1239.04904
12.16704,-1237.92451
12.17247,-1236.8648
12.17789,-1235.76731
12.18332,-1234.67442
12.18875,-1233.63394
12.19417,-1232.64807
12.1996,-1231.78953
12.20502,-1231.00064
12.21045,-1230.28518
