theta (500C),intensity (500C)
6.56738,-1532.64118
6.57281,-1532.76035
6.57823,-1532.81237
6.58366,-1532.8485
6.58908,-1533.01261
6.59451,-1533.08795
6.59994,-1533.1176
6.60536,-1533.11849
6.61079,-1533.13525
6.61621,-1533.12806
6.62164,-1533.16371
6.62707,-1533.22459
6.63249,-1533.19407
6.63792,-1533.19872
6.64334,-1533.24984
6.64877,-1533.27618
6.6542,-1533.15797
6.65962,-1533.11999
6.66505,-1533.07409
6.67047,-1533.0371
6.6759,-1532.95129
6.68133,-1532.93799
6.68675,-1532.88474
6.69218,-1532.81379
6.6976,-1532.71944
6.70303,-1532.54894
6.70846,-1532.46244
6.71388,-1532.34066
6.71931,-1532.23998
6.72473,-1532.13256
6.73016,-1532.01053
6.73559,-1531.83192
6.74101,-1531.56928
6.74644,-1531.33167
6.75186,-1531.16548
6.75729,-1530.96237
6.76272,-1530.7378
6.76814,-1530.44772
6.77357,-1530.16129
6.77899,-1529.82533
6.78442,-1529.45944
6.78985,-1529.03075
6.79527,-1528.55655
6.8007,-1528.04634
6.80612,-1527.57597
6.81155,-1527.05475
6.81698,-1526.49867
6.8224,-1525.7936
6.82783,-1525.01492
6.83325,-1524.17908
6.83868,-1523.31558
6.84411,-1522.34175
6.84953,-1521.29821
6.85496,-1520.14497
6.86039,-1518.83011
6.86581,-1517.34432
6.87124,-1515.79028
6.87666,-1514.15998
6.88209,-1512.35875
6.88752,-1510.32792
6.89294,-1508.16111
6.89837,-1505.75661
6.90379,-1503.25878
6.90922,-1500.49024
6.91465,-1497.53497
6.92007,-1494.29083
6.9255,-1490.87428
6.93092,-1487.21929
6.93635,-1483.43218
6.94178,-1479.38026
6.9472,-1475.04658
6.95263,-1470.49712
6.95805,-1465.90449
6.96348,-1461.15183
6.96891,-1456.3223
6.97433,-1451.52937
6.97976,-1446.77689
6.98518,-1442.06232
6.99061,-1437.38917
6.99604,-1432.88378
7.00146,-1428.67524
7.00689,-1424.74616
7.01231,-1421.14024
7.01774,-1418.0388
7.02317,-1415.48924
7.02859,-1413.31031
7.03402,-1411.70722
7.03944,-1410.64228
7.04487,-1410.28092
7.0503,-1410.50471
7.05572,-1411.35041
7.06115,-1412.542
7.06657,-1414.41273
7.072,-1416.82575
7.07743,-1419.72376
7.08285,-1423.00475
7.08828,-1426.71876
7.0937,-1430.70206
7.09913,-1434.99154
7.10456,-1439.3711
7.10998,-1443.83653
7.11541,-1448.42175
7.12083,-1453.03594
7.12626,-1457.62588
7.13169,-1462.17468
7.13711,-1466.57188
7.14254,-1470.79531
7.14796,-1474.82429
7.15339,-1478.7179
7.15882,-1482.39176
7.16424,-1485.9091
7.16967,-1489.13825
7.17509,-1492.18221
7.18052,-1495.08567
7.18595,-1497.73719
7.19137,-1500.15164
7.1968,-1502.36629
7.20222,-1504.46237
7.20765,-1506.31909
7.21308,-1508.0737
7.2185,-1509.63204
7.22393,-1511.03603
7.22936,-1512.26269
7.23478,-1513.42075
7.24021,-1514.43954
7.24563,-1515.31044
7.25106,-1516.08624
7.25649,-1516.76759
7.26191,-1517.40159
7.26734,-1517.95718
7.27276,-1518.455
7.27819,-1518.85091
7.28362,-1519.15775
7.28904,-1519.39527
7.29447,-1519.61781
7.29989,-1519.81204
7.30532,-1519.90762
7.31075,-1519.96381
7.31617,-1519.89795
7.3216,-1519.81129
7.32702,-1519.72907
7.33245,-1519.59295
7.33788,-1519.35506
7.3433,-1519.0657
7.34873,-1518.76122
7.35415,-1518.41111
7.35958,-1518.00507
7.36501,-1517.51621
7.37043,-1517.00746
7.37586,-1516.41729
7.38128,-1515.79168
7.38671,-1515.08209
7.39214,-1514.31413
7.39756,-1513.50654
7.40299,-1512.59614
7.40841,-1511.65073
7.41384,-1510.62618
7.41927,-1509.52919
7.42469,-1508.25196
7.43012,-1506.83109
7.43554,-1505.32818
7.44097,-1503.74178
7.4464,-1501.99569
7.45182,-1500.13697
7.45725,-1498.16113
7.46267,-1496.0044
7.4681,-1493.64532
7.47353,-1491.11756
7.47895,-1488.43179
7.48438,-1485.48452
7.4898,-1482.30758
7.49523,-1478.87898
7.50066,-1475.26743
7.50608,-1471.34457
7.51151,-1467.18636
7.51693,-1462.64475
7.52236,-1457.86604
7.52779,-1452.72009
7.53321,-1447.33903
7.53864,-1441.6237
7.54406,-1435.59914
7.54949,-1429.2468
7.55492,-1422.50253
7.56034,-1415.5541
7.56577,-1408.24331
7.5712,-1400.64703
7.57662,-1392.72097
7.58205,-1384.64848
7.58747,-1376.35979
7.5929,-1367.95582
7.59833,-1359.42428
7.60375,-1350.97881
7.60918,-1342.40624
7.6146,-1333.98171
7.62003,-1325.60613
7.62546,-1317.54546
7.63088,-1309.62029
7.63631,-1302.1516
7.64173,-1295.09658
7.64716,-1288.61776
7.65259,-1282.80245
7.65801,-1277.57146
7.66344,-1272.93746
7.66886,-1268.94134
7.67429,-1265.68447
7.67972,-1263.21011
7.68514,-1261.55297
7.69057,-1260.62295
7.69599,-1260.35702
7.70142,-1260.69012
7.70685,-1261.59939
7.71227,-1263.1813
7.7177,-1265.2886
7.72312,-1267.78692
7.72855,-1270.61407
7.73398,-1273.71481
7.7394,-1277.09383
7.74483,-1280.49618
7.75025,-1284.02389
7.75568,-1287.45278
7.76111,-1290.80215
7.76653,-1293.83642
7.77196,-1296.68331
7.77738,-1299.32482
7.78281,-1301.71221
7.78824,-1303.76012
7.79366,-1305.60311
7.79909,-1307.15215
7.80451,-1308.45315
7.80994,-1309.49599
7.81537,-1310.26601
7.82079,-1310.92184
7.82622,-1311.46163
7.83164,-1311.94848
7.83707,-1312.40847
7.8425,-1312.99114
7.84792,-1313.68316
7.85335,-1314.47765
7.85877,-1315.56701
7.8642,-1317.05785
7.86963,-1319.28408
7.87505,-1321.73275
7.88048,-1324.05389
7.8859,-1326.78573
7.89133,-1330.09682
7.89676,-1333.86166
7.90218,-1338.09454
7.90761,-1342.66091
7.91303,-1347.63665
7.91846,-1352.96047
7.92389,-1358.69912
7.92931,-1364.54574
7.93474,-1370.68275
7.94017,-1376.91296
7.94559,-1383.19567
7.95102,-1389.58051
7.95644,-1395.97392
7.96187,-1402.45626
7.9673,-1408.9573
7.97272,-1415.25983
7.97815,-1421.3231
7.98357,-1427.24696
7.989,-1433.00407
7.99443,-1438.52909
7.99985,-1443.88401
8.00528,-1449.08054
8.0107,-1453.89758
8.01613,-1458.53275
8.02156,-1462.95069
8.02698,-1467.10838
8.03241,-1470.97965
8.03783,-1474.65958
8.04326,-1478.16654
8.04869,-1481.40974
8.05411,-1484.40838
8.05954,-1487.18621
8.06496,-1489.78423
8.07039,-1492.20062
8.07582,-1494.47136
8.08124,-1496.59391
8.08667,-1498.56624
8.09209,-1500.38985
8.09752,-1502.01807
8.10295,-1503.54638
8.10837,-1504.98438
8.1138,-1506.24123
8.11922,-1507.47976
8.12465,-1508.62962
8.13008,-1509.71768
8.1355,-1510.69997
8.14093,-1511.5582
8.14635,-1512.35494
8.15178,-1513.14537
8.15721,-1513.85514
8.16263,-1514.40814
8.16806,-1514.92356
8.17348,-1515.48042
8.17891,-1516.00644
8.18434,-1516.48132
8.18976,-1516.85843
8.19519,-1517.21075
8.20061,-1517.51743
8.20604,-1517.82059
8.21147,-1518.07357
8.21689,-1518.29433
8.22232,-1518.45542
8.22774,-1518.56699
8.23317,-1518.6334
8.2386,-1518.65328
8.24402,-1518.69045
8.24945,-1518.72104
8.25487,-1518.80659
8.2603,-1518.82552
8.26573,-1518.80153
8.27115,-1518.66745
8.27658,-1518.51229
8.282,-1518.28867
8.28743,-1518.08138
8.29286,-1517.85135
8.29828,-1517.57387
8.30371,-1517.2399
8.30914,-1516.94419
8.31456,-1516.57246
8.31999,-1516.15551
8.32541,-1515.64431
8.33084,-1515.12048
8.33627,-1514.61143
8.34169,-1514.10311
8.34712,-1513.4604
8.35254,-1512.66911
8.35797,-1511.78015
8.3634,-1510.90868
8.36882,-1510.03019
8.37425,-1509.01507
8.37967,-1507.93341
8.3851,-1506.70641
8.39053,-1505.38838
8.39595,-1504.02797
8.40138,-1502.46404
8.4068,-1500.73653
8.41223,-1498.89896
8.41766,-1496.97968
8.42308,-1494.89324
8.42851,-1492.65498
8.43393,-1490.23064
8.43936,-1487.65913
8.44479,-1484.87667
8.45021,-1481.89619
8.45564,-1478.72283
8.46106,-1475.35287
8.46649,-1471.78481
8.47192,-1467.93971
8.47734,-1463.84051
8.48277,-1459.43601
8.48819,-1454.80439
8.49362,-1449.95373
8.49905,-1444.79813
8.50447,-1439.51037
8.5099,-1433.98835
8.51532,-1428.29269
8.52075,-1422.29108
8.52618,-1416.19646
8.5316,-1409.93766
8.53703,-1403.58112
8.54245,-1397.0458
8.54788,-1390.41261
8.55331,-1383.74772
8.55873,-1377.24288
8.56416,-1370.8709
8.56958,-1364.61776
8.57501,-1358.48443
8.58044,-1352.67297
8.58586,-1347.23006
8.59129,-1342.21578
8.59671,-1337.63238
8.60214,-1333.46148
8.60757,-1329.82821
8.61299,-1326.86092
8.61842,-1324.54134
8.62384,-1322.85659
8.62927,-1321.89263
8.6347,-1321.56255
8.64012,-1321.9233
8.64555,-1322.92367
8.65098,-1324.63879
8.6564,-1327.05267
8.66183,-1330.18072
8.66725,-1333.83703
8.67268,-1337.97558
8.67811,-1342.55239
8.68353,-1347.60543
8.68896,-1352.98928
8.69438,-1358.66897
8.69981,-1364.56481
8.70524,-1370.65463
8.71066,-1376.89999
8.71609,-1383.24136
8.72151,-1389.6087
8.72694,-1395.96801
8.73237,-1402.31855
8.73779,-1408.49512
8.74322,-1414.49029
8.74864,-1420.37858
8.75407,-1426.15969
8.7595,-1431.71145
8.76492,-1436.98507
8.77035,-1441.97509
8.77577,-1446.78849
8.7812,-1451.35354
8.78663,-1455.60873
8.79205,-1459.6114
8.79748,-1463.42976
8.8029,-1466.98629
8.80833,-1470.32516
8.81376,-1473.41558
8.81918,-1476.26971
8.82461,-1478.94271
8.83003,-1481.32739
8.83546,-1483.53742
8.84089,-1485.55418
8.84631,-1487.44538
8.85174,-1489.11048
8.85716,-1490.55428
8.86259,-1491.87289
8.86802,-1493.10773
8.87344,-1494.16621
8.87887,-1495.01443
8.88429,-1495.66898
8.88972,-1496.21496
8.89515,-1496.5837
8.90057,-1496.81817
8.906,-1496.97136
8.91142,-1496.98463
8.91685,-1496.80563
8.92228,-1496.4806
8.9277,-1496.0557
8.93313,-1495.47611
8.93855,-1494.75121
8.94398,-1493.85287
8.94941,-1492.74132
8.95483,-1491.43226
8.96026,-1490.02677
8.96568,-1488.45013
8.97111,-1486.72327
8.97654,-1484.76711
8.98196,-1482.58288
8.98739,-1480.12449
8.99281,-1477.59937
8.99824,-1474.77662
9.00367,-1471.70416
9.00909,-1468.34652
9.01452,-1464.80967
9.01995,-1461.01527
9.02537,-1457.00761
9.0308,-1452.71641
9.03622,-1448.18296
9.04165,-1443.41552
9.04708,-1438.48153
9.0525,-1433.41727
9.05793,-1428.11362
9.06335,-1422.74145
9.06878,-1417.12524
9.07421,-1411.52685
9.07963,-1405.8863
9.08506,-1400.32935
9.09048,-1394.7802
9.09591,-1389.46413
9.10134,-1384.23689
9.10676,-1379.45399
9.11219,-1375.06948
9.11761,-1370.72948
9.12304,-1366.65202
9.12847,-1363.20495
9.13389,-1360.14645
9.13932,-1357.68627
9.14474,-1355.9659
9.15017,-1354.65768
9.1556,-1353.99535
9.16102,-1353.93664
9.16645,-1354.65713
9.17187,-1356.00216
9.1773,-1357.88009
9.18273,-1360.22424
9.18815,-1363.2272
9.19358,-1366.63239
9.199,-1370.62408
9.20443,-1375.04913
9.20986,-1379.84689
9.21528,-1384.88818
9.22071,-1390.15647
9.22613,-1395.68775
9.23156,-1401.3698
9.23699,-1407.17544
9.24241,-1412.9757
9.24784,-1418.78312
9.25326,-1424.49824
9.25869,-1430.14603
9.26412,-1435.65109
9.26954,-1441.07334
9.27497,-1446.3305
9.28039,-1451.40655
9.28582,-1456.34657
9.29125,-1461.03259
9.29667,-1465.45638
9.3021,-1469.68858
9.30752,-1473.72401
9.31295,-1477.58826
9.31838,-1481.16196
9.3238,-1484.59794
9.32923,-1487.81232
9.33465,-1490.80605
9.34008,-1493.54253
9.34551,-1496.18347
9.35093,-1498.72995
9.35636,-1501.0766
9.36178,-1503.23503
9.36721,-1505.25521
9.37264,-1507.05779
9.37806,-1508.70033
9.38349,-1510.27369
9.38892,-1511.85817
9.39434,-1513.27813
9.39977,-1514.57282
9.40519,-1515.75047
9.41062,-1516.88001
9.41605,-1517.86258
9.42147,-1518.83369
9.4269,-1519.70988
9.43232,-1520.47897
9.43775,-1521.24536
9.44318,-1522.06503
9.4486,-1522.80415
9.45403,-1523.41606
9.45945,-1523.96015
9.46488,-1524.47298
9.47031,-1524.96196
9.47573,-1525.43659
9.48116,-1525.89185
9.48658,-1526.31966
9.49201,-1526.68111
9.49744,-1527.06148
9.50286,-1527.41943
9.50829,-1527.75369
9.51371,-1527.96602
9.51914,-1528.18369
9.52457,-1528.47165
9.52999,-1528.77127
9.53542,-1529.02846
9.54084,-1529.21299
9.54627,-1529.41731
9.5517,-1529.59437
9.55712,-1529.71939
9.56255,-1529.82181
9.56797,-1529.90826
9.5734,-1529.99657
9.57883,-1530.04902
9.58425,-1530.14137
9.58968,-1530.24484
9.5951,-1530.34614
9.60053,-1530.36138
9.60596,-1530.3633
9.61138,-1530.36285
9.61681,-1530.39452
9.62223,-1530.41625
9.62766,-1530.41058
9.63309,-1530.40671
9.63851,-1530.39086
9.64394,-1530.29708
9.64936,-1530.23061
9.65479,-1530.0741
9.66022,-1529.94857
9.66564,-1529.84813
9.67107,-1529.73724
9.67649,-1529.59213
9.68192,-1529.42049
9.68735,-1529.25272
9.69277,-1528.9442
9.6982,-1528.6107
9.70362,-1528.26314
9.70905,-1527.98791
9.71448,-1527.72203
9.7199,-1527.35594
9.72533,-1526.89617
9.73075,-1526.48307
9.73618,-1526.08186
9.74161,-1525.58131
9.74703,-1525.0703
9.75246,-1524.54287
9.75789,-1523.93069
9.76331,-1523.23375
9.76874,-1522.45792
9.77416,-1521.691
9.77959,-1520.93273
9.78502,-1520.11752
9.79044,-1519.19868
9.79587,-1518.23576
9.80129,-1517.14948
9.80672,-1516.07586
9.81215,-1514.94671
9.81757,-1513.79359
9.823,-1512.49054
9.82842,-1511.13882
9.83385,-1509.73078
9.83928,-1508.3119
9.8447,-1506.76136
9.85013,-1505.21788
9.85555,-1503.60452
9.86098,-1501.93037
9.86641,-1500.18346
9.87183,-1498.43807
9.87726,-1496.73586
9.88268,-1494.97491
9.88811,-1493.1452
9.89354,-1491.37312
9.89896,-1489.59396
9.90439,-1487.87769
9.90981,-1486.17956
9.91524,-1484.55366
9.92067,-1483.02189
9.92609,-1481.56547
9.93152,-1480.24444
9.93694,-1478.99403
9.94237,-1477.83355
9.9478,-1476.8151
9.95322,-1475.94729
9.95865,-1475.19883
9.96407,-1474.57365
9.9695,-1474.16863
9.97493,-1473.94329
9.98035,-1473.85079
9.98578,-1473.84277
9.9912,-1474.05431
9.99663,-1474.45464
10.00206,-1475.00455
10.00748,-1475.60839
10.01291,-1476.37289
10.01833,-1477.26939
10.02376,-1478.26446
10.02919,-1479.38764
10.03461,-1480.54101
10.04004,-1481.75883
10.04546,-1482.98301
10.05089,-1484.2604
10.05632,-1485.57235
10.06174,-1486.88978
10.06717,-1488.2033
10.07259,-1489.52105
10.07802,-1490.78799
10.08345,-1491.94557
10.08887,-1493.10853
10.0943,-1494.19223
10.09973,-1495.19624
10.10515,-1496.11758
10.11058,-1497.02171
10.116,-1497.87219
10.12143,-1498.64207
10.12686,-1499.23108
10.13228,-1499.74959
10.13771,-1500.15628
10.14313,-1500.42459
10.14856,-1500.64555
10.15399,-1500.78098
10.15941,-1500.80721
10.16484,-1500.62305
10.17026,-1500.35828
10.17569,-1500.09151
10.18112,-1499.68887
10.18654,-1499.1187
10.19197,-1498.41566
10.19739,-1497.64093
10.20282,-1496.74467
10.20825,-1495.66114
10.21367,-1494.41409
10.2191,-1493.0209
10.22452,-1491.45876
10.22995,-1489.75663
10.23538,-1487.98014
10.2408,-1486.02778
10.24623,-1483.87833
10.25165,-1481.55311
10.25708,-1479.03197
10.26251,-1476.37812
10.26793,-1473.51962
10.27336,-1470.4818
10.27878,-1467.15658
10.28421,-1463.77721
10.28964,-1460.22155
10.29506,-1456.48835
10.30049,-1452.47076
10.30591,-1448.27372
10.31134,-1443.98292
10.31677,-1439.55953
10.32219,-1435.00925
10.32762,-1430.34435
10.33304,-1425.5939
10.33847,-1420.75785
10.3439,-1415.76041
10.34932,-1410.69151
10.35475,-1405.67889
10.36017,-1400.73775
10.3656,-1395.95921
10.37103,-1391.22887
10.37645,-1386.59312
10.38188,-1382.07322
10.3873,-1377.76594
10.39273,-1373.61634
10.39816,-1369.7308
10.40358,-1366.14085
10.40901,-1362.97289
10.41443,-1360.062
10.41986,-1357.4526
10.42529,-1355.12832
10.43071,-1353.27532
10.43614,-1351.77422
10.44156,-1350.69152
10.44699,-1349.949
10.45242,-1349.65051
10.45784,-1349.67229
10.46327,-1350.02679
10.4687,-1350.69833
10.47412,-1351.69274
10.47955,-1352.87579
10.48497,-1354.35
10.4904,-1356.05087
10.49583,-1357.9753
10.50125,-1360.12798
10.50668,-1362.39385
10.5121,-1364.75404
10.51753,-1367.20185
10.52296,-1369.87791
10.52838,-1372.56182
10.53381,-1375.37862
10.53923,-1378.30465
10.54466,-1381.29269
10.55009,-1384.27142
10.55551,-1387.32967
10.56094,-1390.50422
10.56636,-1393.7252
10.57179,-1396.98995
10.57722,-1400.29249
10.58264,-1403.71127
10.58807,-1407.14242
10.59349,-1410.57438
10.59892,-1414.06145
10.60435,-1417.65948
10.60977,-1421.27201
10.6152,-1424.94134
10.62062,-1428.59873
10.62605,-1432.23719
10.63148,-1435.88589
10.6369,-1439.54684
10.64233,-1443.17538
10.64775,-1446.75909
10.65318,-1450.26518
10.65861,-1453.76746
10.66403,-1457.15455
10.66946,-1460.50744
10.67488,-1463.70646
10.68031,-1466.82436
10.68574,-1469.90678
10.69116,-1472.90319
10.69659,-1475.81292
10.70201,-1478.6108
10.70744,-1481.23003
10.71287,-1483.74636
10.71829,-1486.1883
10.72372,-1488.54877
10.72914,-1490.76226
10.73457,-1492.8254
10.74,-1494.78642
10.74542,-1496.67772
10.75085,-1498.47904
10.75627,-1500.07539
10.7617,-1501.67185
10.76713,-1503.18243
10.77255,-1504.60157
10.77798,-1505.87424
10.7834,-1507.0743
10.78883,-1508.19761
10.79426,-1509.25037
10.79968,-1510.18073
10.80511,-1511.02808
10.81053,-1511.88155
10.81596,-1512.65661
10.82139,-1513.38417
10.82681,-1514.04842
10.83224,-1514.68533
10.83767,-1515.25784
10.84309,-1515.74463
10.84852,-1516.23058
10.85394,-1516.62336
10.85937,-1516.91061
10.8648,-1517.0884
10.87022,-1517.28481
10.87565,-1517.45275
10.88107,-1517.56864
10.8865,-1517.62335
10.89193,-1517.62431
10.89735,-1517.62883
10.90278,-1517.60986
10.9082,-1517.4608
10.91363,-1517.26386
10.91906,-1517.01435
10.92448,-1516.69502
10.92991,-1516.30145
10.93533,-1515.81346
10.94076,-1515.3099
10.94619,-1514.70155
10.95161,-1514.01244
10.95704,-1513.29176
10.96246,-1512.47997
10.96789,-1511.60629
10.97332,-1510.65369
10.97874,-1509.60631
10.98417,-1508.42766
10.98959,-1507.16127
10.99502,-1505.81757
11.00045,-1504.35218
11.00587,-1502.83725
11.0113,-1501.20261
11.01672,-1499.50697
11.02215,-1497.68106
11.02758,-1495.7963
11.033,-1493.78233
11.03843,-1491.69696
11.04385,-1489.52943
11.04928,-1487.37437
11.05471,-1485.18371
11.06013,-1482.93972
11.06556,-1480.61373
11.07098,-1478.27731
11.07641,-1475.97491
11.08184,-1473.6791
11.08726,-1471.44064
11.09269,-1469.21453
11.09811,-1467.11611
11.10354,-1465.11581
11.10897,-1463.25866
11.11439,-1461.56556
11.11982,-1459.99116
11.12524,-1458.59739
11.13067,-1457.36816
11.1361,-1456.33349
11.14152,-1455.52991
11.14695,-1455.04499
11.15237,-1454.72643
11.1578,-1454.59885
11.16323,-1454.71267
11.16865,-1455.14877
11.17408,-1455.81028
11.17951,-1456.65939
11.18493,-1457.72703
11.19036,-1458.91877
11.19578,-1460.34467
11.20121,-1461.92347
11.20664,-1463.66836
11.21206,-1465.50263
11.21749,-1467.49693
11.22291,-1469.52853
11.22834,-1471.59583
11.23377,-1473.76301
11.23919,-1475.95927
11.24462,-1478.18121
11.25004,-1480.30779
11.25547,-1482.47269
11.2609,-1484.5494
11.26632,-1486.59794
11.27175,-1488.55222
11.27717,-1490.47323
11.2826,-1492.26155
11.28803,-1494.01657
11.29345,-1495.6543
11.29888,-1497.20956
11.3043,-1498.67863
11.30973,-1500.07322
11.31516,-1501.37824
11.32058,-1502.58498
11.32601,-1503.53265
11.33143,-1504.38438
11.33686,-1505.1459
11.34229,-1505.8097
11.34771,-1506.33214
11.35314,-1506.79912
11.35856,-1507.19777
11.36399,-1507.48917
11.36942,-1507.68858
11.37484,-1507.76194
11.38027,-1507.74644
11.38569,-1507.60616
11.39112,-1507.37209
11.39655,-1507.08318
11.40197,-1506.66753
11.4074,-1506.17579
11.41282,-1505.5276
11.41825,-1504.90106
11.42368,-1504.20225
11.4291,-1503.3892
11.43453,-1502.52251
11.43995,-1501.64242
11.44538,-1500.59169
11.45081,-1499.43808
11.45623,-1498.26857
11.46166,-1497.13496
11.46708,-1495.86059
11.47251,-1494.60549
11.47794,-1493.22964
11.48336,-1491.82148
11.48879,-1490.34893
11.49421,-1489.00462
11.49964,-1487.62887
11.50507,-1486.19138
11.51049,-1484.78033
11.51592,-1483.41035
11.52134,-1482.01864
11.52677,-1480.5738
11.5322,-1479.22109
11.53762,-1477.92281
11.54305,-1476.69238
11.54848,-1475.48939
11.5539,-1474.3971
11.55933,-1473.413
11.56475,-1472.50249
11.57018,-1471.66196
11.57561,-1470.82426
11.58103,-1470.10715
11.58646,-1469.42817
11.59188,-1468.82748
11.59731,-1468.34869
11.60274,-1467.96128
11.60816,-1467.63827
11.61359,-1467.43583
11.61901,-1467.37988
11.62444,-1467.32529
11.62987,-1467.33982
11.63529,-1467.41242
11.64072,-1467.57806
11.64614,-1467.82119
11.65157,-1468.12811
11.657,-1468.59376
11.66242,-1469.0644
11.66785,-1469.66264
11.67327,-1470.32708
11.6787,-1471.09385
11.68413,-1471.87783
11.68955,-1472.74534
11.69498,-1473.6854
11.7004,-1474.6768
11.70583,-1475.81052
11.71126,-1477.03071
11.71668,-1478.30735
11.72211,-1479.58987
11.72753,-1480.96427
11.73296,-1482.43839
11.73839,-1483.89228
11.74381,-1485.41407
11.74924,-1486.9977
11.75466,-1488.648
11.76009,-1490.24006
11.76552,-1491.91351
11.77094,-1493.63885
11.77637,-1495.33517
11.78179,-1496.90613
11.78722,-1498.51183
11.79265,-1500.09297
11.79807,-1501.68584
11.8035,-1503.21849
11.80892,-1504.72812
11.81435,-1506.20521
11.81978,-1507.62435
11.8252,-1509.01941
11.83063,-1510.36841
11.83605,-1511.69035
11.84148,-1512.90085
11.84691,-1514.08405
11.85233,-1515.17748
11.85776,-1516.26575
11.86318,-1517.27742
11.86861,-1518.24368
11.87404,-1519.2245
11.87946,-1520.13658
11.88489,-1520.97036
11.89031,-1521.70735
11.89574,-1522.43241
11.90117,-1523.11505
11.90659,-1523.73915
11.91202,-1524.34222
11.91745,-1524.86793
11.92287,-1525.36718
11.9283,-1525.78438
11.93372,-1526.22416
11.93915,-1526.64252
11.94458,-1527.04678
11.95,-1527.3746
11.95543,-1527.59139
11.96085,-1527.78011
11.96628,-1528.01022
11.97171,-1528.25872
11.97713,-1528.45945
11.98256,-1528.63603
11.98798,-1528.79552
11.99341,-1528.9305
11.99884,-1528.97813
12.00426,-1529.00867
12.00969,-1528.981
12.01511,-1529.00335
12.02054,-1529.01083
12.02597,-1528.94389
12.03139,-1528.85928
12.03682,-1528.75244
12.04224,-1528.65918
12.04767,-1528.53641
12.0531,-1528.39941
12.05852,-1528.17037
12.06395,-1527.90353
12.06937,-1527.66966
12.0748,-1527.47777
12.08023,-1527.3002
12.08565,-1527.04086
12.09108,-1526.75821
12.0965,-1526.43912
12.10193,-1526.06437
12.10736,-1525.65726
12.11278,-1525.29091
12.11821,-1524.98638
12.12363,-1524.63912
12.12906,-1524.29033
12.13449,-1523.90247
12.13991,-1523.53567
12.14534,-1523.11964
12.15076,-1522.75958
12.15619,-1522.35807
12.16162,-1522.01109
12.16704,-1521.69012
12.17247,-1521.42567
12.17789,-1521.09142
12.18332,-1520.74562
12.18875,-1520.47099
12.19417,-1520.17089
12.1996,-1519.89946
12.20502,-1519.59655
12.21045,-1519.33163
