2theta (400C),intensity (400C)
6.67503,-2068.00354
6.68041,-2067.93674
6.68579,-2067.84237
6.69117,-2067.77474
6.69655,-2067.59652
6.70194,-2067.37809
6.70732,-2067.21943
6.7127,-2067.02753
6.71808,-2066.82076
6.72346,-2066.51325
6.72884,-2066.25266
6.73422,-2066.02463
6.7396,-2065.75518
6.74498,-2065.48537
6.75036,-2065.21936
6.75574,-2064.92583
6.76112,-2064.52446
6.7665,-2064.03432
6.77188,-2063.65905
6.77726,-2063.14534
6.78264,-2062.43775
6.78802,-2061.74123
6.7934,-2060.90659
6.79878,-2060.14536
6.80416,-2059.27634
6.80954,-2058.40285
6.81492,-2057.35772
6.8203,-2056.26323
6.82568,-2055.03095
6.83106,-2053.75434
6.83644,-2052.31267
6.84182,-2050.68625
6.8472,-2048.8544
6.85259,-2046.8505
6.85797,-2044.77895
6.86335,-2042.57236
6.86873,-2040.26578
6.87411,-2037.65142
6.87949,-2034.77755
6.88487,-2031.6026
6.89025,-2028.09301
6.89563,-2024.29396
6.90101,-2020.21712
6.90639,-2015.56998
6.91177,-2010.52138
6.91715,-2005.04911
6.92253,-1999.29491
6.92791,-1992.92618
6.93329,-1986.12803
6.93867,-1979.0727
6.94405,-1971.879
6.94943,-1964.30402
6.95481,-1956.19507
6.96019,-1947.85798
6.96557,-1939.22629
6.97095,-1930.39667
6.97633,-1921.43522
6.98171,-1912.42661
6.98709,-1903.34803
6.99247,-1894.39942
6.99785,-1885.66434
7.00324,-1877.37085
7.00862,-1869.48716
7.014,-1862.23743
7.01938,-1855.89844
7.02476,-1850.53653
7.03014,-1846.13059
7.03552,-1842.70942
7.0409,-1840.4235
7.04628,-1839.35975
7.05166,-1839.62485
7.05704,-1841.10352
7.06242,-1843.77204
7.0678,-1847.4379
7.07318,-1852.11033
7.07856,-1857.8187
7.08394,-1864.33078
7.08932,-1871.62641
7.0947,-1879.33713
7.10008,-1887.59659
7.10546,-1896.04743
7.11084,-1904.70942
7.11622,-1913.38944
7.1216,-1922.16404
7.12698,-1930.81519
7.13236,-1939.1709
7.13774,-1947.1597
7.14312,-1954.87046
7.1485,-1962.28281
7.15389,-1969.35782
7.15927,-1975.95578
7.16465,-1982.26139
7.17003,-1988.01128
7.17541,-1993.43959
7.18079,-1998.43944
7.18617,-2003.03214
7.19155,-2007.24347
7.19693,-2011.27008
7.20231,-2014.90723
7.20769,-2018.23374
7.21307,-2021.18554
7.21845,-2023.96737
7.22383,-2026.49506
7.22921,-2028.76726
7.23459,-2030.91256
7.23997,-2032.85027
7.24535,-2034.52189
7.25073,-2035.92307
7.25611,-2037.27428
7.26149,-2038.49334
7.26687,-2039.55613
7.27225,-2040.47895
7.27763,-2041.26291
7.28301,-2041.9916
7.28839,-2042.52149
7.29377,-2042.94861
7.29915,-2043.16419
7.30454,-2043.39864
7.30992,-2043.49604
7.3153,-2043.56316
7.32068,-2043.488
7.32606,-2043.34282
7.33144,-2043.04619
7.33682,-2042.69156
7.3422,-2042.24601
7.34758,-2041.72869
7.35296,-2041.1644
7.35834,-2040.59147
7.36372,-2039.95855
7.3691,-2039.0056
7.37448,-2037.89397
7.37986,-2036.78623
7.38524,-2035.7362
7.39062,-2034.48314
7.396,-2033.08049
7.40138,-2031.47774
7.40676,-2029.74173
7.41214,-2027.88163
7.41752,-2025.88068
7.4229,-2023.71856
7.42828,-2021.38392
7.43366,-2018.93245
7.43904,-2016.22924
7.44442,-2013.23313
7.44981,-2010.02771
7.45519,-2006.61232
7.46057,-2002.97083
7.46595,-1999.02796
7.47133,-1994.65833
7.47671,-1990.01252
7.48209,-1985.10596
7.48747,-1979.80555
7.49285,-1974.10813
7.49823,-1968.02961
7.50361,-1961.43631
7.50899,-1954.41639
7.51437,-1946.93439
7.51975,-1938.92862
7.52513,-1930.35978
7.53051,-1921.22297
7.53589,-1911.60361
7.54127,-1901.37528
7.54665,-1890.51609
7.55203,-1878.9314
7.55741,-1867.12207
7.56279,-1854.64411
7.56817,-1841.66575
7.57355,-1828.03739
7.57893,-1813.95188
7.58431,-1799.2963
7.58969,-1784.46338
7.59507,-1769.25605
7.60046,-1753.818
7.60584,-1738.24222
7.61122,-1722.78156
7.6166,-1707.23987
7.62198,-1691.94782
7.62736,-1676.93714
7.63274,-1662.4469
7.63812,-1648.52832
7.6435,-1635.22876
7.64888,-1622.88001
7.65426,-1611.41132
7.65964,-1601.29944
7.66502,-1592.4433
7.6704,-1585.30805
7.67578,-1579.58551
7.68116,-1574.91761
7.68654,-1571.59638
7.69192,-1569.56434
7.6973,-1568.83918
7.70268,-1569.39533
7.70806,-1571.20325
7.71344,-1574.08875
7.71882,-1577.93512
7.7242,-1582.73816
7.72958,-1588.1673
7.73496,-1594.01423
7.74034,-1600.05671
7.74572,-1606.46155
7.75111,-1613.01343
7.75649,-1619.4621
7.76187,-1625.7085
7.76725,-1631.72657
7.77263,-1637.38862
7.77801,-1642.49189
7.78339,-1646.95899
7.78877,-1650.88508
7.79415,-1654.25849
7.79953,-1657.0102
7.80491,-1659.24494
7.81029,-1661.03431
7.81567,-1662.3274
7.82105,-1663.24976
7.82643,-1663.82898
7.83181,-1664.35553
7.83719,-1664.74109
7.84257,-1665.19556
7.84795,-1665.82398
7.85333,-1666.61768
7.85871,-1667.92572
7.86409,-1669.72425
7.86947,-1672.07923
7.87485,-1675.10883
7.88023,-1679.03058
7.88561,-1683.80744
7.89099,-1689.40778
7.89637,-1695.86756
7.90176,-1703.16315
7.90714,-1711.2511
7.91252,-1720.06543
7.9179,-1729.46778
7.92328,-1739.52317
7.92866,-1750.15055
7.93404,-1761.24262
7.93942,-1772.66599
7.9448,-1784.37156
7.95018,-1796.14447
7.95556,-1808.14383
7.96094,-1820.06315
7.96632,-1831.76734
7.9717,-1843.28199
7.97708,-1854.6536
7.98246,-1865.73435
7.98784,-1876.5029
7.99322,-1886.89832
7.9986,-1896.90674
8.00398,-1906.52012
8.00936,-1915.62259
8.01474,-1924.28708
8.02012,-1932.54062
8.0255,-1940.34668
8.03088,-1947.65265
8.03626,-1954.58484
8.04164,-1961.01102
8.04703,-1966.98566
8.05241,-1972.60718
8.05779,-1977.92063
8.06317,-1982.98282
8.06855,-1987.64881
8.07393,-1991.90575
8.07931,-1995.98864
8.08469,-1999.77475
8.09007,-2003.36992
8.09545,-2006.63082
8.10083,-2009.56475
8.10621,-2012.32427
8.11159,-2014.91797
8.11697,-2017.35364
8.12235,-2019.51314
8.12773,-2021.62127
8.13311,-2023.44535
8.13849,-2025.19303
8.14387,-2026.81855
8.14925,-2028.32929
8.15463,-2029.75107
8.16001,-2031.01908
8.16539,-2032.18738
8.17077,-2033.20186
8.17615,-2034.17913
8.18153,-2035.1111
8.18691,-2035.90984
8.19229,-2036.67945
8.19768,-2037.33077
8.20306,-2037.93808
8.20844,-2038.4672
8.21382,-2038.94466
8.2192,-2039.35617
8.22458,-2039.64222
8.22996,-2039.86495
8.23534,-2040.06612
8.24072,-2040.30375
8.2461,-2040.44252
8.25148,-2040.50122
8.25686,-2040.45137
8.26224,-2040.41344
8.26762,-2040.2728
8.273,-2040.11367
8.27838,-2039.90038
8.28376,-2039.65276
8.28914,-2039.31005
8.29452,-2038.87633
8.2999,-2038.4538
8.30528,-2037.92287
8.31066,-2037.25745
8.31604,-2036.56136
8.32142,-2035.81498
8.3268,-2035.04726
8.33218,-2034.13227
8.33756,-2033.15143
8.34294,-2032.1539
8.34833,-2030.92537
8.35371,-2029.59569
8.35909,-2028.11202
8.36447,-2026.53437
8.36985,-2024.82502
8.37523,-2022.95491
8.38061,-2020.9554
8.38599,-2018.7734
8.39137,-2016.43758
8.39675,-2013.93267
8.40213,-2011.23772
8.40751,-2008.30217
8.41289,-2005.12255
8.41827,-2001.77495
8.42365,-1998.11817
8.42903,-1994.13408
8.43441,-1989.85039
8.43979,-1985.39335
8.44517,-1980.63535
8.45055,-1975.47211
8.45593,-1969.97113
8.46131,-1964.07581
8.46669,-1957.74848
8.47207,-1951.07148
8.47745,-1943.98945
8.48283,-1936.51255
8.48821,-1928.51392
8.49359,-1920.07502
8.49898,-1911.27884
8.50436,-1902.00443
8.50974,-1892.29538
8.51512,-1882.10199
8.5205,-1871.62696
8.52588,-1860.80112
8.53126,-1849.70295
8.53664,-1838.30848
8.54202,-1826.68702
8.5474,-1814.81556
8.55278,-1803.0203
8.55816,-1791.19333
8.56354,-1779.39527
8.56892,-1767.82557
8.5743,-1756.41523
8.57968,-1745.46064
8.58506,-1734.92521
8.59044,-1725.12281
8.59582,-1715.94373
8.6012,-1707.64667
8.60658,-1700.20856
8.61196,-1693.69672
8.61734,-1688.25251
8.62272,-1684.0149
8.6281,-1681.06769
8.63348,-1679.43494
8.63886,-1679.21991
8.64425,-1680.14154
8.64963,-1682.43006
8.65501,-1685.8028
8.66039,-1690.40674
8.66577,-1696.02698
8.67115,-1702.89185
8.67653,-1710.54834
8.68191,-1719.11774
8.68729,-1728.48029
8.69267,-1738.46882
8.69805,-1748.95847
8.70343,-1759.84504
8.70881,-1771.02027
8.71419,-1782.43409
8.71957,-1793.98414
8.72495,-1805.51685
8.73033,-1817.03247
8.73571,-1828.3505
8.74109,-1839.45908
8.74647,-1850.26004
8.75185,-1860.88144
8.75723,-1871.19696
8.76261,-1881.01456
8.76799,-1890.39273
8.77337,-1899.3812
8.77875,-1907.99094
8.78413,-1916.15314
8.78951,-1923.90751
8.7949,-1931.17868
8.80028,-1938.03174
8.80566,-1944.29364
8.81104,-1950.24921
8.81642,-1955.78379
8.8218,-1960.95383
8.82718,-1965.70212
8.83256,-1970.09391
8.83794,-1974.11133
8.84332,-1977.79874
8.8487,-1981.10578
8.85408,-1984.1543
8.85946,-1986.89362
8.86484,-1989.30391
8.87022,-1991.4354
8.8756,-1993.31636
8.88098,-1994.96509
8.88636,-1996.30426
8.89174,-1997.3667
8.89712,-1998.09716
8.9025,-1998.61147
8.90788,-1998.8698
8.91326,-1998.87145
8.91864,-1998.59986
8.92402,-1998.09958
8.9294,-1997.35177
8.93478,-1996.31438
8.94016,-1995.08089
8.94555,-1993.45307
8.95093,-1991.62987
8.95631,-1989.49451
8.96169,-1987.08149
8.96707,-1984.26815
8.97245,-1981.07019
8.97783,-1977.54923
8.98321,-1973.75702
8.98859,-1969.61939
8.99397,-1965.06934
8.99935,-1960.25113
9.00473,-1954.93375
9.01011,-1949.23465
9.01549,-1943.06128
9.02087,-1936.57734
9.02625,-1929.60077
9.03163,-1922.11078
9.03701,-1914.18995
9.04239,-1905.90433
9.04777,-1897.24125
9.05315,-1888.16544
9.05853,-1878.83106
9.06391,-1869.11942
9.06929,-1859.18314
9.07467,-1848.95746
9.08005,-1838.65415
9.08543,-1828.30896
9.09081,-1818.16736
9.0962,-1808.01734
9.10158,-1798.14228
9.10696,-1788.59589
9.11234,-1779.5781
9.11772,-1771.03321
9.1231,-1763.04612
9.12848,-1755.82093
9.13386,-1749.48108
9.13924,-1744.19458
9.14462,-1739.91117
9.15,-1736.70661
9.15538,-1734.53556
9.16076,-1733.63544
9.16614,-1733.96766
9.17152,-1735.58008
9.1769,-1738.4993
9.18228,-1742.42426
9.18766,-1747.44132
9.19304,-1753.41462
9.19842,-1760.43531
9.2038,-1768.17664
9.20918,-1776.80475
9.21456,-1785.86393
9.21994,-1795.52695
9.22532,-1805.4907
9.2307,-1815.9332
9.23608,-1826.41468
9.24147,-1837.18097
9.24685,-1847.66269
9.25223,-1858.14667
9.25761,-1868.48084
9.26299,-1878.71409
9.26837,-1888.76682
9.27375,-1898.54944
9.27913,-1908.08582
9.28451,-1917.18183
9.28989,-1926.02176
9.29527,-1934.29639
9.30065,-1942.23664
9.30603,-1949.79554
9.31141,-1957.07456
9.31679,-1963.87323
9.32217,-1970.30173
9.32755,-1976.31626
9.33293,-1982.04718
9.33831,-1987.38062
9.34369,-1992.4271
9.34907,-1997.18757
9.35445,-2001.61206
9.35983,-2005.69582
9.36521,-2009.47261
9.37059,-2013.05301
9.37597,-2016.41864
9.38135,-2019.63448
9.38673,-2022.63466
9.39212,-2025.37357
9.3975,-2027.93139
9.40288,-2030.3507
9.40826,-2032.59626
9.41364,-2034.66597
9.41902,-2036.65418
9.4244,-2038.46407
9.42978,-2040.12787
9.43516,-2041.64801
9.44054,-2043.15757
9.44592,-2044.55956
9.4513,-2045.91994
9.45668,-2047.08107
9.46206,-2048.09942
9.46744,-2049.08838
9.47282,-2050.02921
9.4782,-2051.04766
9.48358,-2051.90561
9.48896,-2052.64074
9.49434,-2053.38013
9.49972,-2054.12697
9.5051,-2054.77529
9.51048,-2055.36084
9.51586,-2055.92173
9.52124,-2056.44643
9.52662,-2056.91484
9.532,-2057.33191
9.53738,-2057.76452
9.54277,-2058.17368
9.54815,-2058.54377
9.55353,-2058.85646
9.55891,-2059.18964
9.56429,-2059.46677
9.56967,-2059.72956
9.57505,-2059.93801
9.58043,-2060.10257
9.58581,-2060.18918
9.59119,-2060.34348
9.59657,-2060.50899
9.60195,-2060.60573
9.60733,-2060.62514
9.61271,-2060.6178
9.61809,-2060.64414
9.62347,-2060.59615
9.62885,-2060.65393
9.63423,-2060.67373
9.63961,-2060.58686
9.64499,-2060.40021
9.65037,-2060.29175
9.65575,-2060.14673
9.66113,-2059.90322
9.66651,-2059.64013
9.67189,-2059.42609
9.67727,-2059.25922
9.68265,-2058.94751
9.68803,-2058.56507
9.69342,-2058.07268
9.6988,-2057.65328
9.70418,-2057.18946
9.70956,-2056.63134
9.71494,-2056.09862
9.72032,-2055.57309
9.7257,-2054.91733
9.73108,-2054.0803
9.73646,-2053.25168
9.74184,-2052.32044
9.74722,-2051.31318
9.7526,-2050.2145
9.75798,-2049.15232
9.76336,-2048.10346
9.76874,-2046.90175
9.77412,-2045.59436
9.7795,-2044.25554
9.78488,-2042.8189
9.79026,-2041.26934
9.79564,-2039.58478
9.80102,-2037.78037
9.8064,-2035.85679
9.81178,-2033.855
9.81716,-2031.70366
9.82254,-2029.50892
9.82792,-2027.16513
9.8333,-2024.75785
9.83869,-2022.25908
9.84407,-2019.66124
9.84945,-2016.93468
9.85483,-2014.02924
9.86021,-2011.05759
9.86559,-2008.04744
9.87097,-2005.04676
9.87635,-2001.91129
9.88173,-1998.72911
9.88711,-1995.42882
9.89249,-1992.21833
9.89787,-1988.99981
9.90325,-1985.83052
9.90863,-1982.70249
9.91401,-1979.7089
9.91939,-1976.69169
9.92477,-1973.82084
9.93015,-1971.08487
9.93553,-1968.53791
9.94091,-1966.18424
9.94629,-1964.09922
9.95167,-1962.29581
9.95705,-1960.63828
9.96243,-1959.26133
9.96781,-1958.09681
9.97319,-1957.27778
9.97857,-1956.76963
9.98395,-1956.59964
9.98934,-1956.71705
9.99472,-1957.06595
10.0001,-1957.71576
10.00548,-1958.6326
10.01086,-1959.84717
10.01624,-1961.22632
10.02162,-1962.89313
10.027,-1964.763
10.03238,-1966.68418
10.03776,-1968.76117
10.04314,-1970.93543
10.04852,-1973.21384
10.0539,-1975.52738
10.05928,-1977.89981
10.06466,-1980.18061
10.07004,-1982.48558
10.07542,-1984.7772
10.0808,-1987.04357
10.08618,-1989.11576
10.09156,-1991.0989
10.09694,-1993.0076
10.10232,-1994.87178
10.1077,-1996.62432
10.11308,-1998.17061
10.11846,-1999.53542
10.12384,-2000.80993
10.12922,-2001.94216
10.1346,-2002.86593
10.13999,-2003.70244
10.14537,-2004.41477
10.15075,-2004.9141
10.15613,-2005.12066
10.16151,-2005.08443
10.16689,-2004.8935
10.17227,-2004.53347
10.17765,-2003.91068
10.18303,-2003.08558
10.18841,-2002.18467
10.19379,-2000.97472
10.19917,-1999.60289
10.20455,-1997.93479
10.20993,-1996.05103
10.21531,-1993.83072
10.22069,-1991.35418
10.22607,-1988.69887
10.23145,-1985.76143
10.23683,-1982.59148
10.24221,-1979.14289
10.24759,-1975.37558
10.25297,-1971.28107
10.25835,-1966.9524
10.26373,-1962.20697
10.26911,-1957.13071
10.27449,-1951.77741
10.27987,-1946.17536
10.28525,-1940.15882
10.29064,-1933.81174
10.29602,-1927.11014
10.3014,-1920.22699
10.30678,-1913.02417
10.31216,-1905.44626
10.31754,-1897.53992
10.32292,-1889.37281
10.3283,-1881.07227
10.33368,-1872.47034
10.33906,-1863.72696
10.34444,-1854.8068
10.34982,-1845.89637
10.3552,-1836.89203
10.36058,-1827.87607
10.36596,-1818.81116
10.37134,-1809.82712
10.37672,-1801.08234
10.3821,-1792.64411
10.38748,-1784.51465
10.39286,-1776.66861
10.39824,-1769.16422
10.40362,-1762.13007
10.409,-1755.64356
10.41438,-1749.65754
10.41976,-1744.30283
10.42514,-1739.65809
10.43052,-1735.71491
10.43591,-1732.39176
10.44129,-1729.77106
10.44667,-1727.87586
10.45205,-1726.75324
10.45743,-1726.25834
10.46281,-1726.38657
10.46819,-1727.04487
10.47357,-1728.38434
10.47895,-1730.22477
10.48433,-1732.53901
10.48971,-1735.27875
10.49509,-1738.56
10.50047,-1742.04346
10.50585,-1745.8693
10.51123,-1750.00135
10.51661,-1754.3844
10.52199,-1758.83033
10.52737,-1763.48859
10.53275,-1768.36844
10.53813,-1773.4068
10.54351,-1778.59818
10.54889,-1783.86835
10.55427,-1789.39283
10.55965,-1794.94678
10.56503,-1800.44306
10.57041,-1806.00446
10.57579,-1811.81138
10.58117,-1817.77201
10.58656,-1823.8032
10.59194,-1829.90119
10.59732,-1836.05658
10.6027,-1842.41785
10.60808,-1848.90317
10.61346,-1855.43912
10.61884,-1861.97348
10.62422,-1868.57111
10.6296,-1875.25568
10.63498,-1881.96424
10.64036,-1888.56726
10.64574,-1895.23569
10.65112,-1901.83521
10.6565,-1908.31546
10.66188,-1914.57392
10.66726,-1920.77918
10.67264,-1926.89975
10.67802,-1932.93488
10.6834,-1938.73752
10.68878,-1944.40671
10.69416,-1949.90049
10.69954,-1955.21131
10.70492,-1960.22095
10.7103,-1965.1077
10.71568,-1969.85971
10.72106,-1974.40851
10.72644,-1978.66388
10.73182,-1982.73163
10.73721,-1986.6026
10.74259,-1990.34322
10.74797,-1993.82596
10.75335,-1997.19642
10.75873,-2000.34032
10.76411,-2003.38399
10.76949,-2006.13996
10.77487,-2008.71843
10.78025,-2011.1216
10.78563,-2013.49701
10.79101,-2015.69989
10.79639,-2017.68865
10.80177,-2019.57305
10.80715,-2021.30095
10.81253,-2022.95227
10.81791,-2024.41251
10.82329,-2025.7966
10.82867,-2027.05303
10.83405,-2028.27298
10.83943,-2029.24746
10.84481,-2030.2024
10.85019,-2031.07535
10.85557,-2031.8499
10.86095,-2032.52436
10.86633,-2033.07662
10.87171,-2033.57894
10.87709,-2033.89795
10.88247,-2034.19777
10.88786,-2034.43845
10.89324,-2034.5606
10.89862,-2034.586
10.904,-2034.34815
10.90938,-2034.1735
10.91476,-2033.83698
10.92014,-2033.39136
10.92552,-2032.79462
10.9309,-2032.15632
10.93628,-2031.36972
10.94166,-2030.57584
10.94704,-2029.63923
10.95242,-2028.59209
10.9578,-2027.3528
10.96318,-2026.00263
10.96856,-2024.48403
10.97394,-2022.80791
10.97932,-2020.97471
10.9847,-2018.95015
10.99008,-2016.82373
10.99546,-2014.52622
11.00084,-2012.08797
11.00622,-2009.46087
11.0116,-2006.70833
11.01698,-2003.75805
11.02236,-2000.65778
11.02774,-1997.3823
11.03313,-1993.90555
11.03851,-1990.27424
11.04389,-1986.52146
11.04927,-1982.71956
11.05465,-1978.85068
11.06003,-1974.84394
11.06541,-1970.66529
11.07079,-1966.41071
11.07617,-1962.18284
11.08155,-1957.93677
11.08693,-1953.7706
11.09231,-1949.66834
11.09769,-1945.65525
11.10307,-1941.75055
11.10845,-1938.12595
11.11383,-1934.66529
11.11921,-1931.41217
11.12459,-1928.50525
11.12997,-1925.96351
11.13535,-1923.79972
11.14073,-1921.90332
11.14611,-1920.45789
11.15149,-1919.33439
11.15687,-1918.69236
11.16225,-1918.48993
11.16763,-1918.86399
11.17301,-1919.56553
11.17839,-1920.72504
11.18378,-1922.22605
11.18916,-1924.21637
11.19454,-1926.5737
11.19992,-1929.29123
11.2053,-1932.2529
11.21068,-1935.41779
11.21606,-1938.82856
11.22144,-1942.36045
11.22682,-1946.06147
11.2322,-1949.88926
11.23758,-1953.88681
11.24296,-1957.88611
11.24834,-1961.9437
11.25372,-1965.86655
11.2591,-1969.73334
11.26448,-1973.62449
11.26986,-1977.41044
11.27524,-1981.04001
11.28062,-1984.39983
11.286,-1987.75634
11.29138,-1990.8987
11.29676,-1993.95777
11.30214,-1996.75719
11.30752,-1999.41106
11.3129,-2001.85645
11.31828,-2004.12935
11.32366,-2006.21151
11.32904,-2008.11614
11.33443,-2009.78661
11.33981,-2011.22826
11.34519,-2012.50209
11.35057,-2013.55375
11.35595,-2014.45482
11.36133,-2015.25528
11.36671,-2015.89322
11.37209,-2016.39072
11.37747,-2016.56263
11.38285,-2016.54032
11.38823,-2016.32732
11.39361,-2016.10553
11.39899,-2015.60563
11.40437,-2015.08124
11.40975,-2014.42293
11.41513,-2013.29696
11.42051,-2012.06508
11.42589,-2010.74776
11.43127,-2009.35379
11.43665,-2007.75815
11.44203,-2006.0635
11.44741,-2004.15186
11.45279,-2002.22574
11.45817,-2000.06871
11.46355,-1997.89861
11.46893,-1995.59948
11.47431,-1993.26654
11.47969,-1990.78255
11.48508,-1988.28112
11.49046,-1985.6128
11.49584,-1982.99718
11.50122,-1980.33533
11.5066,-1977.66285
11.51198,-1975.01053
11.51736,-1972.42969
11.52274,-1969.91724
11.52812,-1967.34223
11.5335,-1964.78766
11.53888,-1962.37662
11.54426,-1960.05695
11.54964,-1957.79401
11.55502,-1955.66336
11.5604,-1953.74485
11.56578,-1951.95502
11.57116,-1950.23414
11.57654,-1948.66987
11.58192,-1947.25321
11.5873,-1945.92032
11.59268,-1944.74604
11.59806,-1943.7565
11.60344,-1943.01221
11.60882,-1942.45603
11.6142,-1942.0401
11.61958,-1941.68619
11.62496,-1941.33966
11.63035,-1941.21183
11.63573,-1941.28705
11.64111,-1941.5824
11.64649,-1942.00208
11.65187,-1942.51755
11.65725,-1943.17554
11.66263,-1943.96418
11.66801,-1944.92737
11.67339,-1945.95563
11.67877,-1947.17493
11.68415,-1948.48755
11.68953,-1950.0196
11.69491,-1951.64829
11.70029,-1953.43305
11.70567,-1955.30018
11.71105,-1957.45536
11.71643,-1959.66349
11.72181,-1961.98749
11.72719,-1964.40519
11.73257,-1967.0055
11.73795,-1969.70108
11.74333,-1972.51215
11.74871,-1975.36753
11.75409,-1978.24573
11.75947,-1981.22931
11.76485,-1984.266
11.77023,-1987.29908
11.77561,-1990.31089
11.781,-1993.28669
11.78638,-1996.29702
11.79176,-1999.28743
11.79714,-2002.26792
11.80252,-2005.18258
11.8079,-2008.05669
11.81328,-2010.8873
11.81866,-2013.61559
11.82404,-2016.25914
11.82942,-2018.77691
11.8348,-2021.195
11.84018,-2023.55816
11.84556,-2025.90212
11.85094,-2028.1402
11.85632,-2030.22379
11.8617,-2032.238
11.86708,-2034.14051
11.87246,-2035.94132
11.87784,-2037.66196
11.88322,-2039.31304
11.8886,-2040.75751
11.89398,-2042.17716
11.89936,-2043.50722
11.90474,-2044.83428
11.91012,-2046.04036
11.9155,-2047.18607
11.92088,-2048.19564
11.92626,-2049.10418
11.93165,-2050.01897
11.93703,-2050.81142
11.94241,-2051.53132
11.94779,-2052.16333
11.95317,-2052.76775
11.95855,-2053.2947
11.96393,-2053.85201
11.96931,-2054.34583
11.97469,-2054.82447
11.98007,-2055.18892
11.98545,-2055.48104
11.99083,-2055.73136
11.99621,-2055.9582
12.00159,-2056.11722
12.00697,-2056.21193
12.01235,-2056.2452
12.01773,-2056.24575
12.02311,-2056.1722
12.02849,-2056.16053
12.03387,-2056.16875
12.03925,-2056.07846
12.04463,-2055.78022
12.05001,-2055.4422
12.05539,-2055.15038
12.06077,-2054.90316
12.06615,-2054.55924
12.07153,-2054.21404
12.07691,-2053.75049
12.0823,-2053.32125
12.08768,-2052.81397
12.09306,-2052.28742
12.09844,-2051.74028
12.10382,-2051.20797
12.1092,-2050.61782
12.11458,-2049.96946
12.11996,-2049.29192
12.12534,-2048.62365
12.13072,-2047.88926
12.1361,-2047.19161
12.14148,-2046.58405
12.14686,-2045.93567
12.15224,-2045.26682
12.15762,-2044.48539
12.163,-2043.73418
12.16838,-2043.03792
12.17376,-2042.38086
12.17914,-2041.64492
12.18452,-2040.99624
12.1899,-2040.40671
12.19528,-2039.94895
12.20066,-2039.37793
12.20604,-2038.95714
12.21142,-2038.43703
12.2168,-2038.02684
12.22218,-2037.52898
12.22757,-2037.19533
12.23295,-2036.87619
12.23833,-2036.67685
12.24371,-2036.51523
12.24909,-2036.45455
12.25447,-2036.40996
12.25985,-2036.37221
