2theta (400C),intensity (400C)
1.19783,-2041.60387
1.20321,-2042.02433
1.20859,-2042.332
1.21397,-2042.69039
1.21935,-2042.99581
1.22473,-2043.55918
1.23011,-2044.06549
1.23549,-2044.57456
1.24087,-2044.78171
1.24625,-2045.24511
1.25163,-2045.61254
1.25701,-2046.04099
1.26239,-2046.41378
1.26777,-2046.93753
1.27315,-2047.15372
1.27853,-2047.38224
1.28391,-2047.64507
1.28929,-2048.00556
1.29467,-2048.34114
1.30005,-2048.41474
1.30543,-2048.57351
1.31081,-2048.84998
1.31619,-2049.32187
1.32157,-2049.59633
1.32696,-2049.89077
1.33234,-2050.15351
1.33772,-2050.32296
1.3431,-2050.21431
1.34848,-2050.35297
1.35386,-2050.58086
1.35924,-2050.92519
1.36462,-2051.19075
1.37,-2051.21169
1.37538,-2051.41604
1.38076,-2051.49048
1.38614,-2051.82433
1.39152,-2051.81585
1.3969,-2051.93416
1.40228,-2051.91727
1.40766,-2052.08133
1.41304,-2052.12603
1.41842,-2052.19921
1.4238,-2052.22983
1.42918,-2052.34917
1.43456,-2052.40792
1.43994,-2052.37339
1.44532,-2052.1908
1.4507,-2052.33672
1.45608,-2052.40397
1.46146,-2052.60073
1.46684,-2052.65332
1.47222,-2052.56368
1.47761,-2052.35234
1.48299,-2052.15706
1.48837,-2052.28856
1.49375,-2052.39423
1.49913,-2052.54999
1.50451,-2052.65404
1.50989,-2052.47957
1.51527,-2052.35685
1.52065,-2052.28844
1.52603,-2052.29972
1.53141,-2052.32163
1.53679,-2052.25808
1.54217,-2052.47977
1.54755,-2052.46503
1.55293,-2052.42279
1.55831,-2052.19237
1.56369,-2052.13996
1.56907,-2052.09516
1.57445,-2052.15448
1.57983,-2052.25054
1.58521,-2052.2065
1.59059,-2052.28957
1.59597,-2052.12017
1.60135,-2051.9964
1.60673,-2051.75559
1.61211,-2051.98615
1.61749,-2051.86412
1.62287,-2051.83986
1.62826,-2051.71685
1.63364,-2051.8098
1.63902,-2051.58117
1.6444,-2051.46682
1.64978,-2051.1921
1.65516,-2051.26633
1.66054,-2051.35299
1.66592,-2051.38216
1.6713,-2051.26868
1.67668,-2051.17774
1.68206,-2051.17693
1.68744,-2051.05539
1.69282,-2050.93689
1.6982,-2050.79172
1.70358,-2050.82879
1.70896,-2050.75161
1.71434,-2050.61956
1.71972,-2050.34504
1.7251,-2050.18045
1.73048,-2049.80791
1.73586,-2049.74608
1.74124,-2049.67847
1.74662,-2049.64301
1.752,-2049.38868
1.75738,-2049.32207
1.76276,-2049.18712
1.76814,-2049.08196
1.77352,-2049.08587
1.77891,-2049.10259
1.78429,-2048.80448
1.78967,-2048.53353
1.79505,-2048.34862
1.80043,-2048.10837
1.80581,-2047.88874
1.81119,-2047.72748
1.81657,-2047.79461
1.82195,-2047.69437
1.82733,-2047.58252
1.83271,-2047.49985
1.83809,-2047.46288
1.84347,-2047.20388
1.84885,-2047.11676
1.85423,-2046.92247
1.85961,-2046.89769
1.86499,-2046.62183
1.87037,-2046.56951
1.87575,-2046.36655
1.88113,-2046.22562
1.88651,-2045.87771
1.89189,-2045.64498
1.89727,-2045.4856
1.90265,-2045.36936
1.90803,-2045.26471
1.91341,-2045.09786
1.91879,-2044.95252
1.92418,-2044.7627
1.92956,-2044.49897
1.93494,-2044.2903
1.94032,-2044.27436
1.9457,-2044.33068
1.95108,-2044.19643
1.95646,-2043.8703
1.96184,-2043.61551
1.96722,-2043.4291
1.9726,-2043.37702
1.97798,-2043.27472
1.98336,-2043.15183
1.98874,-2042.99549
1.99412,-2042.85378
1.9995,-2042.85793
2.00488,-2042.68883
2.01026,-2042.51813
2.01564,-2042.27584
2.02102,-2042.23334
2.0264,-2042.2468
2.03178,-2042.39876
2.03716,-2042.39287
2.04254,-2042.40969
2.04792,-2042.30918
2.0533,-2042.54511
2.05868,-2042.4751
2.06406,-2042.26346
2.06944,-2042.2553
2.07483,-2042.61644
2.08021,-2042.83248
2.08559,-2043.01592
2.09097,-2042.89872
2.09635,-2042.92548
2.10173,-2043.13636
2.10711,-2043.38424
2.11249,-2043.42264
2.11787,-2043.17524
2.12325,-2043.24924
2.12863,-2043.39765
2.13401,-2043.73758
2.13939,-2043.8413
2.14477,-2043.88118
2.15015,-2043.65661
2.15553,-2043.80266
2.16091,-2043.86602
2.16629,-2043.9647
2.17167,-2043.83788
2.17705,-2043.82792
2.18243,-2043.8051
2.18781,-2043.87922
2.19319,-2043.87459
2.19857,-2043.88028
2.20395,-2043.9173
2.20933,-2043.9833
2.21471,-2043.82775
2.22009,-2043.67191
2.22548,-2043.68198
2.23086,-2043.91723
2.23624,-2044.06823
2.24162,-2043.88979
2.247,-2043.84792
2.25238,-2043.6599
2.25776,-2043.63755
2.26314,-2043.67522
2.26852,-2043.63175
2.2739,-2043.47783
2.27928,-2043.29349
2.28466,-2043.18308
2.29004,-2043.03414
2.29542,-2042.96131
2.3008,-2042.8906
2.30618,-2042.91736
2.31156,-2042.76403
2.31694,-2042.56263
2.32232,-2042.18567
2.3277,-2042.1718
2.33308,-2041.89428
2.33846,-2041.83532
2.34384,-2041.51426
2.34922,-2041.47046
2.3546,-2041.07926
2.35998,-2040.90561
2.36536,-2040.72463
2.37074,-2040.65741
2.37613,-2040.31427
2.38151,-2039.99314
2.38689,-2039.73543
2.39227,-2039.47397
2.39765,-2039.13216
2.40303,-2038.73317
2.40841,-2038.50617
2.41379,-2038.11887
2.41917,-2037.70298
2.42455,-2037.3005
2.42993,-2036.83318
2.43531,-2036.50448
2.44069,-2036.16764
2.44607,-2035.80883
2.45145,-2035.28019
2.45683,-2034.70699
2.46221,-2034.19782
2.46759,-2033.66761
2.47297,-2033.27836
2.47835,-2032.80449
2.48373,-2032.2398
2.48911,-2031.60263
2.49449,-2030.85987
2.49987,-2030.04958
2.50525,-2029.38253
2.51063,-2028.59107
2.51601,-2027.83783
2.5214,-2027.21634
2.52678,-2026.54128
2.53216,-2025.87983
2.53754,-2024.9767
2.54292,-2024.17331
2.5483,-2023.2186
2.55368,-2022.28077
2.55906,-2021.36521
2.56444,-2020.44315
2.56982,-2019.37169
2.5752,-2018.28341
2.58058,-2017.27312
2.58596,-2016.15384
2.59134,-2015.11177
2.59672,-2013.98264
2.6021,-2012.84307
2.60748,-2011.4795
2.61286,-2010.19265
2.61824,-2008.82814
2.62362,-2007.57218
2.629,-2006.01174
2.63438,-2004.38535
2.63976,-2002.75391
2.64514,-2001.17626
2.65052,-1999.61271
2.6559,-1997.82398
2.66128,-1996.11557
2.66666,-1994.41491
2.67205,-1992.52005
2.67743,-1990.39512
2.68281,-1988.15363
2.68819,-1985.90802
2.69357,-1983.55733
2.69895,-1981.27939
2.70433,-1978.87897
2.70971,-1976.20966
2.71509,-1973.39948
2.72047,-1970.47232
2.72585,-1967.41843
2.73123,-1964.06409
2.73661,-1960.53415
2.74199,-1956.73417
2.74737,-1952.70997
2.75275,-1948.39838
2.75813,-1943.89765
2.76351,-1939.00724
2.76889,-1933.84839
2.77427,-1928.27094
2.77965,-1922.48291
2.78503,-1916.17725
2.79041,-1909.31141
2.79579,-1901.92414
2.80117,-1893.97794
2.80655,-1885.44721
2.81193,-1876.41535
2.81731,-1866.61588
2.8227,-1856.20621
2.82808,-1844.75559
2.83346,-1832.55225
2.83884,-1819.46174
2.84422,-1805.12479
2.8496,-1789.55219
2.85498,-1772.64008
2.86036,-1754.41483
2.86574,-1734.4007
2.87112,-1712.90094
2.8765,-1689.36432
2.88188,-1664.09076
2.88726,-1635.9043
2.89264,-1605.94666
2.89802,-1572.49286
2.9034,-1536.53888
2.90878,-1496.44562
2.91416,-1453.16242
2.91954,-1405.31037
2.92492,-1353.18012
2.9303,-1296.02942
2.93568,-1233.62458
2.94106,-1165.20667
2.94644,-1090.67603
2.95182,-1009.77906
2.9572,-921.6764
2.96258,-827.20008
2.96796,-725.8169
2.97335,-618.10181
2.97873,-503.55664
2.98411,-384.93006
2.98949,-260.63709
2.99487,-134.75086
3.00025,-7.32141
3.00563,117.42981
3.01101,239.42297
3.01639,354.53088
3.02177,459.17981
3.02715,550.86413
3.03253,626.83093
3.03791,682.2218
3.04329,719.54821
3.04867,733.87951
3.05405,725.64636
3.05943,694.26306
3.06481,641.86584
3.07019,569.10144
3.07557,479.57165
3.08095,376.41052
3.08633,262.00842
3.09171,140.62439
3.09709,14.05285
3.10247,-114.50623
3.10785,-242.29505
3.11323,-367.84449
3.11862,-488.32654
3.124,-606.10083
3.12938,-716.73584
3.13476,-820.05652
3.14014,-915.62134
3.14552,-1004.57203
3.1509,-1085.38819
3.15628,-1160.72815
3.16166,-1229.46088
3.16704,-1292.1352
3.17242,-1349.67682
3.1778,-1401.74726
3.18318,-1449.10657
3.18856,-1492.15247
3.19394,-1531.59259
3.19932,-1567.30787
3.2047,-1599.87732
3.21008,-1629.6532
3.21546,-1656.58228
3.22084,-1681.11567
3.22622,-1703.69111
3.2316,-1724.14246
3.23698,-1742.83484
3.24236,-1759.7407
3.24774,-1774.9607
3.25312,-1788.89951
3.2585,-1801.61939
3.26388,-1813.07047
3.26927,-1823.2428
3.27465,-1832.41629
3.28003,-1840.54892
3.28541,-1847.9505
3.29079,-1854.41718
3.29617,-1859.99405
3.30155,-1864.7454
3.30693,-1868.84192
3.31231,-1872.236
3.31769,-1874.96332
3.32307,-1876.88709
3.32845,-1878.01343
3.33383,-1878.48023
3.33921,-1878.18778
3.34459,-1877.07975
3.34997,-1875.34275
3.35535,-1872.80265
3.36073,-1869.42951
3.36611,-1865.22855
3.37149,-1860.25409
3.37687,-1854.13227
3.38225,-1847.07557
3.38763,-1838.62015
3.39301,-1828.90561
3.39839,-1818.00422
3.40377,-1805.80671
3.40915,-1791.96778
3.41453,-1776.39637
3.41992,-1759.17258
3.4253,-1739.90445
3.43068,-1718.69898
3.43606,-1695.30652
3.44144,-1670.14191
3.44682,-1642.59333
3.4522,-1613.33252
3.45758,-1582.06965
3.46296,-1549.86622
3.46834,-1516.29749
3.47372,-1482.65125
3.4791,-1448.74024
3.48448,-1415.86115
3.48986,-1384.97681
3.49524,-1356.8841
3.50062,-1332.23603
3.506,-1312.61676
3.51138,-1297.88257
3.51676,-1289.6056
3.52214,-1287.66437
3.52752,-1292.82789
3.5329,-1303.6659
3.53828,-1321.16645
3.54366,-1343.65583
3.54904,-1371.25812
3.55442,-1402.13526
3.5598,-1436.14624
3.56518,-1471.41712
3.57057,-1507.94574
3.57595,-1544.25226
3.58133,-1580.14209
3.58671,-1614.65644
3.59209,-1647.87555
3.59747,-1679.11286
3.60285,-1708.30829
3.60823,-1735.4217
3.61361,-1760.52961
3.61899,-1783.42704
3.62437,-1804.64389
3.62975,-1823.91376
3.63513,-1841.56748
3.64051,-1857.84305
3.64589,-1872.534
3.65127,-1885.83731
3.65665,-1897.98667
3.66203,-1909.24726
3.66741,-1919.38758
3.67279,-1928.70157
3.67817,-1937.34678
3.68355,-1945.30719
3.68893,-1952.80722
3.69431,-1959.75318
3.69969,-1966.12604
3.70507,-1971.8498
3.71045,-1977.15702
3.71584,-1982.07657
3.72122,-1986.77121
3.7266,-1991.22722
3.73198,-1995.27933
3.73736,-1998.99089
3.74274,-2002.47222
3.74812,-2005.74443
3.7535,-2008.91233
3.75888,-2011.87804
3.76426,-2014.6662
3.76964,-2017.27593
3.77502,-2019.67025
3.7804,-2021.80999
3.78578,-2023.91417
3.79116,-2025.9255
3.79654,-2027.85144
3.80192,-2029.54021
3.8073,-2031.21409
3.81268,-2032.86327
3.81806,-2034.28202
3.82344,-2035.60064
3.82882,-2036.86417
3.8342,-2038.18096
3.83958,-2039.30861
3.84496,-2040.41016
3.85034,-2041.46026
3.85572,-2042.39612
3.8611,-2043.23546
3.86649,-2044.12079
3.87187,-2044.95203
3.87725,-2045.7508
3.88263,-2046.47939
3.88801,-2047.17754
3.89339,-2047.84568
3.89877,-2048.40068
3.90415,-2048.91018
3.90953,-2049.48743
3.91491,-2050.10083
3.92029,-2050.60502
3.92567,-2051.12952
3.93105,-2051.60115
3.93643,-2052.18786
3.94181,-2052.67215
3.94719,-2053.16393
3.95257,-2053.53223
3.95795,-2054.00966
3.96333,-2054.37732
3.96871,-2054.62302
3.97409,-2054.97954
3.97947,-2055.40265
3.98485,-2055.73668
3.99023,-2056.01621
3.99561,-2056.34903
4.00099,-2056.66336
4.00637,-2057.08147
4.01175,-2057.53164
4.01714,-2057.76107
4.02252,-2057.97094
4.0279,-2058.26253
4.03328,-2058.65035
4.03866,-2058.87893
4.04404,-2059.11681
4.04942,-2059.26708
4.0548,-2059.54148
4.06018,-2059.79882
4.06556,-2060.04943
4.07094,-2060.29393
4.07632,-2060.58251
4.0817,-2060.71048
4.08708,-2060.70377
4.09246,-2060.72721
4.09784,-2060.80463
4.10322,-2060.95957
4.1086,-2061.06444
4.11398,-2061.168
4.11936,-2061.27163
4.12474,-2061.4224
4.13012,-2061.52605
4.1355,-2061.54741
4.14088,-2061.61841
4.14626,-2061.77593
4.15164,-2061.81171
4.15702,-2061.7786
4.1624,-2061.69304
4.16779,-2061.71982
4.17317,-2061.75246
4.17855,-2061.83326
4.18393,-2061.8525
4.18931,-2061.82521
4.19469,-2061.84926
4.20007,-2061.86087
4.20545,-2061.84131
4.21083,-2061.78489
4.21621,-2061.66417
4.22159,-2061.67255
4.22697,-2061.76903
4.23235,-2061.76691
4.23773,-2061.65355
4.24311,-2061.45766
4.24849,-2061.37421
4.25387,-2061.33968
4.25925,-2061.27074
4.26463,-2061.16233
4.27001,-2061.0203
4.27539,-2060.92545
4.28077,-2060.71361
4.28615,-2060.57817
4.29153,-2060.54104
4.29691,-2060.45174
4.30229,-2060.24883
4.30767,-2060.00248
4.31306,-2059.79419
4.31844,-2059.63793
4.32382,-2059.53095
4.3292,-2059.3718
4.33458,-2059.20453
4.33996,-2058.91953
4.34534,-2058.70237
4.35072,-2058.45844
4.3561,-2058.26468
4.36148,-2058.01825
4.36686,-2057.78565
4.37224,-2057.42254
4.37762,-2057.01865
4.383,-2056.74358
4.38838,-2056.59525
4.39376,-2056.35904
4.39914,-2056.01081
4.40452,-2055.60741
4.4099,-2055.21047
4.41528,-2054.82386
4.42066,-2054.53782
4.42604,-2054.23842
4.43142,-2053.92461
4.4368,-2053.54734
4.44218,-2053.04244
4.44756,-2052.54027
4.45294,-2052.07477
4.45832,-2051.72806
4.46371,-2051.33648
4.46909,-2050.8982
4.47447,-2050.42067
4.47985,-2049.95295
4.48523,-2049.35177
4.49061,-2048.79999
4.49599,-2048.2428
4.50137,-2047.72979
4.50675,-2047.15899
4.51213,-2046.62015
4.51751,-2045.89708
4.52289,-2045.20432
4.52827,-2044.57473
4.53365,-2043.93784
4.53903,-2043.19878
4.54441,-2042.50832
4.54979,-2041.75728
4.55517,-2040.91944
4.56055,-2040.0385
4.56593,-2039.18065
4.57131,-2038.23114
4.57669,-2037.36591
4.58207,-2036.5234
4.58745,-2035.54389
4.59283,-2034.40754
4.59821,-2033.38176
4.60359,-2032.38817
4.60897,-2031.16962
4.61436,-2029.85346
4.61974,-2028.60802
4.62512,-2027.35112
4.6305,-2025.95145
4.63588,-2024.43927
4.64126,-2022.7807
4.64664,-2021.01065
4.65202,-2019.03756
4.6574,-2016.99419
4.66278,-2014.84653
4.66816,-2012.47963
4.67354,-2009.94219
4.67892,-2007.16619
4.6843,-2004.27294
4.68968,-2001.16977
4.69506,-1998.0725
4.70044,-1994.83423
4.70582,-1991.25
4.7112,-1987.27874
4.71658,-1982.98528
4.72196,-1978.32056
4.72734,-1973.16764
4.73272,-1967.68335
4.7381,-1961.76816
4.74348,-1955.4126
4.74886,-1948.43409
4.75424,-1940.91892
4.75962,-1932.46531
4.76501,-1923.24118
4.77039,-1913.31101
4.77577,-1902.70276
4.78115,-1891.25962
4.78653,-1878.7931
4.79191,-1865.06824
4.79729,-1850.35044
4.80267,-1834.28193
4.80805,-1816.83909
4.81343,-1797.94278
4.81881,-1777.58774
4.82419,-1755.11399
4.82957,-1731.03568
4.83495,-1704.84241
4.84033,-1676.67817
4.84571,-1646.1167
4.85109,-1613.68128
4.85647,-1578.36353
4.86185,-1540.83289
4.86723,-1500.78882
4.87261,-1457.99622
4.87799,-1412.75782
4.88337,-1365.14167
4.88875,-1315.14502
4.89413,-1263.12964
4.89951,-1209.44226
4.90489,-1153.99048
4.91028,-1097.87842
4.91566,-1041.03638
4.92104,-983.99183
4.92642,-927.98182
4.9318,-873.62964
4.93718,-821.28394
4.94256,-772.31458
4.94794,-727.23999
4.95332,-687.08374
4.9587,-652.55799
4.96408,-624.42054
4.96946,-603.22266
4.97484,-589.64649
4.98022,-584.0763
4.9856,-586.91712
4.99098,-597.60498
4.99636,-616.39991
5.00174,-642.29505
5.00712,-675.19629
5.0125,-713.95545
5.01788,-758.43079
5.02326,-806.69056
5.02864,-858.8722
5.03402,-913.16748
5.0394,-969.7323
5.04478,-1027.06165
5.05016,-1085.17615
5.05554,-1142.42981
5.06093,-1198.98853
5.06631,-1254.01178
5.07169,-1307.05915
5.07707,-1357.9289
5.08245,-1406.54261
5.08783,-1452.35669
5.09321,-1495.72156
5.09859,-1536.36365
5.10397,-1574.63428
5.10935,-1610.0904
5.11473,-1642.93915
5.12011,-1673.29895
5.12549,-1701.4549
5.13087,-1727.28055
5.13625,-1751.2887
5.14163,-1773.4711
5.14701,-1793.80933
5.15239,-1812.40513
5.15777,-1829.45112
5.16315,-1845.08814
5.16853,-1859.57584
5.17391,-1872.95816
5.17929,-1885.12314
5.18467,-1896.30103
5.19005,-1906.55265
5.19543,-1915.94465
5.20081,-1924.64374
5.20619,-1932.68818
5.21158,-1940.02042
5.21696,-1946.8306
5.22234,-1953.15226
5.22772,-1958.93006
5.2331,-1964.18552
5.23848,-1968.99436
5.24386,-1973.41608
5.24924,-1977.59137
5.25462,-1981.4505
5.26,-1984.88315
5.26538,-1988.07393
5.27076,-1991.07517
5.27614,-1993.88553
5.28152,-1996.46856
5.2869,-1998.74399
5.29228,-2000.94353
5.29766,-2002.85749
5.30304,-2004.60993
5.30842,-2006.13472
5.3138,-2007.67005
5.31918,-2009.13514
5.32456,-2010.36974
5.32994,-2011.41134
5.33532,-2012.37197
5.3407,-2013.20151
5.34608,-2013.95514
5.35146,-2014.70293
5.35684,-2015.39876
5.36223,-2016.09157
5.36761,-2016.53655
5.37299,-2017.07972
5.37837,-2017.39756
5.38375,-2017.77654
5.38913,-2017.95354
5.39451,-2018.11269
5.39989,-2018.13054
5.40527,-2018.12444
5.41065,-2017.99149
5.41603,-2017.91755
5.42141,-2017.88337
5.42679,-2017.9338
5.43217,-2017.87024
5.43755,-2017.66675
5.44293,-2017.38555
5.44831,-2016.96024
5.45369,-2016.51419
5.45907,-2015.97965
5.46445,-2015.47956
5.46983,-2014.8704
5.47521,-2014.27063
5.48059,-2013.48156
5.48597,-2012.65303
5.49135,-2011.68215
5.49673,-2010.70795
5.50211,-2009.55498
5.5075,-2008.28054
5.51288,-2006.81868
5.51826,-2005.33509
5.52364,-2003.79509
5.52902,-2002.18543
5.5344,-2000.33808
5.53978,-1998.30288
5.54516,-1996.10038
5.55054,-1993.72387
5.55592,-1991.1937
5.5613,-1988.34279
5.56668,-1985.37624
5.57206,-1982.04114
5.57744,-1978.47214
5.58282,-1974.59006
5.5882,-1970.42893
5.59358,-1965.86002
5.59896,-1960.98533
5.60434,-1955.62122
5.60972,-1949.77942
5.6151,-1943.3815
5.62048,-1936.55933
5.62586,-1929.22998
5.63124,-1921.11695
5.63662,-1912.25516
5.642,-1902.41199
5.64738,-1892.06284
5.65276,-1880.70408
5.65815,-1868.46778
5.66353,-1854.90714
5.66891,-1840.40528
5.67429,-1824.55353
5.67967,-1807.57254
5.68505,-1788.96573
5.69043,-1768.8078
5.69581,-1747.08359
5.70119,-1723.63501
5.70657,-1698.3064
5.71195,-1671.11072
5.71733,-1642.15479
5.72271,-1611.05664
5.72809,-1578.18317
5.73347,-1543.03296
5.73885,-1506.10395
5.74423,-1467.14747
5.74961,-1426.77552
5.75499,-1384.50055
5.76037,-1341.30658
5.76575,-1297.01984
5.77113,-1251.98493
5.77651,-1206.66016
5.78189,-1162.02198
5.78727,-1117.76795
5.79265,-1075.01856
5.79803,-1034.18567
5.80341,-995.97742
5.8088,-961.01075
5.81418,-930.13745
5.81956,-903.52356
5.82494,-881.87024
5.83032,-865.49878
5.8357,-855.08802
5.84108,-850.27539
5.84646,-851.71204
5.85184,-859.27845
5.85722,-872.95923
5.8626,-891.98304
5.86798,-916.375
5.87336,-944.69434
5.87874,-977.31702
5.88412,-1013.15271
5.8895,-1051.75745
5.89488,-1092.26648
5.90026,-1134.51709
5.90564,-1177.24195
5.91102,-1220.2295
5.9164,-1262.77814
5.92178,-1304.81287
5.92716,-1345.76038
5.93254,-1385.2555
5.93792,-1422.91852
5.9433,-1458.91669
5.94868,-1492.64997
5.95406,-1524.37128
5.95945,-1553.70746
5.96483,-1580.68653
5.97021,-1605.37207
5.97559,-1628.04828
5.98097,-1648.32007
5.98635,-1666.47651
5.99173,-1682.67371
5.99711,-1696.95612
6.00249,-1709.49671
6.00787,-1720.31318
6.01325,-1729.4983
6.01863,-1737.17026
6.02401,-1743.56714
6.02939,-1748.75342
6.03477,-1753.09684
6.04015,-1756.60129
6.04553,-1759.29776
6.05091,-1761.41068
6.05629,-1763.16452
6.06167,-1764.66007
6.06705,-1766.0831
6.07243,-1767.62546
6.07781,-1769.30329
6.08319,-1771.29136
6.08857,-1773.59659
6.09395,-1776.47016
6.09933,-1779.80652
6.10472,-1783.72269
6.1101,-1788.32669
6.11548,-1793.76105
6.12086,-1799.72956
6.12624,-1806.32099
6.13162,-1813.51276
6.137,-1821.24524
6.14238,-1829.38224
6.14776,-1837.88715
6.15314,-1846.52659
6.15852,-1855.53196
6.1639,-1864.73368
6.16928,-1873.95017
6.17466,-1883.18644
6.18004,-1892.38614
6.18542,-1901.37433
6.1908,-1910.21085
6.19618,-1918.78614
6.20156,-1926.99402
6.20694,-1934.92749
6.21232,-1942.54905
6.2177,-1949.91932
6.22308,-1956.90159
6.22846,-1963.55478
6.23384,-1969.76618
6.23922,-1975.7919
6.2446,-1981.42151
6.24998,-1986.81401
6.25537,-1991.77398
6.26075,-1996.4328
6.26613,-2000.85808
6.27151,-2005.03774
6.27689,-2008.81771
6.28227,-2012.37792
6.28765,-2015.86899
6.29303,-2019.08306
6.29841,-2022.03914
6.30379,-2024.77893
6.30917,-2027.41698
6.31455,-2029.94851
6.31993,-2032.27109
6.32531,-2034.43355
6.33069,-2036.4377
6.33607,-2038.2304
6.34145,-2039.98806
6.34683,-2041.68804
6.35221,-2043.35286
6.35759,-2044.81272
6.36297,-2046.18427
6.36835,-2047.46058
6.37373,-2048.68161
6.37911,-2049.85866
6.38449,-2050.91602
6.38987,-2051.88945
6.39525,-2052.75104
6.40063,-2053.66047
6.40602,-2054.61129
6.4114,-2055.55661
6.41678,-2056.39089
6.42216,-2057.08214
6.42754,-2057.81281
6.43292,-2058.48793
6.4383,-2059.02013
6.44368,-2059.48545
6.44906,-2060.16382
6.45444,-2060.83222
6.45982,-2061.3745
6.4652,-2061.73488
6.47058,-2062.13973
6.47596,-2062.63009
6.48134,-2063.06046
6.48672,-2063.4343
6.4921,-2063.82251
6.49748,-2064.21111
6.50286,-2064.56417
6.50824,-2064.88332
6.51362,-2065.09357
6.519,-2065.36896
6.52438,-2065.6386
6.52976,-2065.96824
6.53514,-2066.18155
6.54052,-2066.42302
6.5459,-2066.56806
6.55128,-2066.75328
6.55667,-2066.87709
6.56205,-2067.08445
6.56743,-2067.26285
6.57281,-2067.41159
6.57819,-2067.54146
6.58357,-2067.65805
6.58895,-2067.77347
6.59433,-2067.92032
6.59971,-2068.05521
6.60509,-2068.20421
6.61047,-2068.20087
6.61585,-2068.19851
6.62123,-2068.24558
6.62661,-2068.33545
6.63199,-2068.25896
6.63737,-2068.20133
6.64275,-2068.16385
6.64813,-2068.22165
6.65351,-2068.18615
6.65889,-2068.17223
6.66427,-2068.07207
6.66965,-2068.07509
