Angle,Intensity
36.7,733.5
36.72,724.2
36.74,721.7
36.76,692
36.78,662.3
36.8,616.3
36.82,575.9
36.84,553.4
36.86,567.8
36.88,566.8
36.9,576
36.92,587.2
36.94,565.9
36.96,598.7
36.98,620.8
37,631
37.02,637.8
37.04,645.4
37.06,652.5
37.08,658.1
37.1,659.6
37.12,617.7
37.14,612
37.16,604.3
37.18,579.4
37.2,616
37.22,610.9
37.24,580.3
37.26,538.5
37.28,522.5
37.3,530.3
37.32,545.3
37.34,547.3
37.36,493.3
37.38,470.8
37.4,481.9
37.42,502.7
37.44,494.3
37.46,439.7
37.48,457.6
37.5,489.8
37.52,472.3
37.54,486
37.56,467.8
37.58,446
37.6,440.7
37.62,460.5
37.64,447.9
37.66,447.2
37.68,468.4
37.7,471.5
37.72,475.2
37.74,469.1
37.76,461.1
37.78,480.9
37.8,470.1
37.82,458.2
37.84,451.2
37.86,452
37.88,460.7
37.9,455.7
37.92,448
37.94,451.4
37.96,478.9
37.98,452.7
38,437
38.02,468.5
38.04,449.5
38.06,468.3
38.08,473
38.1,452
38.12,466.5
38.14,469.6
38.16,474.7
38.18,481.1
38.2,476.5
38.22,436.9
38.24,425
38.26,452
38.28,521.3
38.3,478.1
38.32,459
38.34,463.9
38.36,482
38.38,476.6
38.4,466
38.42,463.8
38.44,480
38.46,509.7
38.48,515.8
38.5,500.9
38.52,474.4
38.54,485
38.56,492.6
38.58,488.7
38.6,478.4
38.62,486.1
38.64,458.9
38.66,463.5
38.68,484.4
38.7,469.9
38.72,469.7
38.74,460.5
38.76,452.9
38.78,462
38.8,455.9
38.82,453.5
38.84,463.2
38.86,486.7
38.88,448.6
38.9,461.2
38.92,461.5
38.94,428
38.96,428
38.98,457.5
39,465.8
39.02,450.8
39.04,460.7
39.06,471.9
39.08,469.8
39.1,462.6
39.12,473.2
39.14,493.8
39.16,497.8
39.18,491.4
39.2,486.1
39.22,437.7
39.24,461.7
39.26,497.3
39.28,493.5
39.3,504.2
39.32,520.5
39.34,521.9
39.36,503.9
39.38,511.5
39.4,519.7
39.42,490.3
39.44,439.6
39.46,477.7
39.48,514.4
39.5,513.9
39.52,495.5
39.54,519.1
39.56,538.5
39.58,556.2
39.6,565.3
39.62,556.2
39.64,529.8
39.66,511.3
39.68,503.4
39.7,507.5
39.72,518.9
39.74,534.8
39.76,540.9
39.78,529.2
39.8,501.7
39.82,480.3
39.84,479.8
39.86,496.9
39.88,496.1
39.9,521.9
39.92,504
39.94,462
39.96,479.5
39.98,460.1
40,437.3
40.02,424.9
40.04,438.6
40.06,390.8
40.08,400.2
40.1,432.1
40.12,449.3
40.14,457.7
40.16,460
40.18,456.3
40.2,446.5
40.22,430.5
40.24,422.2
40.26,423.6
40.28,435.8
40.3,460.2
40.32,439.6
40.34,442.6
40.36,468.3
40.38,474.4
40.4,463.3
40.42,453
40.44,445.7
40.46,441.2
40.48,410.1
40.5,411.4
40.52,428.9
40.54,443.6
40.56,464.9
40.58,469.4
40.6,469.2
40.62,477.8
40.64,544.9
40.66,589.5
40.68,623
40.7,641.6
40.72,605
40.74,550
40.76,551
40.78,582
40.8,519.5
40.82,486.4
40.84,476.2
40.86,480.6
40.88,486.7
40.9,456.4
40.92,446
40.94,447.5
40.96,448.4
40.98,414.9
41,423.8
41.02,439.4
41.04,436.8
41.06,421.6
41.08,443.1
41.1,455.1
41.12,445.6
41.14,457
41.16,434.5
41.18,430.2
41.2,446.5
41.22,448.7
41.24,449.7
41.26,448.7
41.28,442.2
41.3,423.9
41.32,452.6
41.34,435.9
41.36,415.8
41.38,445.7
41.4,412.9
41.42,426.9
41.44,448.6
41.46,450.6
41.48,459.8
41.5,455.7
41.52,462.2
41.54,482.4
41.56,470.2
41.58,458.7
41.6,457.6
41.62,459.9
41.64,433.2
41.66,462.1
41.68,476.3
41.7,471.7
41.72,462.5
41.74,442.7
41.76,440.7
41.78,458.9
41.8,497
41.82,462.7
41.84,479.8
41.86,488.7
41.88,448.9
41.9,464.2
41.92,445.2
41.94,440.9
41.96,466.3
41.98,460.2
42,433.7
42.02,425.9
42.04,438.9
42.06,438.1
42.08,449.9
42.1,437.3
42.12,420.4
42.14,454.6
42.16,402.4
42.18,407.8
42.2,432.5
42.22,411.2
42.24,376.2
42.26,398.1
42.28,417.3
42.3,386.2
42.32,371
42.34,381.1
42.36,406
42.38,429.7
42.4,383.2
42.42,402.1
42.44,417
42.46,407.1
42.48,378.9
42.5,389.4
42.52,402.9
42.54,409.4
42.56,402.5
42.58,424.5
42.6,422.9
42.62,399.6
42.64,364.6
42.66,391
42.68,388.8
42.7,376.6
42.72,374.3
42.74,403.2
42.76,396
42.78,384.3
42.8,384.3
42.82,377.4
42.84,391.7
42.86,395.1
42.88,385.4
42.9,399.9
42.92,429.3
42.94,441.9
42.96,439.3
42.98,440.9
43,456.3
43.02,455.2
43.04,443.6
43.06,435.2
43.08,422.4
43.1,436.2
43.12,447.1
43.14,427.3
43.16,408.3
43.18,396.9
43.2,385.8
43.22,372.4
43.24,376.2
43.26,362.7
43.28,363.4
43.3,385.3
43.32,405.8
43.34,395.5
43.36,377.1
43.38,366.5
43.4,391.6
43.42,384.3
43.44,387.2
43.46,392.6
43.48,380.4
43.5,372.6
43.52,383.4
43.54,399.1
43.56,405.2
43.58,412
43.6,404.7
43.62,393
43.64,384
43.66,384
43.68,392.9
43.7,399.7
43.72,400.8
43.74,399.2
43.76,393.9
43.78,389.4
43.8,387.2
43.82,387.9
43.84,368.2
43.86,394.2
43.88,427.7
43.9,389.6
43.92,398.9
43.94,403.5
43.96,401.5
43.98,394.5
44,421.2
44.02,434.4
44.04,430.3
44.06,410.6
44.08,418.2
44.1,410.1
44.12,391.6
44.14,374.2
44.16,403.9
44.18,424.1
44.2,429.9
44.22,422.2
44.24,408.5
44.26,436.1
44.28,478.5
44.3,513.2
44.32,506.3
44.34,476.3
44.36,492.7
44.38,522
44.4,522.3
44.42,545.9
44.44,586
44.46,625.6
44.48,658.9
44.5,769.4
44.52,856.7
44.54,930.2
44.56,990.1
44.58,1013.7
44.6,994.3
44.62,978.1
44.64,965.1
44.66,914.1
44.68,834.2
44.7,775.5
44.72,728.7
44.74,661
44.76,603.9
44.78,550.4
44.8,504.7
44.82,471.9
44.84,430
44.86,394.9
44.88,372.1
44.9,365.9
44.92,380.4
44.94,396
44.96,425.3
44.98,463.1
45,439.5
45.02,477.6
45.04,513.5
45.06,536.2
45.08,575
45.1,587.3
45.12,640
45.14,718.2
45.16,767.7
45.18,730.5
45.2,721.6
45.22,705.4
45.24,625.5
45.26,628.8
45.28,650.7
45.3,645.1
45.32,579.2
45.34,545.6
45.36,526.8
45.38,516.1
45.4,513.2
45.42,540.6
45.44,546.6
45.46,568.3
45.48,604.8
45.5,609.4
45.52,565.9
45.54,543
45.56,544.8
45.58,552.4
45.6,530.5
45.62,517.3
45.64,513.5
45.66,515
45.68,459.5
45.7,445.6
45.72,438
45.74,407.1
45.76,431.5
45.78,434.6
45.8,424.3
45.82,407
45.84,397.9
45.86,411.1
45.88,411.1
45.9,397.2
45.92,416.2
45.94,392.3
45.96,388.3
45.98,404.4
46,410.5
46.02,381
46.04,363.9
46.06,366.5
46.08,392.4
46.1,415.3
46.12,412.9
46.14,407.3
46.16,418.9
46.18,415
46.2,437.2
46.22,449.1
46.24,437.5
46.26,472.5
46.28,444.7
46.3,418.5
46.32,416.3
46.34,430.8
46.36,424
46.38,401.9
46.4,387.4
46.42,434.6
46.44,394.1
46.46,379.4
46.48,387.7
46.5,393.8
46.52,403.6
46.54,422
46.56,444.3
46.58,465.4
46.6,479.1
46.62,552.9
46.64,636.2
46.66,701.3
46.68,793.5
46.7,858.4
46.72,895.7
46.74,896.4
46.76,819.4
46.78,766.8
46.8,742.8
46.82,736.1
46.84,713.3
46.86,695.2
46.88,637.5
46.9,567.1
46.92,538.2
46.94,503.4
46.96,492.5
46.98,496.5
47,504
47.02,502.4
47.04,483.1
47.06,472.1
47.08,482.4
47.1,462.6
47.12,424
47.14,394.4
47.16,384.9
47.18,391
47.2,378.1
47.22,374.3
47.24,385.8
47.26,409.4
47.28,383.5
47.3,383.2
47.32,395.4
47.34,377.8
47.36,363.2
47.38,370.6
47.4,378
47.42,359.9
47.44,350.7
47.46,360.3
47.48,377.5
47.5,390.4
47.52,354.6
47.54,388.9
47.56,417.6
47.58,417.7
47.6,452.7
47.62,478.4
47.64,488.1
47.66,484.4
47.68,481.4
47.7,495.8
47.72,482.6
47.74,455.8
47.76,455
47.78,475.1
47.8,465.2
47.82,436.8
47.84,407.9
47.86,375.9
47.88,364.4
47.9,363.6
47.92,365.9
47.94,380.4
47.96,378.8
47.98,379
48,383.7
48.02,357.8
48.04,361.7
48.06,354.4
48.08,338.7
48.1,363.8
48.12,353
48.14,336.6
48.16,332.1
48.18,364.9
48.2,362.7
48.22,379.9
48.24,395.6
48.26,378.1
48.28,403
48.3,402.2
48.32,391.7
48.34,385.4
48.36,373.9
48.38,397.1
48.4,412.7
48.42,402.3
48.44,387.8
48.46,399.7
48.48,411.2
48.5,421.8
48.52,459.9
48.54,511.1
48.56,543.8
48.58,581
48.6,685.3
48.62,695.8
48.64,740.9
48.66,797.9
48.68,820.7
48.7,807.5
48.72,760.4
48.74,698.3
48.76,638.9
48.78,594.7
48.8,614.4
48.82,609.4
48.84,543.2
48.86,508.1
48.88,444
48.9,413.3
48.92,422.4
48.94,413.3
48.96,389.8
48.98,377.6
49,394.6
49.02,470.8
49.04,488.2
49.06,485.2
49.08,472.2
49.1,459.3
49.12,462
49.14,460
49.16,447.9
49.18,424.4
49.2,460.2
49.22,423
49.24,390
49.26,399.2
49.28,381.7
49.3,355.2
49.32,345.1
49.34,354
49.36,354
49.38,359.2
49.4,339.2
49.42,318.2
49.44,373
49.46,380.8
49.48,380.6
49.5,374.3
49.52,357.5
49.54,408.7
49.56,423.5
49.58,420
49.6,419.2
49.62,392.5
49.64,389.4
49.66,407.2
49.68,436
49.7,404.1
49.72,408.9
49.74,410.6
49.76,402.3
49.78,423.6
49.8,395
49.82,383.4
49.84,394.8
49.86,403.2
49.88,397.8
49.9,380.2
49.92,369.1
49.94,395
49.96,401.9
49.98,381.3
