Angle,Intensity
13.66,1946.8
13.68,1843.1
13.7,1788.2
13.72,1722.7
13.74,1689.9
13.76,1678.4
13.78,1670
13.8,1663.1
13.82,1716.6
13.84,1794.8
13.86,1867.3
13.88,1920.7
13.9,2048.2
13.92,2157.9
13.94,2179
13.96,1960.4
13.98,1711.5
14,1541.7
14.02,1452.3
14.04,1335.1
14.06,1301.4
14.08,1325.2
14.1,1358.6
14.12,1312.1
14.14,1337.4
14.16,1324.9
14.18,1291
14.2,1268.1
14.22,1255.1
14.24,1254.1
14.26,1281.1
14.28,1339.9
14.3,1283.6
14.32,1282
14.34,1279.3
14.36,1261.2
14.38,1332
14.4,1362.5
14.42,1349.5
14.44,1313.4
14.46,1332.4
14.48,1367.2
14.5,1381.5
14.52,1391.9
14.54,1450.5
14.56,1514.8
14.58,1573.5
14.6,1636.3
14.62,1717.8
14.64,1793.3
14.66,1881.5
14.68,1922.3
14.7,1864.6
14.72,1747.3
14.74,1577
14.76,1449.1
14.78,1400.7
14.8,1303.9
14.82,1258.6
14.84,1236.1
14.86,1228.8
14.88,1245.6
14.9,1274.7
14.92,1243.2
14.94,1175.4
14.96,1164
14.98,1178.3
15,1204.3
15.02,1260.7
15.04,1377.3
15.06,1366.6
15.08,1377.7
15.1,1398.3
15.12,1415.2
15.14,1473
15.16,1586.1
15.18,1769
15.2,2018.9
15.22,2241.3
15.24,2521.1
15.26,2833.1
15.28,3111.2
15.3,3112.8
15.32,2703.1
15.34,2158.2
15.36,1613.3
15.38,1256.2
15.4,1129.7
15.42,1067.6
15.44,1046.4
15.46,1058.6
15.48,1067.1
15.5,1074
15.52,1071.2
15.54,1052.8
15.56,1079.4
15.58,1089.2
15.6,1080.9
15.62,1054.8
15.64,1019.8
15.66,1024.4
15.68,1029.5
15.7,1025
15.72,1037.9
15.74,1029.2
15.76,1015.8
15.78,1011.9
15.8,1044.7
15.82,1041.8
15.84,1044.4
15.86,1034.8
15.88,975.4
15.9,1030
15.92,1022.9
15.94,1020.7
15.96,1097.4
15.98,1017.4
16,1009.6
16.02,1017
16.04,1002.6
16.06,997.2
16.08,1007.7
16.1,1004.2
16.12,982.4
16.14,985.5
16.16,991.7
16.18,981.2
16.2,962.6
16.22,975.6
16.24,977.7
16.26,956
16.28,940.9
16.3,989.6
16.32,1022.4
16.34,983
16.36,947.3
16.38,1003.2
16.4,1019.2
16.42,998.4
16.44,946
16.46,880.7
16.48,972.9
16.5,999.6
16.52,965.9
16.54,899.9
16.56,944.1
16.58,938.2
16.6,938.5
16.62,953.5
16.64,961.1
16.66,930.4
16.68,911.1
16.7,928.6
16.72,1016.9
16.74,943.7
16.76,932.7
16.78,950.9
16.8,941
16.82,928.8
16.84,927.6
16.86,927.1
16.88,924.5
16.9,994.6
16.92,937.6
16.94,901.7
16.96,938.1
16.98,915.3
17,952.5
17.02,959.7
17.04,936.4
17.06,970.7
17.08,963
17.1,937.4
17.12,913.6
17.14,924.3
17.16,939.9
17.18,946.9
17.2,948.7
17.22,951
17.24,997.2
17.26,1003.2
17.28,1003.7
17.3,1028
17.32,1063
17.34,1081.1
17.36,1111.9
17.38,1169.8
17.4,1245.2
17.42,1307.1
17.44,1318.3
17.46,1266.5
17.48,1151.5
17.5,1123.5
17.52,1064
17.54,1005.2
17.56,1064.6
17.58,1023.2
17.6,1065.1
17.62,1139.6
17.64,1154.8
17.66,1158.8
17.68,1129.7
17.7,1092.8
17.72,1068.6
17.74,1019.1
17.76,971.3
17.78,943
17.8,941.7
17.82,947.8
17.84,896.9
17.86,878.8
17.88,906.1
17.9,906.9
17.92,902.4
17.94,901.7
17.96,896.6
17.98,864.6
18,924.9
18.02,926.7
18.04,903.4
18.06,925.5
18.08,917.8
18.1,903.3
18.12,899
18.14,918
18.16,918
18.18,929.1
18.2,938
18.22,935.7
18.24,912.9
18.26,948.2
18.28,972.1
18.3,970.9
18.32,995.3
18.34,946.7
18.36,898.4
18.38,865.6
18.4,845.8
18.42,887.6
18.44,871.1
18.46,838.8
18.48,876.9
18.5,886.1
18.52,876.5
18.54,875.3
18.56,908.3
18.58,949.4
18.6,912.4
18.62,873.2
18.64,879
18.66,911.8
18.68,868.6
18.7,841.8
18.72,862.3
18.74,903.4
18.76,904.2
18.78,892.2
18.8,885.2
18.82,914.1
18.84,917
18.86,888.4
18.88,864.7
18.9,907.4
18.92,884.1
18.94,852.8
18.96,853.2
18.98,921.5
19,942.8
19.02,926.9
19.04,914.6
19.06,931.6
19.08,950.6
19.1,958.5
19.12,969
19.14,985.8
19.16,997.9
19.18,984.8
19.2,1013.5
19.22,1068.7
19.24,1057.2
19.26,1103.6
19.28,1141.4
19.3,1180
19.32,1251.6
19.34,1336.3
19.36,1422.6
19.38,1464.8
19.4,1415.7
19.42,1391.3
19.44,1432
19.46,1468.1
19.48,1453.1
19.5,1441.7
19.52,1596.8
19.54,1835.1
19.56,2108.9
19.58,2366.3
19.6,2833.7
19.62,3419.6
19.64,4067.1
19.66,4677.9
19.68,4699.2
19.7,4241.3
19.72,3466
19.74,2646.5
19.76,1868
19.78,1403.1
19.8,1152
19.82,971
19.84,971
19.86,910.9
19.88,873.2
19.9,914.5
19.92,937.4
19.94,936.1
19.96,958.2
19.98,1003
20,932.2
20.02,918.4
20.04,905.4
20.06,883.4
20.08,875
20.1,824.7
20.12,816.7
20.14,841.7
20.16,852.3
20.18,866.5
20.2,891
20.22,893.3
20.24,833.2
20.26,830.7
20.28,859.7
20.3,893.8
20.32,910.1
20.34,894.9
20.36,922.8
20.38,904.6
20.4,822.3
20.42,858.9
20.44,861.7
20.46,876.6
20.48,899.2
20.5,861.1
20.52,825.6
20.54,809.6
20.56,811.4
20.58,821.3
20.6,836.8
20.62,876.2
20.64,911.2
20.66,902.1
20.68,871.1
20.7,846.1
20.72,822.6
20.74,801
20.76,861.9
20.78,855
20.8,854.4
20.82,888.7
20.84,868.2
20.86,867
20.88,879
20.9,888.3
20.92,843.4
20.94,855.3
20.96,859.2
20.98,860.9
21,903.6
21.02,922.4
21.04,896.2
21.06,873.4
21.08,926
21.1,903.9
21.12,934.1
21.14,939.7
21.16,856.6
21.18,894.6
21.2,917.8
21.22,908.4
21.24,862.5
21.26,828.2
21.28,828.8
21.3,848.5
21.32,876
21.34,888.2
21.36,906.8
21.38,922.1
21.4,933.2
21.42,943.1
21.44,978.7
21.46,981.7
21.48,970.7
21.5,983.6
21.52,953.7
21.54,953
21.56,947.5
21.58,903.1
21.6,876.5
21.62,899.1
21.64,906.7
21.66,866.5
21.68,850.5
21.7,843.4
21.72,838.5
21.74,840.6
21.76,883.2
21.78,850.9
21.8,877.3
21.82,927.7
21.84,828.7
21.86,826.6
21.88,843.9
21.9,866.7
21.92,887.2
21.94,907.8
21.96,921.9
21.98,917.2
22,882.9
22.02,879.9
22.04,876.3
22.06,913.7
22.08,1004.7
22.1,1001.7
22.12,1025.1
22.14,1088.5
22.16,1188.9
22.18,1284.1
22.2,1453.5
22.22,1632.3
22.24,1843.1
22.26,2196.5
22.28,2580.5
22.3,3163.6
22.32,3950.9
22.34,4910.5
22.36,5919.6
22.38,6657.8
22.4,6728.9
22.42,5745.6
22.44,4565.9
22.46,3499.1
22.48,2523.7
22.5,1656.5
22.52,1270.3
22.54,1105.2
22.56,1031.8
22.58,997.6
22.6,1031.1
22.62,988
22.64,927.5
22.66,881.2
22.68,897.2
22.7,880.1
22.72,884.9
22.74,895.9
22.76,868.5
22.78,890.1
22.8,864.3
22.82,845.5
22.84,903.3
22.86,946
22.88,982.3
22.9,994
22.92,969.6
22.94,933.8
22.96,956.1
22.98,1000.2
23,1041.7
23.02,1039.4
23.04,1025.9
23.06,1037.5
23.08,1073.2
23.1,1095.3
23.12,1172.8
23.14,1233.2
23.16,1281.2
23.18,1349.7
23.2,1484
23.22,1621.6
23.24,1753.3
23.26,1872.8
23.28,2045.7
23.3,2106.3
23.32,2104.9
23.34,2070.7
23.36,1796.5
23.38,1643.4
23.4,1516.6
23.42,1357.2
23.44,1102.1
23.46,1089.9
23.48,1085.5
23.5,1026.9
23.52,954.5
23.54,994.6
23.56,1034.4
23.58,1050.5
23.6,1036
23.62,1030.8
23.64,1074.5
23.66,1147.3
23.68,1217.3
23.7,1322.8
23.72,1439.5
23.74,1531.7
23.76,1570.2
23.78,1574
23.8,1471.6
23.82,1344.4
23.84,1227.3
23.86,1051.4
23.88,936.9
23.9,893
23.92,900.9
23.94,877.3
23.96,856.3
23.98,844.9
24,846.3
24.02,864.6
24.04,805.7
24.06,795.3
24.08,814.6
24.1,819.9
24.12,831.2
24.14,810.6
24.16,788.1
24.18,789.9
24.2,763.2
24.22,826.6
24.24,861.7
24.26,822.6
24.28,885.8
24.3,878.5
24.32,857.4
24.34,840.7
24.36,820.9
24.38,874.4
24.4,881.6
24.42,848
24.44,848
24.46,850.1
24.48,878.4
24.5,901.6
24.52,868.9
24.54,922.1
24.56,953.1
24.58,950.2
24.6,910.2
24.62,946
24.64,975.2
24.66,975.1
24.68,941.1
24.7,952.5
24.72,892.5
24.74,868.2
24.76,892.6
24.78,838.5
24.8,879.4
24.82,875.1
24.84,841.1
24.86,901.2
24.88,858.1
24.9,862.6
24.92,909.4
24.94,961.2
24.96,945.4
24.98,930.6
25,918.1
25.02,905.9
25.04,861.7
25.06,851.2
25.08,847.2
25.1,836.1
25.12,860.5
25.14,846.6
25.16,859
25.18,903.6
25.2,880.8
25.22,923.4
25.24,984.2
25.26,1039.5
25.28,1056.2
25.3,1109.2
25.32,1161.4
25.34,1209.7
25.36,1256.9
25.38,1198.5
25.4,1183.4
25.42,1173.6
25.44,1122
25.46,1122
25.48,1116.6
25.5,1161.2
25.52,1286.9
25.54,1413.3
25.56,1561.3
25.58,1801.7
25.6,2156.8
25.62,2579.5
25.64,3170.8
25.66,3914.1
25.68,4828.2
25.7,5983.5
25.72,7192.9
25.74,7858.3
25.76,7777.2
25.78,6739.9
25.8,5483.9
25.82,4374.9
25.84,3328.3
25.86,2225.5
25.88,1716.7
25.9,1411.5
25.92,1225.5
25.94,1095.3
25.96,1057.3
25.98,989.2
26,947
26.02,948.2
26.04,942.1
26.06,950.3
26.08,928.7
26.1,895.9
26.12,953.1
26.14,980.7
26.16,1025.5
26.18,1105.8
26.2,1243.7
26.22,1419.4
26.24,1592.9
26.26,1766.8
26.28,1948.1
26.3,2199.4
26.32,2491.6
26.34,2888.2
26.36,3428.3
26.38,3970.5
26.4,4293.9
26.42,4324.3
26.44,4001.4
26.46,3187.3
26.48,2699.8
26.5,2229.2
26.52,1715.2
26.54,1279.6
26.56,1111
26.58,997.1
26.6,919.4
26.62,917.2
26.64,889.3
26.66,875.2
26.68,865.5
26.7,844.2
26.72,841
26.74,847.2
26.76,858.2
26.78,867.3
26.8,836.1
26.82,830.8
26.84,840.5
26.86,853.6
26.88,832.2
26.9,813.4
26.92,789.5
26.94,782.3
26.96,881.3
26.98,873.3
27,867.9
27.02,868.8
27.04,838.4
27.06,793.8
27.08,819.6
27.1,878.4
27.12,906.5
27.14,969.9
27.16,1016
27.18,1069.4
27.2,1149.1
27.22,1174.3
27.24,1162.1
27.26,1119.6
27.28,1064.6
27.3,1098.9
27.32,1072.8
27.34,1028.4
27.36,989.4
27.38,991.7
27.4,1022.5
27.42,1058.7
27.44,1098.4
27.46,1148.7
27.48,1275.5
27.5,1365.2
27.52,1458.7
27.54,1634.6
27.56,1872.9
27.58,2117.9
27.6,2434.8
27.62,2879
27.64,3266.6
27.66,3625.1
27.68,3859
27.7,3904
27.72,3708.3
27.74,3450.5
27.76,3146.5
27.78,2821.2
27.8,2556.1
27.82,2428.1
27.84,2405.1
27.86,2471.3
27.88,2605.4
27.9,2905
27.92,2907.6
27.94,2644.3
27.96,2252.1
27.98,2015.2
28,1739.4
28.02,1456.4
28.04,1207.8
28.06,1054.7
28.08,934.3
28.1,874
28.12,880.7
28.14,854.8
28.16,846
28.18,867.9
28.2,908.6
28.22,885.7
28.24,859.7
28.26,877.3
28.28,920.3
28.3,907.3
28.32,938.1
28.34,985.5
28.36,1033.4
28.38,1060.9
28.4,1074.4
28.42,1009.7
28.44,922.1
28.46,875.8
28.48,919.2
28.5,892.2
28.52,840
28.54,795.9
28.56,769.2
28.58,766.5
28.6,773.8
28.62,787.1
28.64,816
28.66,795.8
28.68,788.8
28.7,801.8
28.72,805.6
28.74,861.5
28.76,871.3
28.78,854.4
28.8,871.2
28.82,875.6
28.84,930.8
28.86,999.1
28.88,1032.5
28.9,982.2
28.92,987.7
28.94,991.9
28.96,955.5
28.98,920.5
29,918.9
29.02,893.1
29.04,829.5
29.06,802.8
29.08,778.7
29.1,743.5
29.12,716.5
29.14,770.5
29.16,726.7
29.18,711.9
29.2,734.9
29.22,773.7
29.24,738
29.26,713.9
29.28,709.5
29.3,726.9
29.32,691.9
29.34,692
29.36,701.7
29.38,702
29.4,717.2
29.42,718.7
29.44,690.4
29.46,644.3
29.48,702.9
29.5,750.4
29.52,754.4
29.54,716.5
29.56,676.2
29.58,663
29.6,686.7
29.62,725.7
29.64,732.5
29.66,746.5
29.68,722.7
29.7,686.5
29.72,675.1
29.74,687.1
29.76,684.3
29.78,671.8
29.8,657.2
29.82,679.3
29.84,668.6
29.86,665.1
29.88,685.1
29.9,695
29.92,695.8
29.94,677.1
29.96,651.7
29.98,678.4
30,675.4
30.02,675.4
30.04,679.5
30.06,677.2
30.08,654.5
30.1,657.1
30.12,669.9
30.14,666.1
30.16,690
30.18,679.1
30.2,664.3
30.22,673.4
30.24,682.6
30.26,682.8
30.28,676.8
30.3,669.6
30.32,684.9
30.34,722.5
30.36,725.2
30.38,693.9
30.4,711.5
30.42,763.5
30.44,814.8
30.46,846.2
30.48,829.4
30.5,889.4
30.52,932.5
30.54,967.7
30.56,1021.7
30.58,1020.8
30.6,1005.8
30.62,981
30.64,949.6
30.66,912.3
30.68,872.2
30.7,843.3
30.72,832.6
30.74,828.8
30.76,792.1
30.78,777
30.8,801.8
30.82,856.6
30.84,901.8
30.86,954.1
30.88,1026.9
30.9,1144.1
30.92,1318.1
30.94,1504.6
30.96,1687
30.98,1846.9
31,2028.3
31.02,2029.6
31.04,1986.3
31.06,2030.7
31.08,1783.2
31.1,1585.9
31.12,1394
31.14,1182.9
31.16,993.3
31.18,897.1
31.2,824.3
31.22,760.5
31.24,770.4
31.26,718.4
31.28,702
31.3,710.9
31.32,653.8
31.34,659.6
31.36,655.2
31.38,645.9
31.4,656.6
31.42,627
31.44,645.1
31.46,652.4
31.48,586.8
31.5,624.1
31.52,638.2
31.54,641.3
31.56,638
31.58,589.3
31.6,615.5
31.62,635.4
31.64,620.7
31.66,604.7
31.68,595
31.7,605.2
31.72,621.6
31.74,594.9
31.76,590
31.78,650.6
31.8,707
31.82,624
31.84,629.4
31.86,622.3
31.88,611
31.9,610.4
31.92,563.2
31.94,585.2
31.96,619.1
31.98,624.2
32,627.3
32.02,603.7
32.04,576.1
32.06,560.9
32.08,589.8
32.1,593.7
32.12,604.2
32.14,620.5
32.16,612.9
32.18,588.5
32.2,592.2
32.22,619.4
32.24,648.4
32.26,622.7
32.28,620.6
32.3,617.2
32.32,577.2
32.34,630.5
32.36,626.5
32.38,599.1
32.4,576.9
32.42,575.4
32.44,579
32.46,595
32.48,613
32.5,549.8
32.52,564.6
32.54,566.9
32.56,544.3
32.58,545.8
32.6,573.9
32.62,580.7
32.64,574
32.66,586.2
32.68,560.7
32.7,550.5
32.72,564.4
32.74,607.8
32.76,579.9
32.78,566.3
32.8,576.3
32.82,612
32.84,593.7
32.86,606
32.88,615.1
32.9,608
32.92,616.4
32.94,624.7
32.96,622.6
32.98,624.1
33,691.9
33.02,661.5
33.04,641
33.06,652.8
33.08,702.3
33.1,697.5
33.12,704.3
33.14,716
33.16,716
33.18,688.2
33.2,694.4
33.22,713.4
33.24,722.7
33.26,675.5
33.28,670.3
33.3,668
33.32,651.9
33.34,660.3
33.36,652.3
33.38,643.8
33.4,643.6
33.42,664.9
33.44,698.7
33.46,686
33.48,651.5
33.5,679.7
33.52,670.8
33.54,657.7
33.56,635.6
33.58,592.9
33.6,619.6
33.62,607.2
33.64,583.9
33.66,577.8
33.68,571.7
33.7,543.4
33.72,538.1
33.74,568.9
33.76,527.7
33.78,519.6
33.8,531.2
33.82,553.7
33.84,570.5
33.86,565.2
33.88,579.3
33.9,596.2
33.92,552
33.94,549.4
33.96,576.8
33.98,603.8
34,585.5
34.02,585
34.04,573.5
34.06,568.8
34.08,587.8
34.1,582.5
34.12,572.8
34.14,565.4
34.16,567.9
34.18,609.7
34.2,630.9
34.22,634.7
34.24,631.5
34.26,661.2
34.28,667.9
34.3,641.3
34.32,597.2
34.34,584.3
34.36,577.5
34.38,530.2
34.4,480
34.42,498.3
34.44,524.6
34.46,525.1
34.48,528.8
34.5,565
34.52,519.3
34.54,560
34.56,601.8
34.58,590.7
34.6,575.5
34.62,570.8
34.64,582.9
34.66,608.9
34.68,621.8
34.7,650
34.72,642.9
34.74,619.3
34.76,669.6
34.78,664.8
34.8,629.1
34.82,585.9
34.84,570.7
34.86,587.4
34.88,580.3
34.9,562.5
34.92,552.6
34.94,594.5
34.96,601.1
34.98,578.6
35,539.9
35.02,577.9
35.04,576
35.06,555.3
35.08,533.8
35.1,554.4
35.12,567.4
35.14,578.4
35.16,594.5
35.18,632.6
35.2,621.5
35.22,632.7
35.24,671.7
35.26,728.8
35.28,793.9
35.3,805
35.32,778.6
35.34,739.7
35.36,687.9
35.38,678.9
35.4,676.9
35.42,652.7
35.44,588.8
35.46,538
35.48,530.8
35.5,562.8
35.52,521.6
35.54,544.4
35.56,571.4
35.58,578.3
35.6,542.5
35.62,562.7
35.64,585.7
35.66,607.4
35.68,637.1
35.7,685.4
35.72,736.8
35.74,781.5
35.76,808.9
35.78,992
35.8,1085.4
35.82,1133.3
35.84,1170.2
35.86,1139
35.88,1034
35.9,933.3
35.92,878.5
35.94,873.9
35.96,795.6
35.98,713.6
36,643.6
36.02,563.6
36.04,557
36.06,549.7
36.08,530.2
36.1,502
36.12,509.2
36.14,510.2
36.16,508.4
36.18,512.9
36.2,510
36.22,525.5
36.24,532.4
36.26,510.2
36.28,514.8
36.3,515.4
36.32,512.7
36.34,512.1
36.36,549.4
36.38,557.6
36.4,538.1
36.42,510.8
36.44,550.4
36.46,561.2
36.48,597.2
36.5,643.5
36.52,641.2
36.54,643.8
36.56,651.9
36.58,695.1
36.6,814.7
36.62,785.6
36.64,792.8
36.66,811.6
36.68,812.7
