Angle,Intensity
36.9,655.5
36.92,666.3
36.94,627.5
36.96,599.7
36.98,607.7
37,635.9
37.02,656.4
37.04,660
37.06,639.4
37.08,619.8
37.1,623.3
37.12,571.5
37.14,568
37.16,566.5
37.18,544.4
37.2,558.8
37.22,528.7
37.24,505.6
37.26,503
37.28,490.1
37.3,479
37.32,482.5
37.34,492.5
37.36,481.1
37.38,479.3
37.4,471.8
37.42,468.3
37.44,487.3
37.46,468.9
37.48,470.9
37.5,473.6
37.52,455.1
37.54,458.1
37.56,469.8
37.58,478.4
37.6,476.2
37.62,467.1
37.64,462.1
37.66,456.9
37.68,450.3
37.7,445.8
37.72,438
37.74,425.3
37.76,414.5
37.78,426.7
37.8,459.3
37.82,460.3
37.84,440.8
37.86,432.4
37.88,457.5
37.9,469
37.92,469
37.94,462.7
37.96,444.4
37.98,429.4
38,418.9
38.02,419.4
38.04,489.5
38.06,475.8
38.08,469.1
38.1,492.3
38.12,451.2
38.14,442.7
38.16,433.8
38.18,427.8
38.2,462.1
38.22,457.9
38.24,458.4
38.26,462.6
38.28,457.3
38.3,445.5
38.32,445.3
38.34,445.4
38.36,431.4
38.38,481.6
38.4,478
38.42,468.8
38.44,485.9
38.46,454.6
38.48,432
38.5,446.9
38.52,489.8
38.54,426.6
38.56,431.2
38.58,465.9
38.6,493.5
38.62,428
38.64,461.4
38.66,488
38.68,482
38.7,426.4
38.72,460.9
38.74,469.8
38.76,448
38.78,400
38.8,437.3
38.82,432.8
38.84,438.5
38.86,488.2
38.88,458.5
38.9,450.4
38.92,454.3
38.94,461.2
38.96,445.9
38.98,430.7
39,441.5
39.02,472
39.04,472
39.06,473.3
39.08,478.7
39.1,483.3
39.12,476.5
39.14,435.6
39.16,432.6
39.18,446.8
39.2,443
39.22,455.8
39.24,464.6
39.26,486.2
39.28,530.3
39.3,517.4
39.32,520.2
39.34,505.6
39.36,464.6
39.38,460.8
39.4,478.3
39.42,487.8
39.44,488.9
39.46,517.1
39.48,530.2
39.5,527.5
39.52,511.6
39.54,488.8
39.56,469.5
39.58,476.8
39.6,502.8
39.62,532.5
39.64,512.8
39.66,508.5
39.68,529.2
39.7,576.2
39.72,535.1
39.74,503.4
39.76,476.2
39.78,454.3
39.8,466.5
39.82,452.1
39.84,450.1
39.86,465.1
39.88,459.8
39.9,424
39.92,405.4
39.94,412.9
39.96,443.3
39.98,413.3
40,407.2
40.02,418.3
40.04,422.9
40.06,431.9
40.08,430.5
40.1,430.5
40.12,442.9
40.14,439.1
40.16,432
40.18,423.9
40.2,419.3
40.22,443.7
40.24,422.8
40.26,411.8
40.28,426.5
40.3,442.5
40.32,454.6
40.34,454.7
40.36,441.9
40.38,418.3
40.4,456.6
40.42,452
40.44,441.4
40.46,503.8
40.48,509.7
40.5,483.7
40.52,467.9
40.54,502.5
40.56,523.1
40.58,538.8
40.6,566.2
40.62,606.7
40.64,568.6
40.66,544.1
40.68,526
40.7,509.5
40.72,485.9
40.74,452.7
40.76,448.7
40.78,465
40.8,450.5
40.82,444.2
40.84,441.6
40.86,437.3
40.88,423.6
40.9,411.3
40.92,437.4
40.94,461.9
40.96,440.6
40.98,417.7
41,411
41.02,412.8
41.04,418.3
41.06,435.1
41.08,408.7
41.1,399.8
41.12,426.3
41.14,443.1
41.16,419.6
41.18,420.4
41.2,444.5
41.22,436.9
41.24,444.8
41.26,438.5
41.28,428.8
41.3,443.3
41.32,431
41.34,423.6
41.36,430.8
41.38,460.7
41.4,427.2
41.42,441.4
41.44,483.4
41.46,531
41.48,502
41.5,474.8
41.52,460.7
41.54,462
41.56,462
41.58,453.3
41.6,451.8
41.62,453.8
41.64,431.7
41.66,417
41.68,445
41.7,487.1
41.72,475.7
41.74,492.2
41.76,481.8
41.78,465.4
41.8,473
41.82,457.8
41.84,447.2
41.86,454.6
41.88,484.7
41.9,464.2
41.92,440.8
41.94,429
41.96,428.5
41.98,392
42,414.6
42.02,419
42.04,401
42.06,428.4
42.08,420.7
42.1,423.5
42.12,423.1
42.14,374.3
42.16,387.3
42.18,400.6
42.2,406.8
42.22,403
42.24,410.6
42.26,403.7
42.28,391.4
42.3,382.7
42.32,395.6
42.34,399
42.36,401.6
42.38,407.7
42.4,413.8
42.42,399.1
42.44,399
42.46,417.3
42.48,424.9
42.5,401.7
42.52,384
42.54,377.9
42.56,381.7
42.58,391.8
42.6,377.9
42.62,362.9
42.64,382.7
42.66,402.5
42.68,397.2
42.7,393.1
42.72,411.9
42.74,410.4
42.76,384.4
42.78,388.2
42.8,441.2
42.82,452.6
42.84,467.1
42.86,474.3
42.88,474.4
42.9,482.8
42.92,474.2
42.94,464.1
42.96,448.7
42.98,412.1
43,406.2
43.02,421.5
43.04,439
43.06,432.2
43.08,385.9
43.1,370
43.12,383.6
43.14,419.3
43.16,372.9
43.18,366.1
43.2,390.1
43.22,426.6
43.24,371
43.26,378.1
43.28,387.1
43.3,377.5
43.32,361.5
43.34,378.3
43.36,389.4
43.38,386.7
43.4,371.4
43.42,392.1
43.44,388
43.46,372.9
43.48,379.8
43.5,394.7
43.52,391.5
43.54,378.3
43.56,365.3
43.58,374.4
43.6,387.3
43.62,391.4
43.64,379.9
43.66,366.9
43.68,375.2
43.7,398.5
43.72,424.8
43.74,410.4
43.76,401
43.78,391.4
43.8,381.2
43.82,372.9
43.84,393.9
43.86,409.3
43.88,400.7
43.9,344.3
43.92,364.6
43.94,374.5
43.96,371.2
43.98,357.4
44,377.2
44.02,411
44.04,426.6
44.06,407
44.08,407
44.1,388.3
44.12,377.1
44.14,384
44.16,405.3
44.18,421
44.2,441.3
44.22,468
44.24,497.7
44.26,500.3
44.28,537.7
44.3,584.2
44.32,577.3
44.34,645
44.36,695.7
44.38,745.4
44.4,817.8
44.42,892.5
44.44,936.8
44.46,968.6
44.48,996.3
44.5,959
44.52,957.5
44.54,962.7
44.56,956.1
44.58,912
44.6,782.9
44.62,686.8
44.64,643.5
44.66,610
44.68,577.8
44.7,522.5
44.72,455.6
44.74,406.8
44.76,395.4
44.78,384.3
44.8,394
44.82,451
44.84,441.8
44.86,428.5
44.88,424.7
44.9,441
44.92,472.2
44.94,487.4
44.96,504.7
44.98,531.8
45,562.3
45.02,592.7
45.04,642.2
45.06,691.7
45.08,657.4
45.1,714.1
45.12,713.5
45.14,676.6
45.16,699.5
45.18,652
45.2,604.6
45.22,577.7
45.24,589.9
45.26,583.2
45.28,571.1
45.3,564.8
45.32,572.3
45.34,576.8
45.36,570.1
45.38,575.8
45.4,602.9
45.42,628
45.44,601.2
45.46,566.1
45.48,542.1
45.5,548.2
45.52,531.9
45.54,522.6
45.56,512.2
45.58,471.1
45.6,458.1
45.62,435.4
45.64,415.8
45.66,421.9
45.68,421.2
45.7,421.5
45.72,412.7
45.74,386.7
45.76,357.7
45.78,365.1
45.8,379.6
45.82,384
45.84,374.9
45.86,391.2
45.88,390.2
45.9,367.1
45.92,361.8
45.94,385.1
45.96,388.9
45.98,377.4
46,383.5
46.02,415.4
46.04,420.3
46.06,417.7
46.08,444.4
46.1,461.4
46.12,460.4
46.14,442
46.16,409.6
46.18,426.4
46.2,434.3
46.22,421.6
46.24,390.7
46.26,418.1
46.28,424.6
46.3,420.3
46.32,414.4
46.34,429.7
46.36,408.8
46.38,409
46.4,428.3
46.42,429.9
46.44,461.8
46.46,487.3
46.48,506.1
46.5,524.4
46.52,586.2
46.54,675.9
46.56,757.6
46.58,798.9
46.6,895.6
46.62,920.3
46.64,875.3
46.66,775.8
46.68,740
46.7,716.6
46.72,692.9
46.74,658.6
46.76,590.1
46.78,568.8
46.8,551.4
46.82,530.1
46.84,511.8
46.86,481.2
46.88,462.2
46.9,447.3
46.92,419.1
46.94,455.3
46.96,472
46.98,466.9
47,443
47.02,442.2
47.04,421
47.06,402.1
47.08,396.5
47.1,353.8
47.12,359.2
47.14,371.4
47.16,370.6
47.18,347
47.2,375.2
47.22,375.1
47.24,347.2
47.26,353.3
47.28,354
47.3,358.4
47.32,366.8
47.34,377.5
47.36,372.9
47.38,384.1
47.4,388.8
47.42,361.1
47.44,371.8
47.46,375.5
47.48,386.6
47.5,414.7
47.52,451.2
47.54,459.4
47.56,470.6
47.58,491.5
47.6,480
47.62,444.8
47.64,426.5
47.66,430.3
47.68,437.2
47.7,427.9
47.72,437.7
47.74,447.6
47.76,411.1
47.78,378.1
47.8,365
47.82,357
47.84,335.1
47.86,357.2
47.88,328.2
47.9,309.5
47.92,341.5
47.94,318.7
47.96,326.2
47.98,340.3
48,353.3
48.02,387.6
48.04,381.6
48.06,370.6
48.08,360.7
48.1,337.9
48.12,354.3
48.14,373
48.16,377.6
48.18,347.9
48.2,353.8
48.22,385.9
48.24,407.2
48.26,372.1
48.28,394
48.3,403.6
48.32,405.7
48.34,404.4
48.36,394.5
48.38,406.2
48.4,418.6
48.42,422.3
48.44,424.6
48.46,477.1
48.48,519.4
48.5,552.4
48.52,649.9
48.54,716.4
48.56,791.5
48.58,863.6
48.6,891
48.62,823.9
48.64,739.4
48.66,687.7
48.68,726.5
48.7,630
48.72,584.1
48.74,577.1
48.76,590.5
48.78,537.9
48.8,474.2
48.82,425
48.84,407.3
48.86,437.8
48.88,429.4
48.9,436.2
48.92,461.9
48.94,449.7
48.96,468.9
48.98,465.9
49,447.8
49.02,455.4
49.04,429.4
49.06,414.3
49.08,409.6
49.1,408
49.12,399.1
49.14,407.2
49.16,407.8
49.18,380.5
49.2,391.9
49.22,377.8
49.24,359.6
49.26,349.6
49.28,345.8
49.3,337.2
49.32,338.9
49.34,354.9
49.36,379.3
49.38,371.4
49.4,366.6
49.42,369.5
49.44,371.8
49.46,399.7
49.48,398.8
49.5,390.8
49.52,418.2
49.54,405.7
49.56,396
49.58,399.9
49.6,424.7
49.62,414
49.64,415.4
49.66,408.2
49.68,387.3
49.7,423.1
49.72,411.4
49.74,400.5
49.76,400.8
49.78,373.4
49.8,374.8
49.82,372
49.84,362.3
49.86,359.3
49.88,348
49.9,349.3
49.92,360.6
49.94,373.5
49.96,337.4
49.98,325.5
