shift1,intensity1,shift2,intensity2,shift3,intensity3
-349.156,0.890719,-349.156,0.283217,-349.156,0.675499
-348.747,0.730937,-348.747,0.212401,-348.747,0.686309
-348.337,0.626084,-348.337,0.343155,-348.337,0.7433
-347.927,0.627508,-347.927,0.531753,-347.927,0.785363
-347.517,0.701095,-347.517,0.614729,-347.517,0.698392
-347.107,0.760102,-347.107,0.522721,-347.107,0.519287
-346.697,0.689251,-346.697,0.301939,-346.697,0.228871
-346.287,0.459841,-346.287,0.217136,-346.287,-0.00654905
-345.878,0.267252,-345.878,0.392338,-345.878,-0.110004
-345.468,0.186336,-345.468,0.574618,-345.468,-0.151956
-345.058,0.135631,-345.058,0.61863,-345.058,-0.203015
-344.648,0.127434,-344.648,0.600261,-344.648,-0.243576
-344.238,0.239815,-344.238,0.463412,-344.238,-0.369934
-343.828,0.432739,-343.828,0.220208,-343.828,-0.570701
-343.418,0.644462,-343.418,0.044106,-343.418,-0.709794
-343.009,0.87403,-343.009,0.0700579,-343.009,-0.695858
-342.599,1.02281,-342.599,0.177484,-342.599,-0.499453
-342.189,1.15704,-342.189,0.2699,-342.189,-0.121328
-341.779,1.20133,-341.779,0.386875,-341.779,0.182146
-341.369,1.1421,-341.369,0.553928,-341.369,0.192646
-340.959,1.09637,-340.959,0.827545,-340.959,0.109506
-340.549,1.14519,-340.549,0.898624,-340.549,0.09695
-340.14,1.27003,-340.14,0.665766,-340.14,0.102685
-339.73,1.18477,-339.73,0.42221,-339.73,-0.056831
-339.32,0.972934,-339.32,0.354594,-339.32,-0.275127
-338.91,0.84922,-338.91,0.374228,-338.91,-0.287577
-338.5,0.841604,-338.5,0.45943,-338.5,-0.121173
-338.09,0.847302,-338.09,0.497728,-338.09,-0.0534203
-337.68,0.777094,-337.68,0.453214,-337.68,-0.299116
-337.271,0.58687,-337.271,0.463373,-337.271,-0.670411
-336.861,0.405121,-336.861,0.722916,-336.861,-0.784186
-336.451,0.385691,-336.451,1.08374,-336.451,-0.602037
-336.041,0.459196,-336.041,1.24852,-336.041,-0.434695
-335.631,0.61429,-335.631,1.18919,-335.631,-0.462299
-335.221,0.666883,-335.221,0.946095,-335.221,-0.693236
-334.811,0.630655,-334.811,0.750016,-334.811,-0.93428
-334.402,0.647281,-334.402,0.717609,-334.402,-0.991028
-333.992,0.744142,-333.992,0.751081,-333.992,-0.823083
-333.582,0.889977,-333.582,0.83884,-333.582,-0.545862
-333.172,0.933095,-333.172,0.950755,-333.172,-0.452419
-332.762,0.855806,-332.762,0.953535,-332.762,-0.421687
-332.352,0.829526,-332.352,0.848423,-332.352,-0.297472
-331.942,0.89032,-331.942,0.673826,-331.942,-0.16711
-331.533,0.959424,-331.533,0.491358,-331.533,-0.142556
-331.123,0.951252,-331.123,0.269733,-331.123,-0.16998
-330.713,0.746075,-330.713,0.0632514,-330.713,-0.213222
-330.303,0.553291,-330.303,0.101315,-330.303,-0.201422
-329.893,0.512883,-329.893,0.413909,-329.893,-0.0642121
-329.483,0.530247,-329.483,0.808656,-329.483,0.195097
-329.073,0.442375,-329.073,1.25412,-329.073,0.471919
-328.663,0.23615,-328.663,1.61979,-328.663,0.598078
-328.254,0.124401,-328.254,1.70009,-328.254,0.534925
-327.844,0.082285,-327.844,1.50668,-327.844,0.354728
-327.434,0.145677,-327.434,1.31752,-327.434,0.290376
-327.024,0.230509,-327.024,1.20521,-327.024,0.419872
-326.614,0.281824,-326.614,1.13758,-326.614,0.534458
-326.204,0.32034,-326.204,1.05109,-326.204,0.469664
-325.794,0.274961,-325.794,0.85756,-325.794,0.272715
-325.385,0.242633,-325.385,0.709206,-325.385,0.097497
-324.975,0.361347,-324.975,0.792869,-324.975,-0.00487632
-324.565,0.542545,-324.565,1.02504,-324.565,-0.0897367
-324.155,0.640853,-324.155,1.2359,-324.155,-0.0712612
-323.745,0.713611,-323.745,1.35244,-323.745,-0.0529608
-323.335,0.946879,-323.335,1.40501,-323.335,-0.0926709
-322.925,1.23105,-322.925,1.29945,-322.925,-0.0941284
-322.516,1.2745,-322.516,1.1068,-322.516,-0.0385714
-322.106,1.15988,-322.106,1.06492,-322.106,0.00324189
-321.696,1.0188,-321.696,1.15425,-321.696,-0.110018
-321.286,0.856187,-321.286,1.28152,-321.286,-0.155764
-320.876,0.671045,-320.876,1.39074,-320.876,-0.0695687
-320.466,0.466984,-320.466,1.52202,-320.466,-0.0109753
-320.056,0.399244,-320.056,1.57198,-320.056,0.0125489
-319.647,0.574257,-319.647,1.53138,-319.647,-0.0620275
-319.237,0.819963,-319.237,1.46659,-319.237,-0.210899
-318.827,0.931454,-318.827,1.37142,-318.827,-0.280853
-318.417,0.835857,-318.417,1.12661,-318.417,-0.194768
-318.007,0.735579,-318.007,0.780573,-318.007,-0.0278212
-317.597,0.703574,-317.597,0.609613,-317.597,0.0780988
-317.187,0.75038,-317.187,0.68895,-317.187,0.156935
-316.778,0.833619,-316.778,0.775204,-316.778,0.274098
-316.368,0.763446,-316.368,0.846075,-316.368,0.370374
-315.958,0.58466,-315.958,0.902067,-315.958,0.365611
-315.548,0.46516,-315.548,0.977996,-315.548,0.173227
-315.138,0.460337,-315.138,1.05181,-315.138,-0.00943618
-314.728,0.416566,-314.728,1.08882,-314.728,-0.134546
-314.318,0.201995,-314.318,1.1946,-314.318,-0.383311
-313.909,-0.00353846,-313.909,1.31325,-313.909,-0.652664
-313.499,-0.0348907,-313.499,1.32843,-313.499,-0.772822
-313.089,0.0884708,-313.089,1.17405,-313.089,-0.756644
-312.679,0.153436,-312.679,0.977418,-312.679,-0.675376
-312.269,0.083131,-312.269,0.928034,-312.269,-0.613396
-311.859,-0.109311,-311.859,1.00615,-311.859,-0.618277
-311.449,-0.161725,-311.449,1.10038,-311.449,-0.777739
-311.04,0.0667909,-311.04,1.21647,-311.04,-0.938836
-310.63,0.249019,-310.63,1.3669,-310.63,-0.98397
-310.22,0.349995,-310.22,1.34773,-310.22,-1.03176
-309.81,0.460339,-309.81,1.114,-309.81,-1.17216
-309.4,0.472429,-309.4,0.840124,-309.4,-1.22026
-308.99,0.379029,-308.99,0.557974,-308.99,-0.963147
-308.58,0.446019,-308.58,0.34688,-308.58,-0.623806
-308.171,0.682876,-308.171,0.286674,-308.171,-0.369787
-307.761,0.830864,-307.761,0.388784,-307.761,-0.160704
-307.351,0.906438,-307.351,0.546773,-307.351,0.0807116
-306.941,1.03516,-306.941,0.758489,-306.941,0.334707
-306.531,1.1798,-306.531,1.09841,-306.531,0.601401
-306.121,1.22872,-306.121,1.44637,-306.121,0.952216
-305.711,1.14673,-305.711,1.60152,-305.711,1.3229
-305.302,0.95196,-305.302,1.55164,-305.302,1.41969
-304.892,0.687948,-304.892,1.35913,-304.892,1.21213
-304.482,0.606157,-304.482,1.09584,-304.482,1.03849
-304.072,0.730936,-304.072,0.793535,-304.072,1.07163
-303.662,0.86689,-303.662,0.632386,-303.662,1.07999
-303.252,0.924308,-303.252,0.625621,-303.252,1.0246
-302.842,0.922334,-302.842,0.665032,-302.842,1.06964
-302.433,0.768182,-302.433,0.763367,-302.433,1.17482
-302.023,0.393034,-302.023,0.868005,-302.023,1.14134
-301.613,-0.010672,-301.613,0.948324,-301.613,0.906341
-301.203,-0.130876,-301.203,1.00355,-301.203,0.748203
-300.793,0.0584823,-300.793,0.982574,-300.793,0.751277
-300.383,0.369675,-300.383,0.907636,-300.383,0.837499
-299.973,0.579664,-299.973,0.81579,-299.973,0.847269
-299.564,0.638608,-299.564,0.765823,-299.564,0.793292
-299.154,0.572771,-299.154,0.794141,-299.154,0.705396
-298.744,0.482042,-298.744,0.870442,-298.744,0.395039
-298.334,0.481852,-298.334,0.952601,-298.334,0.0140167
-297.924,0.359773,-297.924,0.865808,-297.924,-0.112128
-297.514,0.143392,-297.514,0.62145,-297.514,-0.106969
-297.104,-0.00893959,-297.104,0.489707,-297.104,-0.368714
-296.695,-0.105298,-296.695,0.479889,-296.695,-0.804408
-296.285,-0.175945,-296.285,0.461539,-296.285,-0.988631
-295.875,-0.186447,-295.875,0.542554,-295.875,-0.762051
-295.465,-0.0616251,-295.465,0.697976,-295.465,-0.264983
-295.055,-0.000253457,-295.055,0.784732,-295.055,0.24425
-294.645,-0.202446,-294.645,0.719962,-294.645,0.44591
-294.235,-0.394104,-294.235,0.567254,-294.235,0.280077
-293.826,-0.334123,-293.826,0.433747,-293.826,0.031538
-293.416,-0.0932384,-293.416,0.358701,-293.416,-0.0520638
-293.006,0.150861,-293.006,0.34123,-293.006,0.101011
-292.596,0.251883,-292.596,0.362088,-292.596,0.382472
-292.186,0.252634,-292.186,0.362067,-292.186,0.62502
-291.776,0.195085,-291.776,0.391627,-291.776,0.690124
-291.366,0.0850548,-291.366,0.469688,-291.366,0.56756
-290.957,-0.0277402,-290.957,0.689187,-290.957,0.368871
-290.547,-0.0419819,-290.547,0.996058,-290.547,0.283342
-290.137,0.0236576,-290.137,1.2019,-290.137,0.380799
-289.727,0.141212,-289.727,1.25241,-289.727,0.523687
-289.317,0.28867,-289.317,1.23489,-289.317,0.643664
-288.907,0.300773,-288.907,1.17178,-288.907,0.753667
-288.497,0.337555,-288.497,1.15486,-288.497,0.846007
-288.088,0.594713,-288.088,1.25199,-288.088,0.879742
-287.678,0.959409,-287.678,1.3167,-287.678,0.979337
-287.268,1.29944,-287.268,1.29204,-287.268,1.12313
-286.858,1.57012,-286.858,1.25743,-286.858,1.18992
-286.448,1.7785,-286.448,1.27121,-286.448,1.01686
-286.038,1.84747,-286.038,1.28137,-286.038,0.531163
-285.628,1.6305,-285.628,1.20324,-285.628,0.133323
-285.219,1.36011,-285.219,1.06717,-285.219,0.1051
-284.809,1.27383,-284.809,1.05992,-284.809,0.32285
-284.399,1.27139,-284.399,1.06709,-284.399,0.630841
-283.989,1.24417,-283.989,0.930563,-283.989,0.857557
-283.579,1.28185,-283.579,0.782501,-283.579,1.02963
-283.169,1.45671,-283.169,0.715524,-283.169,1.16623
-282.759,1.59674,-282.759,0.663957,-282.759,1.24314
-282.35,1.63821,-282.35,0.64716,-282.35,1.40383
-281.94,1.67343,-281.94,0.630399,-281.94,1.63401
-281.53,1.70425,-281.53,0.676428,-281.53,1.79208
-281.12,1.77114,-281.12,0.654447,-281.12,1.76878
-280.71,1.85199,-280.71,0.520061,-280.71,1.71398
-280.3,1.84896,-280.3,0.435259,-280.3,1.63902
-279.89,1.74262,-279.89,0.46733,-279.89,1.45995
-279.481,1.61363,-279.481,0.483268,-279.481,1.2154
-279.071,1.52738,-279.071,0.47287,-279.071,1.03071
-278.661,1.62593,-278.661,0.514434,-278.661,0.859461
-278.251,1.78905,-278.251,0.533882,-278.251,0.602833
-277.841,1.76969,-277.841,0.524961,-277.841,0.293959
-277.431,1.61757,-277.431,0.580702,-277.431,-0.0319887
-277.021,1.43047,-277.021,0.710002,-277.021,-0.243649
-276.612,1.44477,-276.612,0.869336,-276.612,-0.187891
-276.202,1.69141,-276.202,1.05166,-276.202,0.155216
-275.792,1.87487,-275.792,1.24807,-275.792,0.445642
-275.382,1.90217,-275.382,1.38768,-275.382,0.371672
-274.972,1.87994,-274.972,1.35886,-274.972,-0.0226702
-274.562,1.84675,-274.562,1.27156,-274.562,-0.374432
-274.152,1.82455,-274.152,1.11598,-274.152,-0.334728
-273.743,1.77165,-273.743,1.05109,-273.743,-0.0800243
-273.333,1.73517,-273.333,1.10947,-273.333,0.222
-272.923,1.71014,-272.923,1.13479,-272.923,0.475897
-272.513,1.6099,-272.513,1.1359,-272.513,0.582443
-272.103,1.50652,-272.103,1.14097,-272.103,0.617763
-271.693,1.48684,-271.693,1.00759,-271.693,0.615163
-271.283,1.45921,-271.283,0.81109,-271.283,0.585658
-270.874,1.34755,-270.874,0.679307,-270.874,0.555011
-270.464,1.24978,-270.464,0.537431,-270.464,0.395504
-270.054,1.14304,-270.054,0.426382,-270.054,0.169957
-269.644,0.997617,-269.644,0.499191,-269.644,0.104832
-269.234,0.965341,-269.234,0.834958,-269.234,0.246194
-268.824,1.038,-268.824,1.20497,-268.824,0.430338
-268.414,1.21536,-268.414,1.3733,-268.414,0.446005
-268.005,1.4151,-268.005,1.3697,-268.005,0.509131
-267.595,1.6119,-267.595,1.23042,-267.595,0.638158
-267.185,1.70999,-267.185,1.02869,-267.185,0.577718
-266.775,1.65443,-266.775,0.841127,-266.775,0.516225
-266.365,1.59841,-266.365,0.743179,-266.365,0.754072
-265.955,1.74994,-265.955,0.776506,-265.955,1.1074
-265.545,2.11818,-265.545,0.800128,-265.545,1.30163
-265.136,2.55522,-265.136,0.668667,-265.136,1.48171
-264.726,2.52667,-264.726,0.464179,-264.726,1.71527
-264.316,1.9433,-264.316,0.407516,-264.316,1.72576
-263.906,1.55326,-263.906,0.397,-263.906,1.60173
-263.496,1.36547,-263.496,0.273263,-263.496,1.53496
-263.086,1.19936,-263.086,0.0304369,-263.086,1.59994
-262.676,0.996063,-262.676,-0.271105,-262.676,1.59831
-262.267,0.751986,-262.267,-0.45149,-262.267,1.52946
-261.857,0.589,-261.857,-0.093924,-261.857,1.65343
-261.447,0.46549,-261.447,0.602588,-261.447,1.88903
-261.037,0.329489,-261.037,1.07779,-261.037,2.01994
-260.627,0.215172,-260.627,1.28868,-260.627,1.92928
-260.217,0.162994,-260.217,1.37504,-260.217,1.67597
-259.807,0.229009,-259.807,1.38997,-259.807,1.34567
-259.397,0.306381,-259.397,1.27855,-259.397,1.03877
-258.988,0.275954,-258.988,1.06304,-258.988,0.805472
-258.578,0.216379,-258.578,0.910626,-258.578,0.838589
-258.168,0.183267,-258.168,0.881106,-258.168,1.15869
-257.758,0.0550113,-257.758,0.876202,-257.758,1.32039
-257.348,-0.129857,-257.348,0.833446,-257.348,1.20176
-256.938,-0.263274,-256.938,0.877613,-256.938,1.14281
-256.528,-0.241748,-256.528,1.02354,-256.528,1.17021
-256.119,-0.230391,-256.119,1.12315,-256.119,1.05224
-255.709,-0.367456,-255.709,1.11371,-255.709,0.875251
-255.299,-0.466897,-255.299,1.04596,-255.299,0.803565
-254.889,-0.527696,-254.889,0.995357,-254.889,0.849957
-254.479,-0.609583,-254.479,0.95226,-254.479,0.968872
-254.069,-0.722684,-254.069,1.03348,-254.069,0.996271
-253.659,-0.707634,-253.659,1.18905,-253.659,0.977467
-253.25,-0.591859,-253.25,1.35806,-253.25,1.01721
-252.84,-0.601999,-252.84,1.49601,-252.84,1.04571
-252.43,-0.60775,-252.43,1.64441,-252.43,1.03064
-252.02,-0.426203,-252.02,1.91833,-252.02,0.979795
-251.61,-0.0979595,-251.61,2.08803,-251.61,0.832168
-251.2,0.174454,-251.2,2.05548,-251.2,0.704908
-250.79,0.301371,-250.79,2.00589,-250.79,0.782012
-250.381,0.374342,-250.381,2.00128,-250.381,1.03163
-249.971,0.507138,-249.971,2.10532,-249.971,1.24839
-249.561,0.639842,-249.561,2.24929,-249.561,1.30197
-249.151,0.627305,-249.151,2.2786,-249.151,1.13679
-248.741,0.501498,-248.741,2.25565,-248.741,1.01777
-248.331,0.331295,-248.331,2.30104,-248.331,1.19268
-247.921,0.148506,-247.921,2.29993,-247.921,1.32893
-247.512,0.055736,-247.512,2.17814,-247.512,1.25393
-247.102,0.155071,-247.102,2.09038,-247.102,1.17922
-246.692,0.325434,-246.692,2.01479,-246.692,1.05792
-246.282,0.531616,-246.282,1.92817,-246.282,0.857065
-245.872,0.742829,-245.872,1.94883,-245.872,0.737529
-245.462,0.883507,-245.462,2.02918,-245.462,0.685949
-245.052,0.865335,-245.052,2.02583,-245.052,0.55274
-244.643,0.72121,-244.643,1.89791,-244.643,0.443086
-244.233,0.624925,-244.233,1.7044,-244.233,0.52988
-243.823,0.564616,-243.823,1.53136,-243.823,0.643809
-243.413,0.593738,-243.413,1.39428,-243.413,0.580356
-243.003,0.791942,-243.003,1.31104,-243.003,0.417423
-242.593,0.937674,-242.593,1.23576,-242.593,0.356623
-242.183,1.00905,-242.183,1.18137,-242.183,0.413474
-241.774,1.11303,-241.774,1.14317,-241.774,0.507467
-241.364,1.15836,-241.364,1.22721,-241.364,0.584694
-240.954,1.06712,-240.954,1.50702,-240.954,0.665326
-240.544,0.992827,-240.544,1.80154,-240.544,0.845898
-240.134,0.995673,-240.134,1.93607,-240.134,1.07336
-239.724,0.912116,-239.724,1.94919,-239.724,1.02444
-239.314,0.790946,-239.314,1.96202,-239.314,0.691817
-238.905,0.672806,-238.905,2.04089,-238.905,0.229774
-238.495,0.536014,-238.495,2.10787,-238.495,-0.190162
-238.085,0.424256,-238.085,2.08935,-238.085,-0.305668
-237.675,0.30819,-237.675,1.93166,-237.675,-0.192931
-237.265,0.268494,-237.265,1.56115,-237.265,0.0967125
-236.855,0.459061,-236.855,1.18421,-236.855,0.636899
-236.445,0.801319,-236.445,1.07891,-236.445,1.11048
-236.036,1.00758,-236.036,1.20988,-236.036,1.19922
-235.626,0.936316,-235.626,1.45797,-235.626,0.978107
-235.216,0.77964,-235.216,1.73656,-235.216,0.801757
-234.806,0.658227,-234.806,1.75785,-234.806,0.905139
-234.396,0.555065,-234.396,1.51258,-234.396,1.27689
-233.986,0.511031,-233.986,1.22995,-233.986,1.76857
-233.576,0.441874,-233.576,1.09071,-233.576,1.94483
-233.167,0.401474,-233.167,1.09749,-233.167,1.71798
-232.757,0.4052,-232.757,1.11507,-232.757,1.4054
-232.347,0.465813,-232.347,1.09563,-232.347,1.11222
-231.937,0.577105,-231.937,1.05014,-231.937,0.837039
-231.527,0.562962,-231.527,1.05063,-231.527,0.658435
-231.117,0.465462,-231.117,1.07109,-231.117,0.676988
-230.707,0.37001,-230.707,1.02398,-230.707,0.734205
-230.298,0.367345,-230.298,0.943872,-230.298,0.894556
-229.888,0.475606,-229.888,0.780337,-229.888,1.05959
-229.478,0.565091,-229.478,0.705452,-229.478,1.04496
-229.068,0.596237,-229.068,0.861205,-229.068,1.00884
-228.658,0.693039,-228.658,1.07611,-228.658,0.898309
-228.248,0.74221,-228.248,1.29011,-228.248,0.779054
-227.838,0.780068,-227.838,1.38005,-227.838,0.7421
-227.429,0.816462,-227.429,1.29783,-227.429,0.577616
-227.019,0.646829,-227.019,1.18862,-227.019,0.202522
-226.609,0.492587,-226.609,1.24799,-226.609,-0.17251
-226.199,0.513126,-226.199,1.51215,-226.199,-0.256093
-225.789,0.471803,-225.789,1.75938,-225.789,0.0728991
-225.379,0.317767,-225.379,1.82805,-225.379,0.407987
-224.969,0.173771,-224.969,1.76717,-224.969,0.48499
-224.56,0.216726,-224.56,1.77717,-224.56,0.387958
-224.15,0.485181,-224.15,1.76513,-224.15,0.240275
-223.74,0.64528,-223.74,1.62599,-223.74,0.139225
-223.33,0.475682,-223.33,1.43949,-223.33,0.173744
-222.92,0.135368,-222.92,1.16582,-222.92,0.348011
-222.51,-0.162976,-222.51,0.870944,-222.51,0.60142
-222.1,-0.236984,-222.1,0.750551,-222.1,0.809033
-221.691,-0.120266,-221.691,0.761928,-221.691,0.76304
-221.281,0.0938758,-221.281,0.84099,-221.281,0.478519
-220.871,0.240862,-220.871,0.956161,-220.871,0.322957
-220.461,0.242667,-220.461,1.04279,-220.461,0.471419
-220.051,0.336414,-220.051,0.990937,-220.051,0.751004
-219.641,0.494461,-219.641,0.747758,-219.641,0.980838
-219.231,0.495892,-219.231,0.505579,-219.231,1.04804
-218.822,0.337637,-218.822,0.43892,-218.822,0.818905
-218.412,0.310473,-218.412,0.570776,-218.412,0.388234
-218.002,0.358034,-218.002,0.666952,-218.002,0.271952
-217.592,0.367886,-217.592,0.640496,-217.592,0.506957
-217.182,0.347228,-217.182,0.505268,-217.182,0.819978
-216.772,0.260689,-216.772,0.390222,-216.772,1.11653
-216.362,0.218545,-216.362,0.446831,-216.362,1.23079
-215.953,0.190979,-215.953,0.648166,-215.953,1.169
-215.543,0.208564,-215.543,0.862418,-215.543,1.13005
-215.133,0.405028,-215.133,1.00117,-215.133,1.19901
-214.723,0.735755,-214.723,0.939516,-214.723,1.1907
-214.313,1.00038,-214.313,0.762319,-214.313,0.935274
-213.903,1.18025,-213.903,0.597523,-213.903,0.702727
-213.493,1.3106,-213.493,0.466266,-213.493,0.69104
-213.084,1.37212,-213.084,0.418514,-213.084,0.878884
-212.674,1.44809,-212.674,0.454008,-212.674,1.12175
-212.264,1.45357,-212.264,0.560182,-212.264,1.13477
-211.854,1.30294,-211.854,0.686538,-211.854,0.9831
-211.444,1.06635,-211.444,0.859375,-211.444,0.877163
-211.034,0.931051,-211.034,1.04595,-211.034,0.76574
-210.624,0.835994,-210.624,1.06302,-210.624,0.581786
-210.215,0.622018,-210.215,0.935932,-210.215,0.53787
-209.805,0.435726,-209.805,0.803696,-209.805,0.741795
-209.395,0.333126,-209.395,0.691131,-209.395,0.98818
-208.985,0.220248,-208.985,0.722657,-208.985,1.11995
-208.575,0.146273,-208.575,0.917838,-208.575,1.063
-208.165,0.00438282,-208.165,1.07342,-208.165,0.952152
-207.755,-0.119274,-207.755,1.06246,-207.755,0.814372
-207.346,-0.055452,-207.346,1.00684,-207.346,0.615707
-206.936,0.0122565,-206.936,0.973798,-206.936,0.435006
-206.526,-9.48E-05,-206.526,0.943373,-206.526,0.342084
-206.116,0.100801,-206.116,0.952301,-206.116,0.421192
-205.706,0.396376,-205.706,1.04804,-205.706,0.686243
-205.296,0.680903,-205.296,1.13966,-205.296,1.0292
-204.886,0.890025,-204.886,1.27805,-204.886,1.26908
-204.477,1.03938,-204.477,1.35884,-204.477,1.43061
-204.067,1.01678,-204.067,1.3335,-204.067,1.39989
-203.657,0.871673,-203.657,1.25333,-203.657,1.36651
-203.247,0.886529,-203.247,1.21901,-203.247,1.37221
-202.837,1.2064,-202.837,1.27878,-202.837,1.16043
-202.427,1.88364,-202.427,1.25466,-202.427,0.880775
-202.017,2.64981,-202.017,1.10758,-202.017,0.646347
-201.608,3.21491,-201.608,0.927586,-201.608,0.490928
-201.198,3.54348,-201.198,0.780972,-201.198,0.466535
-200.788,3.88624,-200.788,0.730645,-200.788,0.62451
-200.378,4.32177,-200.378,0.810953,-200.378,0.967655
-199.968,4.80616,-199.968,0.94553,-199.968,1.37985
-199.558,5.4586,-199.558,1.00552,-199.558,1.45042
-199.148,6.30339,-199.148,0.897442,-199.148,1.20349
-198.739,7.1471,-198.739,0.605995,-198.739,1.14933
-198.329,7.73053,-198.329,0.266857,-198.329,1.40186
-197.919,8.16737,-197.919,0.153063,-197.919,1.62624
-197.509,8.35148,-197.509,0.185489,-197.509,1.68863
-197.099,8.17163,-197.099,0.305563,-197.099,1.66643
-196.689,7.94005,-196.689,0.491581,-196.689,1.57609
-196.279,7.81762,-196.279,0.703151,-196.279,1.51707
-195.87,7.68042,-195.87,0.900218,-195.87,1.64704
-195.46,7.41069,-195.46,1.09706,-195.46,2.00008
-195.05,6.96978,-195.05,1.09044,-195.05,2.4194
-194.64,6.39983,-194.64,0.763943,-194.64,2.76788
-194.23,5.78212,-194.23,0.47139,-194.23,3.02823
-193.82,5.19106,-193.82,0.382939,-193.82,3.25803
-193.41,4.59847,-193.41,0.485432,-193.41,3.38806
-193,4.03949,-193,0.76738,-193,3.59808
-192.591,3.63956,-192.591,1.09358,-192.591,4.22114
-192.181,3.41887,-192.181,1.31939,-192.181,5.05169
-191.771,3.31968,-191.771,1.34401,-191.771,5.78456
-191.361,3.25695,-191.361,1.2189,-191.361,6.46668
-190.951,3.25286,-190.951,1.22052,-190.951,7.296
-190.541,3.30834,-190.541,1.47754,-190.541,8.34826
-190.131,3.29918,-190.131,1.88831,-190.131,9.36541
-189.722,3.16796,-189.722,2.15282,-189.722,10.1231
-189.312,2.94682,-189.312,2.19958,-189.312,10.5541
-188.902,2.63623,-188.902,2.19231,-188.902,10.6035
-188.492,2.24977,-188.492,2.13343,-188.492,10.475
-188.082,1.92107,-188.082,1.96691,-188.082,10.5135
-187.672,1.70588,-187.672,1.88045,-187.672,10.5996
-187.262,1.65635,-187.262,1.99216,-187.262,10.4123
-186.853,1.8229,-186.853,2.21795,-186.853,9.92216
-186.443,1.93775,-186.443,2.47784,-186.443,9.19767
-186.033,1.88227,-186.033,2.81579,-186.033,8.40981
-185.623,1.85722,-185.623,3.41796,-185.623,7.7177
-185.213,1.92671,-185.213,4.25003,-185.213,7.18554
-184.803,2.00438,-184.803,5.1075,-184.803,6.812
-184.393,1.88112,-184.393,5.89139,-184.393,6.24037
-183.984,1.58891,-183.984,6.52847,-183.984,5.45489
-183.574,1.40998,-183.574,7.05953,-183.574,4.90551
-183.164,1.37653,-183.164,7.50096,-183.164,4.54014
-182.754,1.31996,-182.754,7.78955,-182.754,4.20561
-182.344,1.17041,-182.344,8.0333,-182.344,4.03083
-181.934,1.00652,-181.934,8.21868,-181.934,3.982
-181.524,0.943117,-181.524,8.17299,-181.524,3.89142
-181.115,0.858033,-181.115,7.97446,-181.115,3.62655
-180.705,0.808589,-180.705,7.66547,-180.705,3.19714
-180.295,0.917474,-180.295,7.13515,-180.295,2.83832
-179.885,0.947378,-179.885,6.46561,-179.885,2.81409
-179.475,0.800535,-179.475,5.72459,-179.475,3.18514
-179.065,0.417384,-179.065,4.92714,-179.065,3.6742
-178.655,-0.00404106,-178.655,4.28705,-178.655,3.88854
-178.246,-0.149769,-178.246,4.0223,-178.246,3.54356
-177.836,0.026316,-177.836,4.02192,-177.836,2.91504
-177.426,0.256858,-177.426,4.11253,-177.426,2.41853
-177.016,0.403337,-177.016,4.13941,-177.016,2.13139
-176.606,0.446173,-176.606,4.08735,-176.606,2.01817
-176.196,0.412257,-176.196,3.99092,-176.196,1.96423
-175.786,0.300592,-175.786,3.74189,-175.786,1.99294
-175.377,0.110295,-175.377,3.44371,-175.377,2.14839
-174.967,0.0794384,-174.967,3.22387,-174.967,2.29662
-174.557,0.199505,-174.557,3.0246,-174.557,2.23153
-174.147,0.248838,-174.147,2.89854,-174.147,2.13947
-173.737,0.129433,-173.737,2.80679,-173.737,2.24841
-173.327,0.0329991,-173.327,2.52518,-173.327,2.42699
-172.917,0.0738953,-172.917,2.02988,-172.917,2.43877
-172.508,0.188897,-172.508,1.66182,-172.508,2.13389
-172.098,0.33847,-172.098,1.6008,-172.098,1.72809
-171.688,0.505745,-171.688,1.66027,-171.688,1.60183
-171.278,0.605779,-171.278,1.59773,-171.278,1.73531
-170.868,0.655422,-170.868,1.4594,-170.868,1.8246
-170.458,0.701214,-170.458,1.44528,-170.458,1.77269
-170.048,0.787352,-170.048,1.60655,-170.048,1.74966
-169.639,0.93397,-169.639,1.77623,-169.639,1.81331
-169.229,0.914845,-169.229,1.85633,-169.229,1.87974
-168.819,0.61988,-168.819,1.74919,-168.819,1.82111
-168.409,0.256528,-168.409,1.48713,-168.409,1.61641
-167.999,0.0526972,-167.999,1.29479,-167.999,1.37855
-167.589,0.157708,-167.589,1.12147,-167.589,1.3384
-167.179,0.3742,-167.179,1.02685,-167.179,1.52314
-166.77,0.447803,-166.77,1.1074,-166.77,1.51663
-166.36,0.397529,-166.36,1.29553,-166.36,1.35205
-165.95,0.300933,-165.95,1.44176,-165.95,1.26605
-165.54,0.192421,-165.54,1.50299,-165.54,1.151
-165.13,0.0255256,-165.13,1.46136,-165.13,0.961869
-164.72,-0.0914154,-164.72,1.374,-164.72,0.874907
-164.31,-0.0822893,-164.31,1.23799,-164.31,0.942941
-163.901,-0.126006,-163.901,1.05443,-163.901,1.01565
-163.491,-0.250233,-163.491,0.92545,-163.491,0.88269
-163.081,-0.276554,-163.081,1.07906,-163.081,0.679003
-162.671,-0.0745291,-162.671,1.38532,-162.671,0.654928
-162.261,0.148792,-162.261,1.65436,-162.261,0.760304
-161.851,0.19754,-161.851,1.84667,-161.851,0.8333
-161.441,0.127198,-161.441,1.82201,-161.441,0.887537
