shift1,intensity1,shift2,intensity2,shift3,intensity3
-161.032,-0.0412669,-161.032,1.63836,-161.032,0.933038
-160.622,-0.144225,-160.622,1.42513,-160.622,0.970319
-160.212,-0.0999401,-160.212,1.18891,-160.212,1.03918
-159.802,0.101782,-159.802,0.987817,-159.802,1.19879
-159.392,0.417649,-159.392,0.837456,-159.392,1.32396
-158.982,0.787434,-158.982,0.706566,-158.982,1.22286
-158.572,1.08689,-158.572,0.645893,-158.572,1.23567
-158.163,1.13829,-158.163,0.558264,-158.163,1.52406
-157.753,0.909497,-157.753,0.556582,-157.753,1.77688
-157.343,0.467101,-157.343,0.695622,-157.343,1.79473
-156.933,-0.00245767,-156.933,0.734055,-156.933,1.66443
-156.523,-0.288098,-156.523,0.65174,-156.523,1.42978
-156.113,-0.33603,-156.113,0.619364,-156.113,1.23151
-155.703,-0.20688,-155.703,0.6733,-155.703,1.02206
-155.294,-0.00239384,-155.294,0.81704,-155.294,0.815729
-154.884,0.135113,-154.884,0.913323,-154.884,0.759408
-154.474,0.246507,-154.474,0.980114,-154.474,0.807688
-154.064,0.415524,-154.064,1.16431,-154.064,0.827312
-153.654,0.564169,-153.654,1.45401,-153.654,0.836745
-153.244,0.714787,-153.244,1.54526,-153.244,0.927715
-152.834,0.840801,-152.834,1.49375,-152.834,1.04585
-152.425,0.881562,-152.425,1.46363,-152.425,1.15334
-152.015,0.888629,-152.015,1.50838,-152.015,1.22333
-151.605,0.881511,-151.605,1.53991,-151.605,1.24571
-151.195,0.860741,-151.195,1.37064,-151.195,1.22593
-150.785,0.735935,-150.785,0.976861,-150.785,1.24382
-150.375,0.557845,-150.375,0.538327,-150.375,1.38888
-149.965,0.453478,-149.965,0.215614,-149.965,1.574
-149.556,0.394337,-149.556,0.01572,-149.556,1.60438
-149.146,0.440248,-149.146,0.0911648,-149.146,1.5491
-148.736,0.60543,-148.736,0.378799,-148.736,1.52891
-148.326,0.77772,-148.326,0.596171,-148.326,1.59396
-147.916,0.888565,-147.916,0.50678,-147.916,1.71013
-147.506,0.906652,-147.506,0.215009,-147.506,1.76037
-147.096,0.812273,-147.096,-0.00589786,-147.096,1.77212
-146.687,0.66866,-146.687,-0.00119881,-146.687,1.92789
-146.277,0.582299,-146.277,0.146909,-146.277,2.26056
-145.867,0.471628,-145.867,0.339259,-145.867,2.54786
-145.457,0.33319,-145.457,0.445728,-145.457,2.64251
-145.047,0.22257,-145.047,0.45706,-145.047,2.60483
-144.637,0.0837053,-144.637,0.448509,-144.637,2.48303
-144.227,0.0890614,-144.227,0.385172,-144.227,2.5732
-143.818,0.328707,-143.818,0.2209,-143.818,3.01925
-143.408,0.602972,-143.408,0.162772,-143.408,3.45957
-142.998,0.691622,-142.998,0.36235,-142.998,3.6058
-142.588,0.580233,-142.588,0.687556,-142.588,3.531
-142.178,0.473416,-142.178,0.9034,-142.178,3.41817
-141.768,0.426548,-141.768,0.876834,-141.768,3.22814
-141.358,0.408864,-141.358,0.763124,-141.358,2.93179
-140.949,0.46425,-140.949,0.797922,-140.949,2.66645
-140.539,0.514498,-140.539,0.910981,-140.539,2.5466
-140.129,0.419622,-140.129,0.898173,-140.129,2.61906
-139.719,0.230283,-139.719,0.798697,-139.719,2.83706
-139.309,-0.0129127,-139.309,0.819323,-139.309,3.10542
-138.899,-0.120087,-138.899,0.91822,-138.899,3.30519
-138.489,0.0422751,-138.489,0.980768,-138.489,3.27461
-138.08,0.419109,-138.08,1.03208,-138.08,3.05785
-137.67,0.880305,-137.67,1.01613,-137.67,2.78614
-137.26,1.16153,-137.26,1.01237,-137.26,2.47539
-136.85,1.27474,-136.85,1.13342,-136.85,2.32209
-136.44,1.33775,-136.44,1.28854,-136.44,2.3218
-136.03,1.3577,-136.03,1.27328,-136.03,2.32908
-135.62,1.27421,-135.62,1.23054,-135.62,2.46449
-135.211,1.16283,-135.211,1.3248,-135.211,2.70077
-134.801,1.16233,-134.801,1.42721,-134.801,2.78487
-134.391,1.31152,-134.391,1.52219,-134.391,2.66558
-133.981,1.57399,-133.981,1.57955,-133.981,2.58647
-133.571,1.70839,-133.571,1.57274,-133.571,2.51955
-133.161,1.77997,-133.161,1.43274,-133.161,2.49522
-132.751,1.99808,-132.751,1.25548,-132.751,2.50053
-132.342,2.27061,-132.342,1.25155,-132.342,2.48341
-131.932,2.51909,-131.932,1.26717,-131.932,2.61008
-131.522,2.56798,-131.522,1.33889,-131.522,2.88965
-131.112,2.22099,-131.112,1.45626,-131.112,3.15459
-130.702,1.69315,-130.702,1.44813,-130.702,3.24505
-130.292,1.47358,-130.292,1.42656,-130.292,3.29051
-129.882,1.53402,-129.882,1.47531,-129.882,3.50832
-129.473,1.56453,-129.473,1.49767,-129.473,3.86464
-129.063,1.53678,-129.063,1.41252,-129.063,4.23421
-128.653,1.56968,-128.653,1.26746,-128.653,4.69696
-128.243,1.79263,-128.243,1.2109,-128.243,5.3095
-127.833,2.09906,-127.833,1.20625,-127.833,5.78673
-127.423,2.4122,-127.423,1.27441,-127.423,5.89075
-127.013,2.77636,-127.013,1.43802,-127.013,5.85726
-126.604,3.1771,-126.604,1.50288,-126.604,6.07031
-126.194,3.58945,-126.194,1.41898,-126.194,6.40453
-125.784,4.00772,-125.784,1.37311,-125.784,6.79437
-125.374,4.45066,-125.374,1.50458,-125.374,7.39418
-124.964,4.98313,-124.964,1.80974,-124.964,8.18953
-124.554,5.59826,-124.554,2.15911,-124.554,9.23371
-124.144,6.27597,-124.144,2.55688,-124.144,10.4859
-123.734,7.02495,-123.734,3.21902,-123.734,11.85
-123.325,7.90331,-123.325,4.14518,-123.325,13.1949
-122.915,8.98297,-122.915,5.14218,-122.915,14.6949
-122.505,10.2245,-122.505,6.28109,-122.505,16.7174
-122.095,11.8564,-122.095,7.84028,-122.095,19.4215
-121.685,14.2215,-121.685,9.96939,-121.685,22.9646
-121.275,17.559,-121.275,12.966,-121.275,27.7811
-120.865,22.1957,-120.865,17.0625,-120.865,34.233
-120.456,28.5201,-120.456,22.5205,-120.456,42.7678
-120.046,36.8876,-120.046,29.9296,-120.046,54.0019
-119.636,47.3691,-119.636,39.6361,-119.636,68.2696
-119.226,59.538,-119.226,51.2114,-119.226,84.8481
-118.816,72.3526,-118.816,63.4568,-118.816,101.592
-118.406,84.0978,-118.406,74.7391,-118.406,116.458
-117.996,93.3298,-117.996,83.8607,-117.996,128.083
-117.587,99.8366,-117.587,90.8199,-117.587,136.251
-117.177,104.474,-117.177,96.4836,-117.177,142.086
-116.767,107.817,-116.767,101.196,-116.767,146.262
-116.357,109.456,-116.357,104.215,-116.357,147.694
-115.947,108.273,-115.947,104.26,-115.947,144.727
-115.537,103.306,-115.537,100.611,-115.537,136.684
-115.127,94.7688,-115.127,93.641,-115.127,124.28
-114.718,84.069,-114.718,84.4258,-114.718,109.449
-114.308,72.9949,-114.308,74.3366,-114.308,94.1923
-113.898,62.6522,-113.898,64.5203,-113.898,80.0677
-113.488,53.4621,-113.488,55.6772,-113.488,67.8311
-113.078,45.7188,-113.078,48.2282,-113.078,57.643
-112.668,39.5979,-112.668,42.1933,-112.668,49.5559
-112.258,34.9127,-112.258,37.2122,-112.258,43.1906
-111.849,31.3074,-111.849,33.2076,-111.849,37.9906
-111.439,28.4379,-111.439,30.2086,-111.439,33.8054
-111.029,26.146,-111.029,28.0324,-111.029,30.7271
-110.619,24.3468,-110.619,26.3581,-110.619,28.5877
-110.209,22.8368,-110.209,24.9142,-110.209,27.0414
-109.799,21.4248,-109.799,23.5215,-109.799,25.6683
-109.389,20.0051,-109.389,22.0879,-109.389,24.1231
-108.98,18.5028,-108.98,20.5855,-108.98,22.4757
-108.57,16.9005,-108.57,19.0273,-108.57,20.8587
-108.16,15.3572,-108.16,17.539,-108.16,19.2255
-107.75,14.0291,-107.75,16.2555,-107.75,17.7535
-107.34,12.7788,-107.34,15.2315,-107.34,16.5434
-106.93,11.628,-106.93,14.3521,-106.93,15.3541
-106.52,10.7632,-106.52,13.4941,-106.52,14.0921
-106.111,10.1455,-106.111,12.7391,-106.111,12.864
-105.701,9.64351,-105.701,12.1332,-105.701,11.7232
-105.291,9.0305,-105.291,11.5329,-105.291,10.7649
-104.881,8.3057,-104.881,10.7921,-104.881,9.97383
-104.471,7.82701,-104.471,9.95317,-104.471,9.28107
-104.061,7.5644,-104.061,9.21331,-104.061,8.68662
-103.651,7.183,-103.651,8.73464,-103.651,8.23744
-103.242,6.63808,-103.242,8.41491,-103.242,7.82238
-102.832,6.23157,-102.832,7.9928,-102.832,7.3981
-102.422,6.01369,-102.422,7.579,-102.422,6.97282
-102.012,5.69665,-102.012,7.3714,-102.012,6.49754
-101.602,5.25125,-101.602,7.19945,-101.602,6.00718
-101.192,4.85731,-101.192,6.97198,-101.192,5.40169
-100.782,4.70924,-100.782,6.71205,-100.782,4.73682
-100.373,4.59097,-100.373,6.38302,-100.373,4.14843
-99.9627,4.33527,-99.9627,6.14313,-99.9627,3.68065
-99.5529,4.07041,-99.5529,6.00616,-99.5529,3.43038
-99.143,3.82471,-99.143,5.89153,-99.143,3.39805
-98.7332,3.6286,-98.7332,5.82926,-98.7332,3.40562
-98.3233,3.4561,-98.3233,5.65385,-98.3233,3.42533
-97.9134,3.20108,-97.9134,5.38225,-97.9134,3.28885
-97.5036,2.92559,-97.5036,5.13397,-97.5036,2.86375
-97.0937,2.76246,-97.0937,4.78843,-97.0937,2.62195
-96.6839,2.75027,-96.6839,4.40053,-96.6839,2.68749
-96.274,2.85429,-96.274,4.17197,-96.274,2.80211
-95.8642,2.97596,-95.8642,4.09049,-95.8642,2.9097
-95.4543,3.04947,-95.4543,3.91928,-95.4543,2.92703
-95.0444,3.04676,-95.0444,3.65524,-95.0444,2.72241
-94.6346,2.85851,-94.6346,3.43698,-94.6346,2.36875
-94.2247,2.63664,-94.2247,3.37855,-94.2247,2.1456
-93.8149,2.5582,-93.8149,3.38595,-93.8149,2.00268
-93.405,2.46937,-93.405,3.30676,-93.405,1.89911
-92.9951,2.21303,-92.9951,3.21829,-92.9951,2.01805
-92.5853,1.75781,-92.5853,3.0885,-92.5853,2.08242
-92.1754,1.246,-92.1754,2.99467,-92.1754,1.94522
-91.7656,0.830377,-91.7656,3.07818,-91.7656,1.86441
-91.3557,0.613347,-91.3557,3.13248,-91.3557,1.9001
-90.9459,0.481781,-90.9459,3.01933,-90.9459,2.12596
-90.536,0.393563,-90.536,2.97613,-90.536,2.38678
-90.1261,0.422374,-90.1261,3.0946,-90.1261,2.48457
-89.7163,0.487864,-89.7163,3.27138,-89.7163,2.44466
-89.3064,0.485349,-89.3064,3.29228,-89.3064,2.27916
-88.8966,0.359905,-88.8966,3.00375,-88.8966,1.99444
-88.4867,0.175172,-88.4867,2.57724,-88.4867,1.8302
-88.0769,0.112434,-88.0769,2.24415,-88.0769,1.87439
-87.667,0.235079,-87.667,2.03353,-87.667,1.89587
-87.2571,0.26449,-87.2571,1.93448,-87.2571,1.75543
-86.8473,0.125688,-86.8473,1.88176,-86.8473,1.50463
-86.4374,0.100503,-86.4374,1.83896,-86.4374,1.30009
-86.0276,0.218353,-86.0276,1.76817,-86.0276,0.997079
-85.6177,0.311221,-85.6177,1.58509,-85.6177,0.561109
-85.2078,0.441314,-85.2078,1.41534,-85.2078,0.150424
-84.798,0.734262,-84.798,1.45458,-84.798,-0.0955409
-84.3881,1.05638,-84.3881,1.61968,-84.3881,-0.0438505
-83.9783,1.23391,-83.9783,1.73395,-83.9783,0.02501
-83.5684,1.24431,-83.5684,1.76894,-83.5684,-0.00367067
-83.1586,1.19547,-83.1586,1.74077,-83.1586,-0.00257297
-82.7487,1.27568,-82.7487,1.72473,-82.7487,-0.0057137
-82.3388,1.36635,-82.3388,1.74095,-82.3388,0.0152362
-81.929,1.30713,-81.929,1.71396,-81.929,0.0544964
-81.5191,1.18995,-81.5191,1.51501,-81.5191,0.248296
-81.1093,1.13915,-81.1093,1.24557,-81.1093,0.494378
-80.6994,1.15641,-80.6994,1.17806,-80.6994,0.540118
-80.2896,1.1569,-80.2896,1.30989,-80.2896,0.488646
-79.8797,1.09818,-79.8797,1.52475,-79.8797,0.629307
-79.4698,0.884537,-79.4698,1.63684,-79.4698,0.876638
-79.06,0.666126,-79.06,1.5663,-79.06,0.942924
-78.6501,0.622701,-78.6501,1.4532,-78.6501,0.847557
-78.2403,0.781834,-78.2403,1.39695,-78.2403,0.867452
-77.8304,1.13534,-77.8304,1.35464,-77.8304,0.971795
-77.4205,1.37587,-77.4205,1.26426,-77.4205,1.04655
-77.0107,1.27841,-77.0107,1.21752,-77.0107,1.08628
-76.6008,0.940285,-76.6008,1.18725,-76.6008,0.960574
-76.191,0.470619,-76.191,1.15841,-76.191,0.810661
-75.7811,0.0676613,-75.7811,1.18904,-75.7811,0.737573
-75.3713,-0.104339,-75.3713,1.24476,-75.3713,0.869184
-74.9614,-0.0595101,-74.9614,1.28102,-74.9614,1.16189
-74.5515,0.0170236,-74.5515,1.33962,-74.5515,1.29356
-74.1417,0.107394,-74.1417,1.36049,-74.1417,0.955354
-73.7318,0.279118,-73.7318,1.24022,-73.7318,0.282145
-73.322,0.458085,-73.322,0.917012,-73.322,-0.29066
-72.9121,0.632523,-72.9121,0.585224,-72.9121,-0.599969
-72.5022,0.691662,-72.5022,0.540428,-72.5022,-0.598293
-72.0924,0.648552,-72.0924,0.770067,-72.0924,-0.425937
-71.6825,0.493108,-71.6825,1.06286,-71.6825,-0.27844
-71.2727,0.249861,-71.2727,1.3508,-71.2727,-0.148895
-70.8628,0.0559817,-70.8628,1.6204,-70.8628,0.110387
-70.453,-0.106144,-70.453,1.68966,-70.453,0.475641
-70.0431,-0.219139,-70.0431,1.64902,-70.0431,0.684371
-69.6332,-0.254294,-69.6332,1.679,-69.6332,0.666209
-69.2234,-0.228968,-69.2234,1.68519,-69.2234,0.574953
-68.8135,-0.192952,-68.8135,1.57313,-68.8135,0.626663
-68.4037,-0.248151,-68.4037,1.43427,-68.4037,0.755966
-67.9938,-0.191544,-67.9938,1.37611,-67.9938,0.835744
-67.584,0.0103678,-67.584,1.42902,-67.584,0.923316
-67.1741,0.2039,-67.1741,1.5614,-67.1741,0.910858
-66.7642,0.384804,-66.7642,1.71609,-66.7642,0.73349
-66.3544,0.444769,-66.3544,1.6989,-66.3544,0.485558
-65.9445,0.503427,-65.9445,1.53331,-65.9445,0.402689
-65.5347,0.597272,-65.5347,1.31446,-65.5347,0.458126
-65.1248,0.53889,-65.1248,1.04973,-65.1248,0.526412
-64.7149,0.36591,-64.7149,0.938926,-64.7149,0.676167
-64.3051,0.250341,-64.3051,1.00411,-64.3051,0.812511
-63.8952,0.160416,-63.8952,0.992915,-63.8952,0.721872
-63.4854,0.052632,-63.4854,0.925546,-63.4854,0.378315
-63.0755,0.00121764,-63.0755,0.895799,-63.0755,0.0384823
-62.6657,-0.0414295,-62.6657,0.899597,-62.6657,-0.123168
-62.2558,-0.113683,-62.2558,0.911606,-62.2558,-0.180434
-61.8459,-0.19755,-61.8459,0.829456,-61.8459,-0.353031
-61.4361,-0.251213,-61.4361,0.768954,-61.4361,-0.51652
-61.0262,-0.156871,-61.0262,0.831442,-61.0262,-0.325346
-60.6164,-0.0417532,-60.6164,0.987343,-60.6164,0.0724735
-60.2065,-0.0248211,-60.2065,1.11373,-60.2065,0.376887
-59.7967,0.0599654,-59.7967,1.12442,-59.7967,0.572212
-59.3868,0.108151,-59.3868,1.04358,-59.3868,0.750274
-58.9769,0.0672747,-58.9769,0.836098,-58.9769,0.847183
-58.5671,-0.0570333,-58.5671,0.605486,-58.5671,0.773459
-58.1572,-0.340502,-58.1572,0.459631,-58.1572,0.676321
-57.7474,-0.505044,-57.7474,0.396825,-57.7474,0.498567
-57.3375,-0.405434,-57.3375,0.378633,-57.3375,0.220775
-56.9276,-0.128822,-56.9276,0.401431,-56.9276,-0.00433884
-56.5178,0.0597186,-56.5178,0.481269,-56.5178,-0.0107766
-56.1079,0.0883524,-56.1079,0.643996,-56.1079,0.263915
-55.6981,0.131693,-55.6981,0.859624,-55.6981,0.478597
-55.2882,0.224873,-55.2882,1.09518,-55.2882,0.455306
-54.8784,0.278135,-54.8784,1.44508,-54.8784,0.287443
-54.4685,0.233825,-54.4685,1.85854,-54.4685,0.094621
-54.0586,0.0958276,-54.0586,2.25478,-54.0586,-0.125444
-53.6488,0.0510862,-53.6488,2.62444,-53.6488,-0.164239
-53.2389,0.155378,-53.2389,2.98098,-53.2389,-0.0526373
-52.8291,0.290364,-52.8291,3.41102,-52.8291,-0.0633787
-52.4192,0.391958,-52.4192,4.03009,-52.4192,-0.164146
-52.0093,0.32896,-52.0093,4.6257,-52.0093,-0.278157
-51.5995,0.193811,-51.5995,5.09189,-51.5995,-0.296386
-51.1896,0.0897508,-51.1896,5.58282,-51.1896,-0.311901
-50.7798,0.0749169,-50.7798,6.07041,-50.7798,-0.277423
-50.3699,0.161014,-50.3699,6.39874,-50.3699,-0.0644334
-49.9601,0.258436,-49.9601,6.54673,-49.9601,0.211287
-49.5502,0.342178,-49.5502,6.53456,-49.5502,0.420992
-49.1403,0.439188,-49.1403,6.2602,-49.1403,0.575192
-48.7305,0.534372,-48.7305,5.74736,-48.7305,0.942347
-48.3206,0.557444,-48.3206,5.3035,-48.3206,1.57186
-47.9108,0.403745,-47.9108,4.98028,-47.9108,2.28142
-47.5009,0.255037,-47.5009,4.62457,-47.5009,3.10067
-47.0911,0.217893,-47.0911,4.29186,-47.0911,3.91615
-46.6812,0.23967,-46.6812,4.05477,-46.6812,4.58962
-46.2713,0.251115,-46.2713,3.83107,-46.2713,5.16028
-45.8615,0.172066,-45.8615,3.60684,-45.8615,5.77805
-45.4516,0.0356013,-45.4516,3.4758,-45.4516,6.38301
-45.0418,0.035415,-45.0418,3.38864,-45.0418,6.66545
-44.6319,0.241064,-44.6319,3.27286,-44.6319,6.64536
-44.222,0.516769,-44.222,3.10522,-44.222,6.59392
-43.8122,0.766337,-43.8122,2.92446,-43.8122,6.61747
-43.4023,0.922938,-43.4023,2.69459,-43.4023,6.61626
-42.9925,0.95782,-42.9925,2.39859,-42.9925,6.48763
-42.5826,1.00552,-42.5826,2.10108,-42.5826,6.19519
-42.1728,1.09234,-42.1728,1.93013,-42.1728,5.71286
-41.7629,1.15216,-41.7629,1.8217,-41.7629,5.20608
-41.353,1.18693,-41.353,1.74599,-41.353,4.87142
-40.9432,1.1837,-40.9432,1.74603,-40.9432,4.60082
-40.5333,1.23655,-40.5333,1.87497,-40.5333,4.19001
-40.1235,1.25785,-40.1235,2.04977,-40.1235,3.75513
-39.7136,1.23449,-39.7136,2.07276,-39.7136,3.61603
-39.3038,1.39409,-39.3038,2.01148,-39.3038,3.68718
-38.8939,1.81513,-38.8939,2.01019,-38.8939,3.5321
-38.484,2.28767,-38.484,1.8701,-38.484,3.06188
-38.0742,2.78722,-38.0742,1.48439,-38.0742,2.55646
-37.6643,3.35426,-37.6643,1.08239,-37.6643,2.13977
-37.2545,3.93756,-37.2545,0.932697,-37.2545,1.86252
-36.8446,4.475,-36.8446,1.07073,-36.8446,1.63833
-36.4347,4.84661,-36.4347,1.24226,-36.4347,1.45146
-36.0249,4.96051,-36.0249,1.35003,-36.0249,1.48201
-35.615,4.93343,-35.615,1.41794,-35.615,1.56983
-35.2052,4.90101,-35.2052,1.53424,-35.2052,1.32877
-34.7953,4.85729,-34.7953,1.69533,-34.7953,0.915154
-34.3855,4.64481,-34.3855,1.87188,-34.3855,0.686687
-33.9756,4.32428,-33.9756,2.09211,-33.9756,0.607136
-33.5657,4.08005,-33.5657,2.1756,-33.5657,0.813932
-33.1559,3.77636,-33.1559,1.95201,-33.1559,1.25979
-32.746,3.31988,-32.746,1.66789,-32.746,1.55894
-32.3362,2.81063,-32.3362,1.58064,-32.3362,1.64775
-31.9263,2.3889,-31.9263,1.57982,-31.9263,1.62613
-31.5164,2.09336,-31.5164,1.51184,-31.5164,1.47703
-31.1066,1.98444,-31.1066,1.38731,-31.1066,1.14829
-30.6967,1.94041,-30.6967,1.3027,-30.6967,0.859993
-30.2869,1.80388,-30.2869,1.3362,-30.2869,0.714462
-29.877,1.67244,-29.877,1.37219,-29.877,0.647977
-29.4672,1.61178,-29.4672,1.27517,-29.4672,0.587695
-29.0573,1.65014,-29.0573,1.20336,-29.0573,0.484761
-28.6474,1.76389,-28.6474,1.36453,-28.6474,0.271632
-28.2376,1.75091,-28.2376,1.58667,-28.2376,0.00775721
-27.8277,1.51257,-27.8277,1.75834,-27.8277,-0.0428371
-27.4179,1.24183,-27.4179,1.8887,-27.4179,-0.0298177
-27.008,1.17064,-27.008,1.87585,-27.008,0.00946074
-26.5982,1.20521,-26.5982,1.65115,-26.5982,0.184332
-26.1883,1.22648,-26.1883,1.39389,-26.1883,0.397908
-25.7784,1.29144,-25.7784,1.20824,-25.7784,0.527818
-25.3686,1.42811,-25.3686,1.07421,-25.3686,0.604991
-24.9587,1.63431,-24.9587,1.14177,-24.9587,0.704507
-24.5489,1.66569,-24.5489,1.48271,-24.5489,0.627654
-24.139,1.48173,-24.139,1.93323,-24.139,0.327119
-23.7291,1.30979,-23.7291,2.13326,-23.7291,-0.00739841
-23.3193,1.25337,-23.3193,1.94776,-23.3193,-0.331624
-22.9094,1.19905,-22.9094,1.55368,-22.9094,-0.567288
-22.4996,1.05915,-22.4996,1.23404,-22.4996,-0.547113
-22.0897,1.03284,-22.0897,1.16942,-22.0897,-0.372992
-21.6799,1.24237,-21.6799,1.22546,-21.6799,-0.215846
-21.27,1.45974,-21.27,1.21651,-21.27,-0.190903
-20.8601,1.48136,-20.8601,1.14395,-20.8601,-0.228498
-20.4503,1.29669,-20.4503,1.04033,-20.4503,-0.108276
-20.0404,0.939085,-20.0404,0.925665,-20.0404,0.01627
-19.6306,0.50882,-19.6306,0.851409,-19.6306,-0.0424217
-19.2207,0.134745,-19.2207,0.847944,-19.2207,-0.269496
-18.8109,0.00123695,-18.8109,0.879785,-18.8109,-0.481957
-18.401,0.02954,-18.401,0.984736,-18.401,-0.540841
-17.9911,0.0485665,-17.9911,1.07998,-17.9911,-0.524908
-17.5813,-0.0380766,-17.5813,1.05675,-17.5813,-0.492285
-17.1714,-0.107062,-17.1714,0.92903,-17.1714,-0.450075
-16.7616,-0.126055,-16.7616,0.826998,-16.7616,-0.500972
-16.3517,-0.16699,-16.3517,0.738524,-16.3517,-0.597205
-15.9418,-0.255576,-15.9418,0.578881,-15.9418,-0.632272
-15.532,-0.261886,-15.532,0.38022,-15.532,-0.62683
-15.1221,-0.118703,-15.1221,0.291211,-15.1221,-0.593463
-14.7123,0.0367674,-14.7123,0.3301,-14.7123,-0.562418
-14.3024,0.170243,-14.3024,0.30088,-14.3024,-0.410346
-13.8926,0.188951,-13.8926,0.294649,-13.8926,-0.0720614
-13.4827,0.0784499,-13.4827,0.361642,-13.4827,0.175798
-13.0728,-0.118833,-13.0728,0.450181,-13.0728,0.164137
-12.663,-0.340951,-12.663,0.525484,-12.663,0.160551
-12.2531,-0.559655,-12.2531,0.495886,-12.2531,0.313711
-11.8433,-0.71088,-11.8433,0.360736,-11.8433,0.449296
-11.4334,-0.70473,-11.4334,0.192665,-11.4334,0.499688
-11.0235,-0.538108,-11.0235,0.0402332,-11.0235,0.356151
-10.6137,-0.249698,-10.6137,0.0305954,-10.6137,0.0921922
-10.2038,-0.0235201,-10.2038,0.212552,-10.2038,-0.154869
-9.79398,0.104764,-9.79398,0.36206,-9.79398,-0.432879
-9.38412,0.25272,-9.38412,0.330773,-9.38412,-0.523012
-8.97426,0.337424,-8.97426,0.373572,-8.97426,-0.289861
-8.5644,0.31882,-8.5644,0.459024,-8.5644,0.0394324
-8.15454,0.331409,-8.15454,0.282718,-8.15454,0.213666
-7.74469,0.364947,-7.74469,0.0544285,-7.74469,0.291279
-7.33483,0.350476,-7.33483,0.00310729,-7.33483,0.207014
-6.92497,0.318074,-6.92497,0.0392073,-6.92497,-0.113983
-6.51511,0.14869,-6.51511,0.207953,-6.51511,-0.404709
-6.10525,-0.204737,-6.10525,0.503793,-6.10525,-0.425477
-5.6954,-0.52156,-5.6954,0.775881,-5.6954,-0.270674
-5.28554,-0.544711,-5.28554,0.992875,-5.28554,-0.0411677
-4.87568,-0.381552,-4.87568,1.14281,-4.87568,0.235352
-4.46582,-0.357102,-4.46582,1.22732,-4.46582,0.482391
-4.05596,-0.411027,-4.05596,1.17958,-4.05596,0.581589
-3.64611,-0.362209,-3.64611,0.919512,-3.64611,0.531838
-3.23625,-0.301935,-3.23625,0.480394,-3.23625,0.404598
-2.82639,-0.179963,-2.82639,0.109275,-2.82639,0.288444
-2.41653,-0.147052,-2.41653,-0.0907008,-2.41653,0.202491
-2.00667,-0.290641,-2.00667,-0.175192,-2.00667,0.170731
-1.59682,-0.48053,-1.59682,-0.196334,-1.59682,0.121049
-1.18696,-0.541573,-1.18696,-0.183864,-1.18696,-0.154459
-0.777099,-0.319455,-0.777099,-0.217799,-0.777099,-0.472625
-0.367241,0.111874,-0.367241,-0.193716,-0.367241,-0.56642
0.0426166,0.476204,0.0426166,-0.0171337,0.0426166,-0.438204
0.452475,0.568543,0.452475,0.163073,0.452475,-0.375311
0.862333,0.517055,0.862333,0.242716,0.862333,-0.398373
1.27219,0.304216,1.27219,0.199767,1.27219,-0.2814
1.68205,-0.0244293,1.68205,0.172182,1.68205,0.0755925
2.09191,-0.251456,2.09191,0.184673,2.09191,0.449517
2.50176,-0.265228,2.50176,0.24825,2.50176,0.734594
2.91162,-0.0106549,2.91162,0.257933,2.91162,0.946728
3.32148,0.256258,3.32148,0.241356,3.32148,0.887006
3.73134,0.251048,3.73134,0.381645,3.73134,0.651651
4.1412,0.0641795,4.1412,0.558161,4.1412,0.50543
4.55105,-0.00165763,4.55105,0.725656,4.55105,0.346872
4.96091,0.0791395,4.96091,0.954808,4.96091,0.0270665
5.37077,0.118605,5.37077,1.00323,5.37077,-0.180208
5.78063,0.167438,5.78063,0.864419,5.78063,-0.210521
6.19049,0.161401,6.19049,0.704034,6.19049,-0.333828
6.60034,0.0221902,6.60034,0.528694,6.60034,-0.484812
7.0102,-0.126297,7.0102,0.442488,7.0102,-0.614037
7.42006,-0.226416,7.42006,0.40709,7.42006,-0.800166
7.82992,-0.340645,7.82992,0.296169,7.82992,-1.0214
8.23978,-0.422345,8.23978,0.126463,8.23978,-1.16409
8.64963,-0.470926,8.64963,-0.000692338,8.64963,-1.05932
9.05949,-0.599665,9.05949,0.00290558,9.05949,-0.864662
9.46935,-0.692756,9.46935,0.0577632,9.46935,-0.731376
9.87921,-0.646378,9.87921,0.222968,9.87921,-0.668721
10.2891,-0.545653,10.2891,0.538717,10.2891,-0.551457
10.6989,-0.388895,10.6989,0.787678,10.6989,-0.435333
11.1088,-0.373138,11.1088,0.776621,11.1088,-0.466029
11.5186,-0.518734,11.5186,0.6026,11.5186,-0.561036
11.9285,-0.671058,11.9285,0.616452,11.9285,-0.722533
12.3384,-0.737186,12.3384,0.885991,12.3384,-0.848958
12.7482,-0.648958,12.7482,1.20894,12.7482,-0.693061
13.1581,-0.532386,13.1581,1.48999,13.1581,-0.366379
13.5679,-0.478315,13.5679,1.75671,13.5679,-0.117303
13.9778,-0.384625,13.9778,1.857,13.9778,0.0980411
14.3876,-0.282294,14.3876,1.73285,14.3876,0.224239
14.7975,-0.285618,14.7975,1.54067,14.7975,0.281915
15.2074,-0.353438,15.2074,1.28676,15.2074,0.262338
15.6172,-0.482335,15.6172,0.960184,15.6172,0.000559951
16.0271,-0.636888,16.0271,0.854744,16.0271,-0.380679
16.4369,-0.860114,16.4369,1.05323,16.4369,-0.553129
16.8468,-1.13979,16.8468,1.24977,16.8468,-0.582511
